POA_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA2766,4488,4510,8999,388,408,794,1691,1786,3477,24,12,36,39,38,76,14,13,25,11,16,27,0,0,0,3,7,11,5,9,12,0,0,0,1785,1883,3668,481,559,1038,42,60,110,2695,2907,5607,546,727,1279,7727,8149,15880
POA2767,7001,7274,14272,416,410,829,1999,1925,3928,35,39,74,22,24,48,4,12,15,13,10,26,0,0,0,4,3,9,5,10,15,0,0,0,2088,2029,4111,707,694,1401,48,37,88,3254,3173,6430,612,615,1228,10872,11058,21932
POA2768,8346,8604,16949,415,422,836,2847,2807,5654,49,62,116,30,34,69,40,42,80,39,37,74,0,0,0,9,8,15,11,11,27,0,0,0,3028,3000,6035,767,835,1596,55,38,89,4260,4296,8555,1560,259,1812,14158,13154,27317
POA2769,3574,3574,7142,205,219,427,2570,2754,5326,37,34,66,36,32,70,23,25,50,15,17,31,4,0,4,5,9,13,19,6,25,0,0,0,2702,2890,5596,715,740,1450,25,26,52,3655,3868,7524,191,199,393,7420,7633,15059
POA2770,16160,16739,32895,1658,1845,3503,5325,5532,10856,88,100,179,117,131,247,29,24,51,45,38,86,13,8,14,14,11,17,8,8,20,0,0,0,5632,5852,11476,1289,1413,2703,216,177,389,8794,9279,18077,2853,2886,5739,27807,28906,56709
POA2773,1980,2046,4026,197,183,379,473,495,971,11,5,14,13,14,26,5,7,14,10,10,13,0,0,0,4,0,3,3,4,11,0,0,0,513,538,1054,35,51,88,10,3,17,766,779,1539,58,54,111,2802,2877,5680
POA2774,4099,4264,8365,488,496,990,1051,1106,2153,17,22,38,17,11,27,4,8,5,0,3,8,0,5,9,0,3,0,9,14,16,0,0,0,1101,1160,2261,89,83,172,33,34,69,1713,1773,3493,144,169,318,5965,6206,12171
POA2775,456,399,846,37,15,53,188,169,362,4,0,4,6,7,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,180,378,8,7,17,7,0,9,254,203,456,97,71,164,802,669,1468
POA2776,1243,1302,2546,164,189,355,380,394,778,4,0,6,3,8,8,0,0,4,0,0,0,0,0,0,3,3,8,12,7,18,0,0,0,409,406,817,20,26,45,9,14,25,607,633,1240,52,51,108,1901,1982,3886
POA2777,5615,5978,11595,675,762,1431,1437,1513,2950,14,21,35,29,19,44,3,0,6,13,12,26,3,3,3,3,4,8,8,9,24,0,0,0,1515,1587,3096,67,94,166,41,34,79,2295,2482,4777,208,325,533,8123,8783,16903
POA2778,797,784,1580,53,46,98,240,271,517,6,7,12,3,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,254,284,542,12,10,19,0,0,0,319,347,666,29,21,50,1141,1157,2301
POA2779,1558,1721,3280,118,152,274,515,496,1007,3,6,11,9,5,15,3,0,4,0,0,7,0,0,0,0,0,3,3,4,7,0,0,0,534,515,1050,13,28,41,9,6,14,677,699,1381,85,63,152,2318,2490,4808
POA2780,3342,3757,7096,637,691,1325,1498,1569,3071,37,37,72,31,42,69,9,0,9,12,12,23,12,14,28,0,4,7,10,15,24,0,0,0,1604,1694,3302,196,202,393,44,44,89,2481,2630,5113,332,328,664,6155,6713,12869
POA2782,1698,1910,3617,147,160,308,740,849,1588,16,28,42,10,15,25,5,5,9,4,5,6,0,0,0,0,0,0,4,6,6,0,0,0,780,899,1684,50,55,106,9,16,31,988,1125,2119,188,202,389,2876,3243,6119
POA2783,776,845,1619,78,96,177,267,280,551,5,5,9,7,6,7,5,3,4,0,4,4,0,0,0,0,0,0,3,0,10,0,0,0,289,295,587,26,21,44,10,5,14,400,422,825,32,34,73,1206,1306,2511
POA2784,405,418,819,42,43,83,119,132,250,0,3,7,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,141,270,10,12,20,7,6,11,186,200,386,26,20,43,611,635,1244
POA2785,1278,1387,2664,195,202,397,506,556,1070,14,14,25,12,22,39,6,7,9,0,0,4,6,9,12,3,0,7,8,0,8,0,0,0,549,615,1164,42,60,106,20,18,34,807,900,1705,149,160,302,2227,2438,4675
POA2786,327,322,650,42,37,72,173,140,307,0,0,0,3,4,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,181,146,328,11,4,12,7,3,7,232,192,423,28,20,53,590,535,1130
POA2787,1208,1169,2376,254,256,508,351,364,719,11,11,20,25,17,45,6,0,4,4,8,13,0,0,0,0,0,3,0,0,3,5,0,5,412,406,818,48,33,82,15,6,17,724,697,1427,355,236,587,2286,2105,4394
POA2790,4234,4371,8610,826,868,1691,1222,1264,2485,22,17,31,60,56,113,11,7,19,10,13,23,7,5,14,0,0,3,5,0,6,0,0,0,1333,1371,2697,71,102,170,26,15,43,2259,2354,4603,926,610,1536,7420,7332,14751
POA2791,101,98,201,11,7,19,16,24,49,0,0,3,0,6,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,23,31,54,0,0,0,0,0,0,35,43,81,17,21,34,151,164,312
POA2792,132,116,250,17,13,28,29,28,62,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,64,3,0,6,0,0,0,53,46,97,17,12,26,206,171,373
POA2793,338,292,632,23,16,41,99,83,183,3,3,9,4,7,10,0,0,0,0,0,0,0,0,0,3,0,0,4,3,8,0,0,0,111,94,206,0,4,3,0,0,0,134,114,252,72,61,135,557,470,1023
POA2794,2839,2876,5715,681,771,1451,677,788,1459,31,30,63,49,55,98,0,3,11,6,7,11,0,0,0,0,0,4,38,33,71,0,0,0,807,919,1729,65,61,127,27,19,43,1579,1773,3348,434,416,849,4857,5063,9916
POA2795,10769,10883,21652,1985,2035,4025,5471,5998,11464,96,94,190,150,186,334,31,33,64,37,25,58,11,22,34,18,24,43,27,37,62,0,0,0,5833,6417,12255,350,393,751,165,150,314,8340,8998,17339,2239,1297,3536,21348,21178,42522
POA2797,121,132,260,12,22,33,30,24,52,6,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,24,56,0,0,0,0,0,4,44,47,91,27,30,55,199,218,412
POA2798,632,630,1265,74,85,159,196,203,401,0,3,9,6,12,22,0,5,3,5,0,9,0,0,0,0,0,0,0,0,5,0,0,0,209,228,439,12,9,21,3,5,12,302,322,629,103,83,190,1038,1041,2078
POA2799,1079,1116,2195,352,374,729,296,351,650,7,6,12,11,14,27,0,3,3,4,0,6,0,5,4,0,0,0,6,8,13,0,0,0,332,385,719,12,13,23,10,10,22,700,789,1488,100,88,185,1875,1991,3866
POA2800,11345,11988,23329,2489,2639,5138,5322,5778,11093,130,128,257,252,249,510,52,60,112,54,58,110,16,25,36,33,33,65,61,72,138,0,0,5,5918,6402,12324,482,547,1031,190,158,343,9082,9746,18829,1380,1430,2811,21802,23167,44976
POA2803,94,85,184,3,0,8,30,25,58,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,28,59,0,0,0,0,0,0,40,26,67,12,6,18,144,123,270
POA2804,773,789,1561,131,175,302,202,214,415,7,4,11,0,5,10,0,4,12,5,0,6,0,3,3,0,0,0,3,5,12,0,0,0,220,242,464,16,15,29,10,14,24,375,444,819,143,161,311,1297,1396,2694
POA2805,119,127,240,15,13,25,30,34,67,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,39,37,78,4,0,3,0,0,0,55,55,106,22,29,47,192,205,396
POA2806,241,216,455,35,33,63,59,57,122,0,3,7,4,3,9,0,0,0,4,0,5,0,0,0,0,0,3,0,0,0,0,0,0,73,71,144,4,8,11,4,6,5,111,115,226,70,50,123,422,382,810
POA2807,141,112,251,12,6,18,43,49,96,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,51,99,0,0,0,0,0,0,65,61,122,31,33,59,231,204,433
POA2808,60,51,115,7,6,14,21,21,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,23,25,51,0,0,3,0,0,0,34,35,65,10,14,27,107,103,209
POA2809,65,58,126,10,9,9,23,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,37,0,0,0,0,0,0,26,20,46,9,8,22,107,89,187
POA2810,1006,934,1938,170,187,356,161,174,334,9,6,12,12,3,15,0,3,3,4,0,7,0,0,0,0,0,0,13,6,22,0,0,0,203,201,400,8,11,19,11,3,16,389,398,785,130,132,258,1518,1468,2984
POA2817,118,105,221,14,9,24,18,15,32,0,3,3,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,22,22,42,0,0,0,0,3,8,33,40,74,21,25,47,172,166,334
POA2818,256,247,506,29,29,57,65,65,134,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,76,144,0,0,0,5,0,5,106,102,211,32,36,68,397,385,777
POA2820,1672,1643,3315,422,505,925,414,402,810,12,7,24,29,28,59,0,0,3,7,6,12,0,0,0,0,0,0,8,4,11,0,0,0,473,448,921,74,62,141,21,18,43,991,1044,2032,1155,450,1612,3823,3135,6956
POA2821,1271,1255,2526,268,312,581,262,299,562,9,0,10,27,21,51,6,5,12,7,7,10,0,0,0,4,8,8,0,0,0,0,0,0,318,336,656,16,16,25,6,5,21,608,675,1284,325,331,655,2204,2260,4467
POA2822,126,110,236,7,6,19,40,33,73,0,0,0,3,6,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,47,40,85,0,3,3,0,0,0,55,46,103,28,30,67,213,194,406
POA2823,401,357,760,76,69,146,75,70,147,0,3,5,4,4,12,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,85,86,169,3,0,7,0,3,5,167,164,324,90,81,169,658,599,1256
POA2824,540,558,1093,108,136,246,113,106,221,0,0,3,9,9,22,3,0,0,0,0,8,0,0,3,0,5,5,3,0,0,0,0,0,132,124,256,28,17,46,9,8,11,272,291,566,115,148,258,928,989,1915
POA2825,614,612,1231,130,147,276,145,128,268,3,0,4,12,13,26,0,0,0,3,7,10,0,0,0,0,3,7,0,0,0,0,0,0,170,152,327,16,20,34,3,4,11,316,327,644,93,98,193,1028,1034,2065
POA2826,72,59,134,0,0,3,8,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,15,4,0,8,0,0,0,14,11,27,8,0,10,93,78,169
POA2827,1060,1065,2124,179,214,389,146,188,339,6,8,11,23,24,44,4,5,9,7,4,9,0,0,0,0,3,8,3,0,4,0,0,0,187,234,421,9,23,31,11,7,15,386,472,855,241,224,467,1686,1767,3456
POA2828,220,218,444,32,32,67,49,55,103,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,58,112,4,0,9,0,0,0,88,98,182,59,53,116,371,377,744
POA2829,775,750,1520,168,192,360,141,164,309,8,7,12,15,17,33,0,0,0,0,0,4,0,0,0,3,0,0,0,3,3,0,0,0,167,193,362,11,15,26,13,6,18,354,408,763,208,224,429,1337,1378,2719
POA2830,10080,10645,20726,1773,1992,3765,4937,5598,10535,158,127,289,226,236,460,29,26,60,78,76,150,15,21,34,25,29,49,42,36,82,0,0,0,5509,6151,11656,619,633,1249,209,187,392,8102,8961,17063,1962,1911,3877,20142,21525,41668
POA2831,554,508,1063,49,49,98,120,138,256,5,6,3,7,8,16,3,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,136,153,287,9,8,20,0,10,16,193,223,416,129,106,233,877,834,1709
POA2832,424,380,799,101,107,206,89,104,196,10,4,16,10,17,29,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,116,131,242,10,15,26,4,4,9,230,256,485,356,341,704,1009,980,1989
POA2833,153,156,308,26,21,45,22,24,47,0,3,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,26,52,6,7,17,4,3,7,59,60,120,77,89,166,292,308,592
POA2834,510,444,956,106,116,222,92,101,188,3,4,12,21,19,44,0,0,0,7,0,6,0,0,0,0,0,0,5,0,0,0,0,0,127,129,259,12,18,33,11,6,16,251,268,527,202,216,410,960,934,1894
POA2835,873,847,1724,264,283,554,196,184,380,20,25,40,35,44,77,15,11,21,14,7,23,9,4,11,0,0,0,0,6,0,0,0,0,285,281,561,37,46,83,5,8,11,594,617,1208,311,281,596,1777,1749,3532
POA2836,244,236,475,26,21,44,38,29,74,7,5,10,4,5,11,7,3,9,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,63,55,117,3,5,5,3,6,9,87,85,171,92,96,194,426,417,844
POA2838,74,71,143,4,6,7,8,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,0,0,0,9,10,20,23,24,43,105,100,209
POA2839,274,268,550,51,60,109,59,63,116,0,0,4,6,3,11,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,68,135,13,12,24,8,4,11,133,145,283,86,92,175,496,511,1006
POA2840,590,596,1185,93,98,188,133,123,259,9,8,18,23,21,39,4,4,9,5,0,7,0,0,0,5,0,4,0,0,0,0,0,0,167,167,335,19,19,35,9,11,13,286,289,574,215,231,446,1096,1113,2206
POA2842,210,198,413,31,24,53,64,57,123,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,68,62,129,5,0,6,4,6,10,101,84,193,44,32,79,361,318,683
POA2843,326,327,649,59,50,107,89,84,173,3,5,4,7,8,15,0,6,6,0,3,7,3,5,4,0,5,4,0,0,0,0,0,0,103,107,210,0,5,4,0,4,4,163,159,325,109,106,216,604,588,1192
POA2844,405,384,790,52,62,110,79,89,171,0,0,0,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,91,182,12,9,19,9,0,8,154,163,318,71,64,132,632,611,1247
POA2845,634,577,1213,81,103,183,176,186,365,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,4,3,0,0,0,0,0,0,190,191,377,3,3,9,5,8,19,283,308,592,55,45,99,968,932,1902
POA2846,71,80,149,9,9,18,24,23,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,24,53,4,0,9,0,0,0,44,33,77,15,11,29,124,121,250
POA2847,753,706,1466,93,89,183,178,195,372,5,0,5,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,193,202,391,4,8,13,8,11,13,295,308,609,120,129,250,1172,1151,2318
POA2848,470,419,883,79,102,179,101,104,206,0,3,3,5,7,11,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,112,118,228,0,0,7,8,0,11,198,221,425,94,86,182,763,721,1483
POA2849,465,435,901,73,63,136,154,150,305,3,6,3,0,4,7,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,162,322,8,9,17,3,0,3,243,231,477,87,72,160,793,745,1539
POA2850,4587,4425,9008,1157,1196,2351,2101,2148,4247,26,32,60,139,160,304,20,7,28,34,29,68,9,6,15,16,20,40,6,7,16,0,0,0,2355,2428,4775,110,132,243,57,54,109,3681,3805,7479,740,700,1443,9001,8931,17933
POA2852,958,905,1859,238,260,496,332,365,689,3,9,15,19,28,46,0,0,5,3,7,8,5,0,6,0,0,0,0,3,0,0,0,0,363,402,766,9,7,17,17,22,39,631,692,1326,185,168,352,1771,1765,3536
POA2864,257,248,502,34,28,62,65,56,123,0,0,4,3,5,12,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,73,65,143,0,0,0,0,0,0,112,87,207,33,28,67,406,369,777
POA2865,301,277,579,44,45,94,57,48,107,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,64,55,119,4,9,12,6,0,10,125,109,233,36,34,76,459,428,884
POA2866,828,834,1669,206,233,439,231,237,467,4,9,12,6,4,7,0,0,0,7,6,8,0,0,0,0,0,0,0,0,0,0,0,0,245,257,508,5,18,26,9,8,17,472,516,989,146,146,292,1447,1498,2949
POA2867,185,166,350,24,30,55,44,44,92,0,0,0,0,3,4,3,3,4,0,0,4,0,0,0,0,0,3,0,0,5,0,0,0,48,52,104,3,0,5,0,0,0,79,89,165,35,29,72,301,287,587
POA2868,165,158,323,21,41,60,41,56,98,6,0,4,4,6,10,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,48,65,112,0,0,0,0,0,0,72,106,171,21,21,40,254,278,532
POA2869,435,435,865,51,50,102,97,101,196,0,0,0,5,5,15,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,106,115,226,4,3,8,6,8,7,164,181,344,127,107,238,723,719,1441
POA2870,3130,3226,6354,983,1066,2052,737,784,1523,35,22,55,69,79,145,15,6,24,14,14,32,0,0,0,9,9,15,3,0,9,0,0,0,882,922,1800,71,72,141,24,22,47,1957,2085,4039,463,398,867,5553,5707,11258
POA2871,2411,2465,4880,736,764,1496,450,479,924,14,18,27,40,35,75,4,6,13,16,17,29,0,7,8,0,5,11,8,11,13,0,0,0,529,574,1098,34,43,80,44,36,77,1344,1414,2749,408,398,802,4161,4275,8434
POA2873,180,180,353,23,23,43,23,33,61,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,33,60,5,3,4,0,3,0,52,59,117,32,35,68,267,267,537
POA2874,119,113,232,9,18,23,23,14,35,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,38,0,0,5,0,0,0,36,35,66,20,28,51,173,174,347
POA2875,264,226,495,42,45,89,42,43,87,4,3,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,51,104,0,0,10,4,0,6,100,101,205,31,32,66,397,369,764
POA2876,175,144,326,3,3,9,33,30,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,36,70,0,0,0,0,0,0,37,36,77,43,24,65,256,212,469
POA2877,959,926,1882,279,320,599,130,125,251,3,8,9,9,7,19,5,0,3,3,3,7,0,0,0,0,0,0,0,3,3,0,0,0,155,155,307,40,29,73,12,6,23,492,509,1001,217,226,446,1670,1663,3331
POA2878,71,63,139,6,7,16,15,20,31,3,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,28,44,0,0,0,0,0,0,32,33,60,37,33,70,142,127,270
POA2879,173,139,311,17,18,40,27,41,70,6,5,16,3,3,9,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,58,96,3,0,4,0,0,3,65,78,144,52,55,107,287,274,561
POA2880,5202,5308,10512,1199,1452,2650,456,502,954,85,85,176,91,82,171,185,203,391,39,40,74,19,22,34,14,17,30,9,10,11,0,0,0,894,947,1838,125,137,261,60,56,115,2273,2591,4866,856,865,1718,8327,8764,17090
POA2898,122,124,251,11,15,30,27,28,55,0,3,5,3,11,10,0,0,0,0,0,5,4,6,5,0,0,0,3,4,3,0,0,0,38,44,88,9,9,19,0,0,0,67,76,137,24,16,40,207,219,428
POA3000,2984,2791,5774,791,779,1575,588,576,1169,5417,4912,10327,417,411,828,203,195,396,322,234,552,105,101,207,33,37,77,94,94,184,0,0,0,7174,6553,13732,7888,8908,16796,204,167,366,16055,16416,32473,2155,1989,4147,21198,21191,42392
POA3002,826,963,1789,111,117,227,61,75,139,812,825,1633,46,52,92,20,22,43,17,28,45,10,7,15,7,7,5,21,17,32,0,0,0,990,1031,2014,214,235,447,19,17,33,1330,1393,2725,138,141,277,2296,2494,4790
POA3003,730,733,1458,122,121,239,108,111,213,1440,1349,2793,81,95,179,28,43,70,50,46,93,8,11,26,5,11,12,27,16,43,0,0,0,1753,1686,3441,962,1028,1987,42,33,76,2875,2866,5745,372,198,567,3973,3796,7770
POA3004,1464,1596,3063,223,212,434,175,162,339,1716,1680,3395,109,113,224,42,54,99,71,63,134,22,29,48,11,7,14,29,18,46,0,0,0,2169,2129,4302,1007,1106,2117,62,52,113,3462,3502,6967,557,533,1092,5488,5632,11118
POA3006,2043,2118,4156,506,468,973,380,325,708,3606,3168,6778,270,294,563,98,106,205,162,163,327,49,47,95,27,13,39,61,68,130,0,0,0,4655,4185,8846,3154,3382,6536,137,94,227,8447,8138,16579,646,619,1260,11136,10867,22001
POA3008,1342,1315,2654,464,390,852,229,183,411,2180,1907,4085,155,140,297,53,59,116,74,76,146,23,19,44,12,16,27,45,36,79,0,0,0,2765,2444,5206,2332,2263,4591,74,61,140,5640,5152,10790,697,668,1364,7672,7130,14802
POA3011,4294,4188,8481,555,559,1116,191,217,412,3266,3145,6408,140,132,273,38,48,84,69,66,138,28,29,60,26,19,45,22,35,64,0,0,0,3796,3688,7479,1174,1129,2304,153,115,263,5672,5499,11168,802,665,1469,10770,10348,21120
POA3012,6177,6445,12621,605,606,1204,173,150,328,3439,3515,6956,93,95,187,60,55,110,51,52,105,27,26,49,27,23,48,23,27,50,0,0,0,3889,3942,7828,1139,867,2005,110,96,204,5738,5506,11250,809,621,1431,12728,12574,25302
POA3013,4021,4309,8324,430,479,908,104,123,228,1697,1804,3501,69,74,141,30,27,54,32,43,77,9,15,29,10,9,16,17,20,45,0,0,0,1967,2115,4078,329,333,659,42,45,91,2773,2963,5736,269,259,525,7052,7533,14592
POA3015,4752,5013,9768,559,569,1133,97,107,212,1938,2094,4026,66,74,138,32,27,59,53,62,114,9,15,28,12,12,23,26,21,48,0,0,0,2240,2415,4654,416,420,837,53,45,98,3278,3448,6728,336,345,685,8367,8808,17179
POA3016,4532,4607,9138,746,736,1475,91,108,199,1520,1640,3164,45,62,112,6,7,20,28,21,54,17,8,25,6,5,14,18,17,30,0,0,0,1739,1869,3608,229,287,513,34,36,66,2748,2917,5664,256,316,575,7539,7845,15383
POA3018,3447,3778,7232,458,529,985,63,55,112,1381,1508,2890,65,87,151,14,13,30,30,36,63,3,7,13,5,8,11,11,11,21,0,0,0,1565,1725,3286,267,318,582,32,33,67,2315,2612,4927,303,321,618,6065,6707,12774
POA3019,2274,2485,4750,260,250,507,40,31,75,1001,929,1925,27,25,49,16,8,22,15,17,33,8,3,10,0,3,4,3,11,11,0,0,0,1101,1026,2129,603,414,1017,43,33,82,2013,1724,3731,364,310,674,4649,4512,9160
POA3020,12179,12534,24711,1068,1022,2091,120,101,220,4052,3655,7709,86,91,174,47,42,91,52,54,103,25,15,40,15,14,29,11,9,21,0,0,0,4403,3980,8387,1957,1597,3554,156,117,276,7586,6715,14303,1493,1300,2796,21260,20548,41810
POA3021,15286,15874,31164,1069,960,2030,112,119,229,4447,4262,8706,89,92,179,40,41,82,45,29,73,12,24,37,15,13,23,17,8,21,0,0,0,4776,4577,9352,2397,2259,4659,205,175,383,8454,7969,16424,2277,2096,4376,26024,25940,51965
POA3022,759,784,1540,57,48,108,10,11,21,388,342,731,0,0,5,3,9,13,4,0,9,4,4,9,0,0,0,0,0,5,0,0,0,415,360,772,103,102,203,8,14,22,576,528,1108,168,133,296,1505,1439,2943
POA3023,19366,20030,39394,1109,1108,2221,173,137,311,5632,5670,11297,96,89,185,93,77,172,71,72,140,20,21,38,17,21,43,25,25,49,0,0,0,6120,6114,12235,1884,2008,3891,117,113,234,9226,9349,18573,3407,1757,5167,31999,31134,63132
POA3024,6487,6521,13010,613,614,1228,331,332,667,5013,5128,10146,105,137,237,78,80,163,71,84,152,31,34,59,34,25,62,13,16,28,0,0,0,5672,5847,11516,1451,1619,3073,112,98,208,7851,8181,16032,836,805,1639,15180,15501,30685
POA3025,3201,3589,6785,437,413,842,56,41,104,1263,1382,2640,37,39,76,16,14,35,33,28,59,8,11,17,15,8,27,3,5,11,0,0,0,1426,1535,2962,242,233,479,35,33,72,2139,2212,4352,390,412,803,5728,6214,11939
POA3026,2702,2703,5405,115,122,237,23,26,43,716,672,1383,18,14,28,19,15,28,8,5,9,3,6,3,9,5,11,4,3,3,0,0,0,793,732,1520,217,233,444,27,24,56,1151,1113,2264,212,174,386,4065,3997,8059
POA3027,1816,1665,3483,166,155,318,84,55,140,1261,1217,2480,43,48,86,23,16,36,40,32,68,8,14,19,11,10,22,4,3,11,0,0,0,1468,1390,2865,731,658,1389,41,27,69,2408,2231,4639,237,199,441,4469,4099,8570
POA3028,8173,8569,16742,599,611,1213,83,83,164,2209,2345,4553,66,80,148,28,34,61,43,36,85,14,21,35,20,19,39,14,17,28,0,0,0,2484,2628,5109,882,860,1739,84,85,171,4046,4188,8233,790,696,1481,13005,13453,26459
POA3029,25636,25831,51468,2270,2239,4510,978,923,1899,17186,16150,33341,456,441,896,319,298,614,325,305,630,103,89,192,122,109,234,83,81,165,0,0,0,19578,18399,37977,7636,7148,14787,421,323,750,29905,28108,58019,4611,3297,7910,60153,57238,117397
POA3030,24861,25255,50112,2728,2868,5595,952,968,1924,15549,15770,31322,548,550,1096,296,303,606,368,323,690,113,119,234,114,99,217,86,100,181,0,3,4,18024,18240,36264,5469,5834,11308,380,326,703,26605,27269,53871,2906,2791,5695,54368,55312,109676
