POA_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
POA6019,67,95,169,178,117,292,0,0,0,0,0,0,22,21,40,4314,4346,8661,212,286,494,32,0,32,52,4,56,98,22,123,184,47,238,94,92,192,5266,5024,10294,143,115,263,0,0,0,0,0,0,78,88,167,7,7,16,0,0,0,232,212,446,0,0,0,0,0,0,9,15,29,8,4,5,11,7,14,25,22,50,63,29,95,320,268,586,10,15,32,8,3,11,0,0,0,20,21,44,647,760,1405,658,926,1590,34,23,56,6942,7028,13971
POA6020,154,133,281,40,22,60,0,0,0,0,0,0,17,0,21,3592,3244,6837,154,205,360,51,0,56,32,3,39,56,11,67,84,17,97,45,47,99,4226,3688,7919,102,56,160,0,0,0,0,0,0,87,68,155,9,11,27,4,0,9,205,134,343,0,0,0,0,0,0,4,0,11,0,0,0,4,0,4,9,0,9,23,15,41,238,154,397,18,20,44,3,7,8,5,0,5,26,30,53,659,742,1402,590,829,1419,15,15,30,5765,5456,11219
POA6021,126,119,243,84,105,187,0,0,0,0,0,0,20,15,37,3774,3286,7055,175,322,503,68,0,68,23,3,26,54,7,63,89,10,97,38,44,82,4445,3917,8364,76,89,162,0,0,0,0,0,0,39,41,79,10,5,13,4,0,4,129,135,265,0,0,0,0,0,0,3,12,20,9,4,14,5,3,3,15,21,34,39,26,66,180,181,363,27,16,45,0,4,8,3,0,7,34,24,53,405,469,873,413,665,1083,19,17,36,5490,5273,10766
POA6022,39,44,83,19,0,26,0,0,0,0,0,0,3,9,8,871,759,1633,51,52,105,16,0,16,5,0,4,10,0,10,21,7,24,6,3,16,1048,879,1928,24,26,52,0,0,0,0,0,0,7,14,23,5,4,5,5,0,6,41,45,85,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,3,5,17,3,20,59,54,113,4,4,13,0,0,0,0,0,0,4,9,12,91,134,224,128,185,308,8,0,8,1334,1262,2598
POA6023,202,166,370,34,10,39,0,0,0,0,0,0,4,7,9,2415,2269,4686,110,150,260,40,0,41,14,0,14,50,6,58,56,7,60,23,43,65,2946,2662,5604,143,56,199,0,0,0,0,0,0,51,63,110,10,6,15,14,3,16,213,132,339,0,0,0,0,0,0,3,8,9,0,6,4,0,0,0,7,8,19,27,14,40,246,149,397,25,21,46,0,0,0,0,0,3,30,22,46,386,469,855,386,566,949,8,12,17,4002,3877,7877
POA6024,154,129,284,49,27,81,0,0,3,0,0,0,8,8,20,2224,2011,4233,106,127,236,33,0,33,13,0,13,34,6,37,76,12,86,30,26,56,2725,2349,5080,65,63,129,0,0,0,0,0,0,47,33,80,0,11,14,4,0,3,117,105,224,0,0,0,0,0,0,5,7,4,0,0,0,3,0,3,7,3,9,19,7,30,147,114,261,22,19,39,3,0,3,0,0,0,21,19,44,250,335,587,372,549,917,11,13,25,3531,3381,6908
POA6025,207,254,463,91,32,127,0,7,5,0,0,0,17,7,23,5359,4834,10190,283,306,586,95,0,101,36,4,44,45,8,53,152,17,175,63,72,132,6350,5544,11895,163,110,271,0,0,0,0,0,0,167,127,297,18,20,37,8,0,12,358,261,614,0,0,0,0,0,0,7,3,5,0,0,3,4,0,9,6,8,17,55,19,70,414,284,703,53,50,100,3,0,5,5,0,6,62,49,110,719,927,1645,828,1215,2045,23,17,43,8403,8034,16439
POA6026,284,229,517,62,18,80,0,0,0,0,0,0,17,12,27,3724,3578,7300,192,210,396,64,0,64,28,4,35,35,0,33,98,19,122,39,35,78,4547,4102,8649,100,80,180,0,0,0,0,0,0,95,78,174,12,12,24,18,3,17,221,173,396,0,0,0,0,0,0,5,0,9,0,3,5,6,0,6,14,8,24,33,11,45,270,191,464,45,30,75,3,0,3,0,0,0,44,30,76,494,562,1056,592,898,1494,17,7,19,5963,5797,11755
POA6027,435,426,861,170,85,261,0,0,0,0,0,0,38,27,64,7268,6449,13720,414,481,892,141,0,146,65,0,63,70,14,86,278,32,310,181,201,380,9061,7722,16787,181,152,331,0,0,0,0,0,0,153,133,287,22,32,56,21,6,22,380,318,699,0,0,0,0,0,0,10,3,15,11,7,17,10,5,16,32,18,43,87,46,136,492,387,880,62,61,129,5,3,8,10,0,10,74,68,142,829,1133,1961,1234,1615,2855,37,37,76,11737,10968,22702
POA6028,367,292,656,79,20,100,7,0,4,0,0,4,9,5,22,4301,3894,8196,251,318,575,86,3,90,17,0,17,22,6,25,138,19,159,52,30,85,5334,4596,9935,63,53,123,0,0,0,0,0,0,109,83,184,27,10,42,13,0,13,216,149,366,0,0,0,0,0,0,3,3,9,0,3,3,5,0,7,11,7,18,31,26,51,256,183,438,23,38,64,0,0,0,5,0,5,30,44,75,550,672,1220,703,896,1599,28,25,45,6904,6411,13309
POA6029,7,4,13,3,4,7,0,0,0,0,0,0,0,3,3,488,436,920,20,26,53,3,0,3,3,0,6,9,5,12,14,8,14,6,11,14,558,494,1053,16,7,17,0,0,0,0,0,0,4,7,11,0,0,0,0,0,0,25,10,32,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,3,4,0,4,29,14,37,3,4,3,0,0,0,0,0,0,3,4,7,103,104,208,69,98,168,0,4,4,760,718,1477
POA6030,377,404,783,172,57,231,7,3,9,0,0,0,24,24,47,6418,6072,12489,497,483,980,156,3,161,50,0,54,24,3,30,303,56,358,88,98,184,8118,7205,15324,201,157,359,0,0,0,0,0,0,104,101,200,19,32,46,11,6,18,340,288,628,0,0,0,0,0,0,0,5,5,8,9,20,11,3,13,21,16,38,86,51,135,443,358,804,69,64,131,6,4,9,8,5,12,84,74,157,608,882,1486,1181,1352,2535,54,33,88,10480,9901,20381
POA6031,86,95,182,97,41,136,4,0,4,0,0,0,14,5,21,3309,3150,6449,231,252,479,66,0,70,26,0,26,12,0,12,152,28,182,50,48,99,4039,3619,7657,61,66,132,0,0,0,0,0,0,67,69,139,8,12,22,0,0,0,139,150,289,0,0,0,0,0,0,0,3,8,4,12,16,3,0,9,11,20,25,57,17,72,205,184,386,31,31,65,3,4,4,4,0,4,35,29,72,243,396,632,507,681,1191,21,24,45,5049,4935,9987
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,53,0,0,4,6,0,5,0,0,0,0,0,0,0,0,0,8,3,13,44,35,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,19,5,5,12,0,0,0,61,54,113
POA6033,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,72,52,122,0,7,10,11,0,11,0,0,0,0,0,0,0,0,0,3,8,11,90,67,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,4,8,0,0,4,0,0,0,0,0,0,0,0,4,23,23,42,12,20,28,0,5,5,133,112,248
POA6034,18,24,46,30,9,35,0,0,0,0,0,0,3,0,0,602,603,1204,31,40,72,10,0,10,8,0,8,0,0,0,41,3,40,9,8,11,743,680,1420,8,13,20,0,0,0,0,0,0,9,6,19,0,3,5,0,0,0,19,25,37,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,4,4,7,10,6,16,32,28,59,5,3,11,4,0,4,0,0,0,12,3,11,32,71,105,126,160,283,4,0,8,943,944,1888
POA6035,24,28,53,60,18,79,0,0,0,0,0,0,3,0,3,1439,1411,2852,120,114,234,38,3,39,11,0,11,9,0,7,113,30,142,33,19,57,1851,1629,3476,27,21,51,0,0,0,0,0,0,42,34,70,3,7,6,0,3,5,71,60,139,0,0,0,0,0,0,6,0,6,0,0,4,0,0,5,6,4,12,34,9,45,117,72,190,14,11,24,5,0,7,0,0,3,16,17,31,100,220,315,387,348,737,12,4,18,2485,2289,4774
POA6036,243,234,472,83,26,111,0,0,0,0,0,0,9,10,20,2677,2698,5377,215,237,454,63,0,66,19,0,19,7,5,12,180,30,204,48,46,100,3548,3293,6837,56,75,135,0,0,0,0,0,0,39,31,71,16,14,29,11,3,13,126,123,253,0,0,0,0,0,0,0,4,4,4,4,8,10,0,7,10,6,16,26,21,43,163,149,314,13,31,40,4,0,5,0,0,0,20,29,46,230,347,573,571,657,1227,28,15,39,4549,4483,9035
POA6037,7,13,12,25,6,31,0,0,0,0,0,0,0,0,0,480,452,933,42,32,67,22,0,22,0,0,0,0,0,5,44,10,55,6,10,17,624,527,1153,4,10,10,0,0,0,0,0,0,5,8,13,0,0,0,0,0,0,13,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,22,38,25,58,4,0,3,0,0,0,3,0,4,4,4,9,34,75,111,149,114,263,4,5,8,860,739,1596
POA6038,103,115,217,50,17,60,0,0,0,0,0,0,0,3,8,1606,1593,3200,123,116,239,28,0,28,9,0,9,5,0,8,107,16,121,31,29,53,2057,1895,3946,37,39,78,0,0,0,0,0,0,39,30,66,5,6,10,3,0,5,87,72,163,0,0,0,0,0,0,0,6,8,4,0,0,3,0,6,6,6,10,31,10,42,128,92,222,18,23,42,0,0,6,0,0,0,18,21,40,122,245,368,367,398,756,7,3,11,2698,2652,5356
POA6041,0,0,4,14,4,17,0,0,0,0,0,0,0,0,0,162,186,348,9,12,22,11,0,11,0,0,0,0,0,0,19,0,19,8,6,11,231,205,432,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,5,5,10,5,19,0,0,3,0,0,0,0,0,0,0,0,3,20,34,48,67,35,103,3,0,3,330,283,610
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,20,8,22
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,44,4,3,8,0,0,0,0,0,0,0,0,0,3,0,3,3,4,5,40,29,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,9,11,19,0,0,0,48,41,95
POA6044,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,158,122,280,27,53,82,10,0,12,0,0,0,7,6,9,8,3,11,18,5,23,223,201,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,0,3,3,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,18,30,44,42,35,76,0,3,3,289,268,558
POA6050,62,61,125,484,339,826,0,0,0,0,0,0,26,34,59,2383,2150,4536,133,238,364,12,0,12,24,4,29,117,35,153,54,15,71,115,131,239,3402,3013,6414,39,50,87,0,0,0,0,0,0,3,8,7,3,5,4,5,3,13,51,67,111,0,0,0,0,0,0,6,9,10,7,14,23,9,11,20,27,27,52,26,14,42,106,103,211,12,7,23,6,3,10,3,0,3,17,14,28,452,471,917,372,599,973,7,13,21,4356,4215,8568
POA6051,224,211,437,248,251,494,0,0,0,0,0,0,37,32,69,2236,1982,4219,113,219,332,17,0,20,21,0,24,110,40,150,85,28,112,64,55,123,3155,2821,5971,56,71,128,0,0,0,0,0,0,18,15,36,6,5,11,7,8,11,84,102,187,0,0,0,0,0,0,10,5,17,5,8,12,9,10,21,26,30,54,37,33,62,144,161,304,13,28,39,5,4,6,0,0,0,24,29,52,300,337,635,387,480,866,25,13,41,4033,3841,7871
POA6052,27,31,58,334,312,639,0,0,0,0,0,0,15,14,23,1822,1671,3494,106,174,278,17,0,17,22,3,26,67,10,79,43,14,58,38,44,80,2485,2272,4754,29,23,52,0,0,0,0,0,0,6,7,9,4,4,6,0,0,0,36,39,71,0,0,0,0,0,0,5,5,11,8,9,14,11,5,22,23,24,43,26,12,36,86,71,148,3,3,8,4,0,5,0,0,0,9,9,12,294,337,632,277,472,750,7,5,16,3151,3164,6316
POA6053,249,216,465,141,121,263,0,0,0,0,0,5,17,16,39,2485,2344,4829,147,202,350,33,0,33,29,0,29,132,28,159,68,28,95,53,29,78,3352,2981,6336,36,38,77,0,0,0,0,0,0,25,31,51,4,13,14,4,0,7,72,82,156,0,0,0,0,0,0,10,3,15,3,3,4,4,0,4,16,4,24,36,12,46,113,101,219,8,17,20,3,0,5,0,0,0,7,15,23,352,407,756,384,624,1008,12,11,21,4233,4139,8368
POA6054,214,238,451,90,69,155,0,0,0,0,0,0,20,30,47,3380,3085,6463,208,248,460,50,4,63,31,3,33,65,13,82,105,20,124,48,50,102,4216,3760,7980,55,57,110,0,0,0,0,0,0,39,41,80,4,11,15,8,11,17,102,125,224,0,0,0,0,0,0,10,4,13,4,4,12,9,7,9,19,18,36,38,15,51,160,155,313,16,30,50,8,0,10,0,0,0,24,31,59,385,413,797,513,706,1216,17,13,27,5315,5074,10390
POA6055,135,143,281,137,79,218,0,0,0,0,0,0,30,29,59,6341,5243,11577,274,410,685,113,4,114,37,3,44,36,9,42,227,41,271,99,76,172,7435,6029,13471,54,97,156,0,0,0,0,0,0,87,96,182,12,19,29,6,4,14,165,213,380,0,0,0,0,0,0,9,3,14,4,7,12,12,3,12,27,20,45,95,48,136,288,279,569,32,48,76,16,3,21,5,3,9,49,53,102,418,639,1056,846,1085,1938,31,16,47,9068,8107,17181
POA6056,139,185,317,221,115,338,0,0,0,0,0,0,27,35,61,6826,5924,12753,409,516,929,157,9,165,60,5,64,73,20,94,250,61,309,170,167,340,8327,7040,15365,83,81,162,0,0,0,0,0,0,79,99,178,12,15,32,12,6,16,184,199,386,0,0,0,0,0,0,10,8,17,3,11,16,12,6,19,26,17,49,82,50,126,289,269,559,22,43,70,4,4,10,5,3,0,31,50,80,442,703,1140,1151,1351,2500,63,51,117,10303,9458,19764
POA6057,12,21,36,147,72,215,0,0,0,0,0,0,11,11,21,3093,2719,5809,190,157,348,87,3,91,13,3,13,14,5,24,113,36,147,32,33,61,3721,3061,6776,8,9,19,0,0,0,0,0,0,29,22,45,4,0,4,0,0,0,40,33,69,0,0,0,0,0,0,4,9,12,8,10,19,10,4,13,18,19,35,37,19,54,92,65,156,5,7,12,0,0,8,0,0,0,12,11,16,186,310,499,464,600,1060,22,14,34,4487,4064,8545
POA6058,5,10,13,91,72,158,0,0,0,0,0,0,15,9,26,2457,2053,4511,132,126,255,56,0,56,27,0,24,9,0,9,83,18,100,31,26,58,2907,2316,5223,0,8,10,0,0,0,0,0,0,11,12,24,0,3,3,0,0,0,14,25,42,0,0,0,0,0,0,7,7,14,4,10,13,4,0,7,21,14,39,37,13,48,71,57,123,3,0,3,0,0,0,0,0,0,6,0,10,112,208,315,336,381,716,24,12,37,3443,2979,6420
POA6059,21,29,54,309,338,651,4,0,4,0,0,0,34,23,56,4256,3660,7919,240,391,637,53,0,52,32,4,36,43,8,54,94,24,124,45,40,86,5140,4526,9671,32,36,70,0,0,0,0,0,0,21,17,41,0,4,3,3,0,3,55,64,111,0,0,0,0,0,0,24,21,41,15,19,38,3,0,3,40,35,80,52,24,76,146,124,271,6,11,17,0,3,3,0,0,0,6,10,22,456,516,974,481,714,1191,25,14,41,6251,5906,12159
POA6060,57,70,127,497,533,1026,0,0,0,0,0,0,33,33,68,4822,4363,9189,216,408,623,48,0,48,36,0,35,81,22,104,116,36,154,51,61,120,5959,5545,11502,78,97,177,0,0,0,0,0,0,25,29,55,4,4,8,6,0,6,108,134,241,0,0,0,0,0,0,23,29,49,14,18,34,0,5,12,44,54,94,48,40,89,203,223,428,25,22,50,11,3,20,6,0,6,45,33,74,461,597,1059,518,904,1420,32,24,56,7206,7330,14535
POA6061,53,84,139,415,503,919,0,0,3,0,0,0,91,66,161,7406,5730,13135,405,612,1025,91,4,100,58,8,66,46,9,53,185,75,257,61,58,122,8809,7156,15964,86,113,202,0,0,0,0,0,0,42,51,93,0,11,11,4,0,0,126,182,307,0,0,0,0,0,0,29,35,72,14,38,52,19,15,30,60,87,151,85,41,127,280,311,590,27,54,82,12,13,21,0,4,3,40,63,106,370,458,824,754,1013,1765,75,43,122,10325,9047,19374
POA6062,63,82,148,328,346,678,3,0,7,0,0,0,43,46,80,6253,4971,11225,329,486,816,82,3,85,42,0,46,73,17,86,152,34,181,62,62,125,7423,6042,13472,45,59,95,0,0,0,0,0,0,66,69,133,3,9,19,3,0,3,118,127,248,0,0,0,0,0,0,37,47,81,13,42,53,13,7,14,63,90,149,70,43,117,246,268,513,12,15,30,7,6,8,7,0,7,29,21,48,438,593,1032,718,1005,1725,32,26,61,8890,7957,16845
POA6063,45,40,86,75,53,123,0,5,4,0,0,0,19,17,39,2752,2181,4929,176,215,391,56,0,57,24,0,24,14,4,16,87,26,107,19,31,47,3259,2566,5822,25,28,51,0,0,0,0,0,0,34,32,71,7,6,7,0,0,3,67,70,137,0,0,0,0,0,0,3,8,9,0,6,4,6,3,7,11,22,28,43,20,65,119,107,230,9,14,27,0,9,5,3,0,5,12,18,34,114,213,326,317,340,662,14,13,30,3841,3261,7106
POA6064,74,83,161,117,133,242,0,0,4,0,0,0,41,18,56,5464,4238,9707,321,414,732,109,0,109,31,4,37,25,4,30,142,41,181,45,40,84,6372,4973,11338,63,74,139,0,0,0,0,0,0,60,65,126,0,17,19,3,4,4,130,154,284,0,0,0,0,0,0,13,12,24,9,9,19,3,4,3,28,24,54,67,29,98,222,209,428,28,33,56,0,0,9,0,0,3,33,39,67,234,372,605,565,762,1328,45,28,72,7468,6376,13843
POA6065,320,337,654,304,125,431,8,0,8,5,0,5,53,28,78,12587,11256,23846,752,857,1610,225,9,233,69,3,72,34,6,40,404,65,469,124,108,236,14888,12804,27689,183,165,345,0,0,0,0,0,0,307,259,566,26,40,67,10,3,8,524,462,988,0,0,0,0,0,0,25,11,36,13,15,28,16,7,16,51,35,86,172,72,243,742,568,1314,87,103,187,11,4,12,9,0,9,104,109,210,961,1522,2486,1720,2225,3946,72,49,116,18487,17265,35750
POA6066,14,10,19,155,126,278,5,0,5,0,0,0,20,13,26,3505,2857,6359,196,257,452,69,0,69,17,0,20,22,0,23,86,21,105,20,37,56,4099,3321,7420,19,20,43,0,0,0,0,0,0,11,13,25,0,0,0,0,0,0,33,36,68,0,0,0,0,0,0,9,14,22,6,10,22,3,5,3,18,27,47,37,26,59,84,93,179,16,10,26,3,0,7,0,0,0,17,14,34,207,283,492,420,566,984,36,18,49,4865,4295,9154
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
POA6069,45,52,99,242,104,349,3,0,4,0,0,0,21,24,45,8253,7659,15913,541,592,1135,136,4,140,54,0,53,25,4,32,354,90,440,93,112,208,9774,8648,18420,67,67,134,0,0,0,0,0,0,119,129,245,9,22,28,0,0,0,195,216,408,0,0,0,0,0,0,6,13,21,9,14,20,19,13,29,35,39,69,98,57,154,325,309,633,23,41,66,11,0,15,4,0,10,41,42,87,514,875,1388,1303,1497,2795,44,38,83,12000,11406,23411
POA6070,22,10,31,10,3,14,0,0,0,0,0,0,0,0,4,587,541,1126,36,27,60,13,0,13,6,0,6,11,0,11,16,5,23,12,13,25,713,603,1310,3,6,9,0,0,0,0,0,0,23,8,32,0,0,0,0,0,0,21,14,35,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,4,8,7,10,36,21,58,4,4,10,0,0,0,0,0,0,4,4,10,114,132,249,94,147,238,9,4,11,963,907,1873
POA6071,8,11,24,12,7,20,0,0,0,0,0,0,0,0,4,563,545,1106,29,23,50,9,0,9,9,0,9,8,0,8,12,3,19,8,12,23,660,598,1255,9,0,6,0,0,0,0,0,0,25,9,31,4,0,8,0,0,0,29,12,45,0,0,0,0,0,0,0,0,4,0,0,0,6,0,6,0,4,3,9,0,10,39,17,60,0,3,6,0,0,0,0,0,0,0,7,7,87,125,213,115,146,260,0,0,3,901,896,1800
POA6072,0,3,3,8,0,8,0,0,0,0,0,0,0,0,0,164,133,298,5,13,25,3,0,3,0,0,4,0,0,0,6,0,6,0,0,0,201,153,351,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,9,11,0,0,0,0,0,0,0,0,0,0,0,0,16,26,38,9,19,36,0,0,3,234,203,438
POA6073,9,4,5,13,4,15,0,0,0,0,0,0,0,0,0,460,438,902,23,24,45,24,0,24,3,0,3,0,0,0,13,4,18,14,18,35,556,497,1058,0,0,0,0,0,0,0,0,0,11,18,23,0,0,3,0,0,0,15,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,21,20,42,4,0,3,0,0,0,0,0,0,4,0,3,66,85,152,96,88,185,6,0,8,747,698,1444
POA6074,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,167,146,313,16,3,16,8,0,8,0,0,0,0,0,0,9,0,9,4,0,4,201,155,357,3,0,3,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,20,33,50,39,31,70,0,0,6,275,227,499
POA6076,26,23,50,116,65,184,5,0,5,0,0,0,13,3,18,3647,3308,6957,172,194,371,99,0,103,37,0,37,27,6,31,95,15,111,104,79,183,4341,3696,8041,6,10,18,0,0,0,0,0,0,34,30,62,0,3,3,0,0,0,43,44,85,0,0,0,0,0,0,12,17,30,4,6,7,9,0,10,30,19,42,36,14,51,103,74,182,6,7,11,0,0,0,6,0,4,10,8,18,491,613,1101,565,751,1316,25,13,38,5527,5165,10693
POA6077,3,4,7,8,0,8,0,0,0,0,0,0,0,0,0,261,223,488,22,7,27,29,0,25,0,0,0,0,0,0,13,0,11,3,12,14,326,251,585,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,5,7,0,0,0,0,0,0,0,0,0,0,0,0,44,72,119,41,38,73,0,0,0,422,362,782
POA6078,5,9,8,3,0,3,0,0,0,0,0,0,0,0,3,162,116,273,8,9,14,15,0,18,3,0,3,0,0,0,6,4,12,15,8,19,210,144,353,0,3,7,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,29,47,75,24,25,51,0,0,0,272,218,491
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,4,7
