POA_CODE_2021,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
POA2019,0,3,0,0,0,0,0,0,0,3,15,42,5,0,0,0,0,0,0,63,84,141,10,6,21,3,5,0,5,275,3,6,0,0,0,0,0,0,0,9,17,15,3,0,4,0,0,0,0,39,5,7,0,0,0,0,0,0,0,21,168,339,58,47,64,38,31,25,9,782,0,0,0,0,0,0,0,0,0,0,42,32,31,17,9,11,3,12,0,162,62,37,50,28,18,20,13,12,0,239,135,30,403,45,54,42,76,80,20,879,3,6,3,0,0,0,0,3,0,25,13,4,11,5,11,4,12,12,3,80,6,9,3,5,0,0,0,6,0,30,13,0,6,0,6,0,8,7,10,53,556,674,576,163,194,127,153,155,51,2647,0,3,0,0,0,0,0,0,0,3,0,43,0,3,0,0,0,0,0,52,79,197,4,5,37,21,0,0,0,346,6,0,0,0,0,0,0,0,0,10
POA2020,0,6,0,0,0,0,0,4,0,12,9,69,0,0,5,0,0,0,0,85,158,472,35,19,82,48,27,17,12,880,0,12,0,0,3,0,0,0,0,21,0,32,0,0,5,0,0,0,0,48,4,10,0,0,3,0,0,0,0,21,299,842,205,105,191,106,114,136,33,2023,0,0,0,0,0,0,0,0,0,9,46,46,78,41,32,22,19,45,9,332,60,52,104,37,40,55,48,55,7,464,98,44,463,56,49,30,76,85,11,912,6,3,5,7,6,0,3,4,0,35,8,13,15,4,7,8,9,8,0,69,5,19,9,0,5,8,3,9,8,71,3,12,22,8,7,8,12,14,40,130,705,1623,946,286,436,285,319,376,125,5093,0,8,0,0,3,0,0,0,0,12,9,41,4,3,5,0,0,0,0,64,141,519,21,52,174,71,9,12,19,1009,5,15,0,0,5,0,0,0,0,26
POA2021,3,10,0,0,0,0,0,0,0,13,17,106,0,0,0,0,0,0,0,124,227,450,13,10,39,26,7,0,9,787,3,15,0,0,0,0,0,0,0,21,31,76,0,3,8,0,0,0,4,116,0,15,0,0,5,5,0,0,0,25,466,1142,54,44,145,107,16,27,43,2035,0,0,0,0,0,0,0,0,0,5,44,54,7,12,4,15,5,4,0,142,51,37,22,18,12,15,4,7,5,159,56,18,93,26,13,17,10,20,8,262,0,6,0,5,0,0,0,5,0,21,15,16,4,5,3,9,3,0,0,52,10,14,3,4,0,5,0,5,0,37,10,14,4,3,3,4,0,4,8,56,937,1961,201,128,235,198,40,66,83,3850,0,9,0,0,0,3,0,0,0,15,11,84,0,0,0,0,0,0,0,98,216,505,10,14,45,14,0,0,8,814,5,15,0,0,3,0,0,0,0,23
POA2022,0,5,0,0,0,0,0,0,0,9,9,78,0,0,0,0,0,0,0,91,164,302,13,7,33,15,4,5,15,548,0,4,0,0,0,0,0,0,0,10,25,29,0,0,4,0,0,0,0,68,9,5,0,0,0,0,0,0,0,21,340,781,57,41,90,89,21,45,31,1491,0,0,0,0,0,0,0,0,0,0,34,36,19,12,6,12,0,0,3,129,35,31,34,13,14,7,7,11,3,159,61,22,219,28,11,13,13,28,10,394,3,0,4,4,0,0,0,0,0,10,9,8,4,0,3,9,4,9,0,44,3,20,3,4,3,4,3,0,0,43,12,20,3,7,0,0,4,9,12,72,695,1343,360,118,167,151,59,120,76,3097,0,5,0,0,0,0,0,0,0,7,14,64,0,0,0,0,0,0,0,76,130,318,16,19,54,28,4,4,3,559,0,11,0,0,0,0,0,0,0,21
POA2023,0,4,0,0,0,0,0,0,0,4,9,92,0,0,0,0,0,0,0,112,150,238,9,0,23,10,3,3,7,446,6,9,0,0,0,0,0,0,0,17,12,47,0,3,6,0,0,0,0,69,0,6,0,0,0,0,0,0,0,6,355,623,30,25,58,56,9,10,41,1213,4,5,0,0,0,0,0,0,0,8,29,32,11,8,7,13,0,3,0,106,34,28,14,7,8,12,0,3,0,105,42,12,63,15,7,13,14,15,3,180,0,0,0,0,0,0,0,0,0,9,6,6,3,0,4,5,0,0,0,24,4,11,0,0,0,0,0,3,0,24,8,13,5,0,3,3,0,0,6,42,663,1118,137,61,110,118,25,37,76,2352,0,4,0,0,0,0,0,0,0,11,3,63,0,0,4,0,0,0,0,78,78,247,8,11,39,20,0,0,8,410,3,6,0,0,0,0,0,0,0,6
POA2024,0,4,0,0,0,0,0,0,0,6,13,66,0,0,0,0,0,0,0,81,141,268,9,6,29,7,6,3,8,467,6,8,0,0,0,0,0,0,0,11,16,33,11,0,0,3,0,0,0,64,0,8,0,0,0,0,0,0,0,14,324,671,52,22,62,64,6,13,23,1240,0,0,0,0,0,0,0,0,0,0,33,41,6,10,4,4,9,0,4,105,26,45,22,23,9,14,3,0,0,143,51,25,128,21,23,11,9,21,4,289,0,0,0,0,0,0,0,0,0,7,9,8,4,0,4,6,0,3,0,40,5,8,0,3,0,4,0,0,0,23,6,16,7,3,3,7,0,3,15,55,634,1185,243,88,137,122,33,50,54,2551,0,8,0,0,0,0,0,0,0,7,7,66,0,0,5,0,0,0,0,77,118,323,3,12,25,11,0,4,3,505,11,10,0,0,0,0,0,0,0,22
POA2025,4,5,0,0,0,0,0,0,0,3,5,69,0,0,0,0,0,0,0,74,97,191,0,3,13,4,0,0,8,321,5,3,0,0,0,0,0,0,0,11,10,28,0,0,3,5,0,0,0,44,0,4,0,0,0,0,0,0,0,11,215,438,14,15,51,43,6,6,21,813,0,0,0,0,0,0,0,0,0,0,11,19,0,3,3,3,0,0,0,46,17,21,3,5,3,7,0,3,0,60,18,8,38,0,5,7,0,6,0,86,0,0,0,0,0,0,0,0,0,4,4,7,0,3,0,0,0,0,0,15,5,8,0,0,0,0,0,0,0,16,6,10,0,3,0,0,0,0,4,25,396,816,63,40,81,75,7,23,39,1535,0,9,0,0,0,0,0,0,0,11,9,55,0,0,0,0,0,0,0,66,92,197,6,13,26,10,0,3,5,339,3,9,0,0,3,0,0,0,0,11
POA2026,5,13,0,0,0,0,0,0,0,17,25,138,0,0,5,3,0,0,0,169,442,780,38,23,58,57,8,12,34,1455,7,11,0,0,0,0,0,0,0,25,28,84,0,0,6,4,0,4,0,143,16,31,4,0,0,0,0,0,0,62,1076,2038,161,108,218,265,72,67,88,4090,0,5,4,0,0,0,0,0,0,9,97,104,47,25,18,22,9,19,5,336,107,121,89,45,24,37,22,28,11,473,148,83,456,55,32,45,42,72,17,944,10,8,0,3,4,6,4,7,0,33,23,33,24,3,10,13,6,11,0,127,28,41,4,9,6,4,0,4,3,94,31,52,17,7,8,5,8,12,35,172,2038,3534,841,281,381,466,174,231,195,8136,3,24,0,0,5,0,0,0,0,34,16,98,0,0,6,0,0,0,3,127,359,878,26,40,104,38,3,3,26,1479,6,27,0,0,4,0,0,0,3,44
POA2027,0,3,0,0,0,0,0,0,0,5,13,56,4,0,0,0,0,0,5,75,122,179,3,0,17,12,3,0,15,351,4,3,0,0,0,0,0,0,0,10,10,18,0,0,6,0,0,0,0,36,0,5,0,0,0,0,0,0,0,9,262,475,23,23,34,38,3,9,21,892,0,0,0,0,0,0,0,0,0,0,25,29,0,6,3,13,0,0,3,83,25,15,13,8,4,9,0,4,0,71,35,14,37,13,9,13,0,7,0,123,5,0,0,0,0,5,0,0,0,8,8,3,0,5,0,7,0,0,0,25,9,9,0,0,0,0,0,0,0,18,9,13,4,0,0,3,0,0,7,38,530,828,86,54,72,96,12,22,52,1744,4,12,0,0,0,0,0,0,0,9,6,29,0,0,0,0,0,0,0,45,75,192,0,12,35,9,0,0,11,331,3,5,0,0,0,0,0,0,0,11
POA2028,0,0,0,0,0,0,0,0,0,0,7,30,0,0,0,0,0,0,0,36,62,119,3,3,13,5,0,0,10,221,0,0,0,0,0,0,0,0,0,4,8,19,0,0,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,6,152,309,16,7,44,28,4,11,15,583,0,0,0,0,0,0,0,0,0,0,13,16,5,0,7,5,0,0,0,40,18,12,0,3,3,3,3,0,4,49,13,6,23,0,4,4,0,4,5,62,4,0,0,6,0,0,0,0,0,6,0,4,5,0,0,3,0,0,0,15,0,5,0,0,0,0,0,0,0,10,3,5,0,0,0,3,0,0,3,16,290,525,56,21,71,50,5,16,36,1067,0,0,0,0,0,0,0,0,0,6,3,24,0,0,0,0,0,0,4,34,50,122,0,3,13,5,0,0,4,200,0,3,0,0,0,0,0,0,0,6
POA2029,0,3,0,0,0,0,0,0,0,5,11,48,0,0,0,0,0,0,0,53,111,163,13,3,12,8,0,3,7,323,0,9,0,0,0,0,0,0,0,15,13,20,0,0,0,0,0,0,0,37,5,10,0,0,0,3,0,0,0,24,321,479,32,23,67,58,19,11,22,1035,0,0,0,0,0,0,0,0,0,5,43,32,12,9,0,10,7,3,7,121,34,22,13,11,12,14,4,3,0,118,40,13,106,15,7,20,8,19,3,234,0,4,0,0,0,4,0,0,0,14,17,6,3,0,0,9,0,0,0,40,6,6,0,0,0,0,0,0,0,20,6,8,3,4,0,3,0,3,6,42,613,824,190,68,108,136,37,47,52,2086,0,6,0,0,0,0,0,0,0,4,6,28,0,0,0,0,0,0,0,32,91,199,4,10,31,16,0,0,7,356,9,11,0,0,0,0,0,0,0,22
POA2030,5,6,0,0,0,0,0,0,0,11,22,108,0,0,0,0,0,0,0,127,177,240,7,9,29,22,0,0,20,505,6,14,0,0,0,0,0,0,3,19,17,32,0,0,0,3,0,0,0,52,5,4,0,0,0,0,0,0,0,6,521,726,27,28,75,98,7,15,43,1536,0,0,0,0,0,0,0,0,0,0,56,39,6,6,11,20,0,5,0,143,45,22,20,7,10,12,0,5,3,124,75,15,76,14,6,22,4,15,6,236,3,5,0,0,0,0,0,0,0,9,15,10,3,0,0,0,3,4,0,40,12,13,0,0,5,4,0,0,0,35,19,19,0,3,3,0,0,0,6,50,967,1243,147,65,146,180,15,46,87,2905,0,6,0,0,0,0,0,0,0,7,3,64,0,0,0,0,0,0,0,72,89,266,5,14,48,8,0,0,14,437,6,12,0,3,0,0,0,0,0,21
POA2031,3,9,0,0,0,0,0,0,0,19,40,311,5,0,9,5,0,0,7,383,363,719,23,20,73,41,10,12,13,1274,12,13,0,0,0,3,0,0,0,28,39,100,0,4,8,6,0,0,6,155,16,28,4,0,0,0,0,0,0,53,831,1736,170,127,215,173,61,65,39,3412,0,0,0,0,0,0,0,0,0,0,60,86,39,15,27,26,13,7,0,286,96,109,81,39,34,23,15,19,9,421,142,62,624,61,50,48,51,86,15,1141,5,3,0,3,0,0,0,0,0,25,23,22,17,12,12,18,10,4,4,127,14,31,13,7,8,0,4,3,0,83,17,21,10,13,9,6,10,12,17,117,1670,3246,988,297,445,353,183,215,119,7525,8,24,0,0,0,0,0,0,0,38,35,293,3,0,12,0,0,0,3,347,339,958,23,52,144,48,3,3,17,1579,12,29,0,0,3,0,0,0,0,47
POA2032,0,10,0,0,0,0,0,0,0,9,8,149,8,0,0,0,4,0,0,177,94,290,28,16,46,23,16,12,9,528,0,3,0,3,0,4,0,0,0,11,6,22,0,0,8,0,0,0,0,38,0,3,0,0,5,0,0,0,0,9,163,510,98,57,101,57,48,62,19,1110,0,0,0,0,0,0,0,0,0,0,36,24,21,7,15,18,10,12,6,137,34,31,27,12,16,21,16,16,4,182,61,23,204,26,17,21,30,40,8,433,3,0,7,4,0,3,0,4,0,32,4,4,8,6,0,10,9,3,0,46,7,6,0,0,0,3,0,5,0,29,9,9,6,10,9,0,4,4,9,62,431,1087,418,142,217,156,141,160,48,2798,3,4,0,0,0,0,0,0,0,9,8,121,3,0,0,0,0,0,0,137,72,295,7,33,64,19,8,9,7,512,3,15,0,0,0,0,0,0,0,17
POA2033,0,5,0,0,0,0,0,0,0,5,15,126,3,0,4,0,0,0,0,145,93,234,19,17,33,20,3,10,7,429,6,3,0,0,0,0,0,0,0,10,7,21,0,0,5,0,0,0,0,44,0,9,0,3,0,0,0,0,0,13,193,519,61,37,84,41,27,42,9,1013,0,0,0,0,0,0,0,0,0,0,19,17,16,9,16,9,7,3,5,104,33,29,33,15,6,12,10,11,0,146,30,32,171,22,15,13,13,27,3,334,3,4,7,4,0,0,4,0,0,27,9,7,5,3,3,0,0,4,0,33,5,9,3,4,0,0,0,0,0,19,5,10,10,4,4,3,3,0,7,50,422,1013,320,111,164,108,79,103,45,2368,0,9,0,0,0,0,0,0,0,10,5,97,0,0,4,0,0,0,0,110,70,220,11,16,59,15,0,5,5,400,4,6,0,0,3,0,0,0,0,13
POA2034,0,7,0,0,0,0,0,0,3,13,29,153,0,0,0,0,0,0,4,188,236,439,17,13,38,12,6,12,12,794,8,11,0,5,0,4,0,0,0,29,30,50,3,3,4,6,0,0,0,96,10,16,0,4,0,0,0,0,0,32,516,1013,73,72,123,113,25,40,37,2015,0,0,0,0,0,0,0,0,0,0,59,51,29,8,10,14,0,3,5,183,73,53,46,38,27,12,6,15,0,267,132,37,412,31,33,36,18,38,9,752,0,3,3,5,3,8,0,7,0,25,17,18,11,3,0,15,3,3,0,70,8,19,5,9,6,4,0,0,0,53,7,12,9,0,3,4,0,0,25,63,1131,1885,610,185,265,222,67,107,97,4577,6,10,0,0,0,0,0,0,0,13,18,159,4,6,7,0,0,0,0,184,232,537,11,26,72,20,0,4,8,913,3,20,0,5,0,0,0,0,0,36
POA2035,5,12,0,0,0,0,0,0,0,23,30,203,0,0,3,0,0,0,0,242,315,549,47,17,57,25,18,12,13,1049,4,14,0,0,4,0,3,0,0,27,35,52,0,7,9,0,0,0,0,117,8,16,0,0,4,3,0,0,0,32,593,1231,168,137,172,137,96,107,34,2678,0,0,0,0,0,0,0,0,0,0,92,84,70,30,20,22,13,25,7,370,110,65,79,48,40,21,24,26,9,424,180,69,697,86,51,50,94,134,34,1391,4,4,3,5,3,7,6,9,0,45,31,15,16,14,5,10,7,13,0,119,14,25,18,3,3,4,3,4,4,80,15,26,17,12,8,13,3,18,29,133,1453,2374,1117,368,390,286,276,342,130,6734,0,12,0,0,0,0,0,0,0,20,25,190,5,3,3,0,0,0,0,228,247,693,29,41,137,37,0,9,17,1202,11,23,0,4,5,0,0,0,0,39
POA2036,4,7,0,0,0,0,0,0,0,11,23,160,3,0,3,0,0,0,4,190,217,343,27,30,45,19,23,16,14,733,8,18,0,0,0,0,0,0,0,26,19,37,7,0,5,0,5,0,0,80,9,7,4,0,4,0,0,0,0,26,431,754,114,73,142,114,74,70,26,1798,0,0,0,0,0,0,0,0,0,8,92,61,61,36,25,25,36,28,8,368,103,71,81,46,42,19,36,34,0,435,220,66,908,102,82,60,159,171,31,1795,7,9,7,7,3,6,7,15,0,67,24,17,19,14,9,15,17,19,5,135,18,21,16,8,3,7,5,4,6,78,11,10,13,8,5,5,10,18,33,117,1184,1576,1269,333,378,268,361,375,115,5860,0,15,0,0,3,0,0,0,0,17,16,123,4,0,10,3,0,0,0,162,146,455,10,43,91,30,5,11,8,797,7,23,0,0,8,6,0,0,0,45
POA2037,0,11,0,0,0,0,0,0,0,8,29,195,0,0,0,0,0,0,3,238,173,467,18,16,46,19,0,9,6,756,4,14,0,0,0,0,0,0,0,16,32,70,0,0,3,0,0,0,0,115,16,18,0,0,0,0,0,0,0,36,346,945,77,70,123,70,33,32,34,1727,0,3,0,0,0,0,0,0,0,5,35,50,21,10,13,8,5,5,0,149,48,66,31,22,10,4,7,10,4,217,57,39,125,30,21,22,17,31,6,344,0,3,3,0,0,4,0,0,0,15,14,18,6,4,5,6,0,0,0,53,3,15,0,0,0,4,0,0,0,28,3,11,3,0,0,0,0,8,11,35,762,1915,286,168,227,140,68,101,73,3742,0,9,0,0,0,0,0,0,0,13,38,202,0,0,8,0,0,0,3,258,184,549,21,26,75,23,4,5,11,896,3,8,0,0,0,0,0,0,0,15
POA2038,0,0,0,0,3,0,0,0,0,8,16,89,0,0,0,0,0,0,0,107,116,215,4,4,24,5,0,7,9,388,9,3,0,0,0,0,0,0,0,11,10,29,3,0,7,0,0,0,0,42,6,10,0,0,0,0,0,0,0,21,262,560,44,26,59,43,8,3,12,1024,0,0,0,0,0,0,0,0,0,3,26,42,15,9,8,5,0,0,0,107,35,42,14,13,13,6,3,10,0,139,51,24,103,20,17,17,13,13,3,263,0,0,0,0,0,3,0,0,0,16,7,17,6,0,6,9,0,0,0,39,0,6,0,0,0,0,0,0,0,16,4,3,3,0,4,0,0,0,0,13,545,1043,197,84,131,92,36,38,33,2189,7,7,0,0,0,0,0,0,0,14,11,97,6,0,3,0,0,0,0,116,124,279,10,16,30,8,0,0,3,478,3,6,0,0,0,0,0,0,0,17
POA2039,0,0,0,0,0,0,0,0,0,6,10,46,0,0,0,0,0,0,0,58,131,203,17,3,25,10,0,0,3,387,0,6,0,0,0,0,0,0,0,7,23,43,0,0,0,0,0,0,0,62,10,5,0,0,0,0,0,0,0,21,261,440,33,27,51,34,18,17,8,892,0,0,0,0,0,0,0,0,0,0,45,30,11,4,11,11,0,3,0,109,41,30,23,3,8,13,4,3,0,134,53,18,100,9,12,14,6,14,5,235,6,4,0,0,0,0,0,0,0,16,4,9,4,4,0,0,0,3,0,21,11,10,0,0,4,0,3,0,0,27,3,7,3,0,3,5,0,0,4,25,602,849,189,52,108,88,35,50,27,2003,0,6,0,0,0,0,0,0,0,6,19,51,0,0,3,0,0,0,0,73,126,243,0,9,34,11,0,0,6,430,7,4,0,0,0,0,0,0,0,11
POA2040,0,14,0,0,0,0,0,0,0,18,20,127,6,0,3,0,0,0,0,156,237,436,20,10,49,20,8,0,7,791,4,10,0,0,0,0,0,0,0,14,46,108,4,7,6,5,0,0,0,179,17,27,4,4,0,3,0,0,0,51,583,1097,85,65,129,86,22,18,27,2115,0,0,0,0,0,0,0,0,0,0,63,90,37,20,7,18,8,11,0,256,94,105,59,41,22,28,10,13,0,371,148,69,298,60,41,31,39,39,12,733,7,11,4,8,0,0,4,0,0,39,15,29,3,7,8,5,5,6,0,84,7,7,5,0,0,0,3,0,0,29,13,10,12,0,6,11,5,0,11,54,1251,2133,529,224,276,213,100,96,60,4885,4,15,0,0,0,0,0,0,0,22,30,155,0,0,3,0,0,0,0,186,273,647,6,27,90,17,0,6,8,1066,4,18,0,0,3,0,0,0,0,24
POA2041,0,8,0,0,0,0,0,0,0,9,21,105,0,0,0,0,0,0,0,137,238,376,6,8,39,19,0,3,12,705,3,11,0,0,3,0,0,0,3,26,32,64,0,0,5,3,0,0,0,115,4,14,0,0,5,0,0,0,0,27,518,875,42,30,105,66,10,8,21,1676,0,0,0,0,0,0,0,0,0,0,52,53,14,8,6,14,6,0,4,160,53,47,25,12,10,17,4,3,0,155,88,27,150,23,19,27,16,16,0,368,3,0,0,3,0,9,3,0,0,21,12,11,0,3,4,4,3,0,0,35,6,16,4,4,0,3,0,0,0,37,9,14,3,3,3,0,0,0,15,36,1031,1629,256,98,205,162,38,41,58,3507,9,8,0,0,0,0,0,0,0,17,16,121,0,0,0,0,0,0,0,146,248,467,5,15,63,17,0,0,9,827,5,16,0,0,6,0,0,0,0,23
POA2042,3,3,0,6,0,0,0,0,0,11,19,211,0,0,8,0,0,0,0,240,192,532,28,19,40,22,8,8,5,861,4,8,0,0,0,0,0,0,0,14,27,83,3,9,15,0,0,0,0,140,8,24,0,0,0,0,0,0,0,40,441,1334,122,106,198,87,41,50,30,2411,0,3,0,0,0,0,0,0,0,4,39,84,35,9,13,20,0,8,0,211,65,71,38,39,28,33,14,21,6,313,91,67,231,31,36,34,26,28,5,553,3,5,4,3,0,5,3,0,0,21,5,9,6,7,5,4,0,6,0,54,4,16,4,0,6,0,0,5,3,45,5,15,0,5,5,5,6,3,13,57,919,2475,481,234,360,204,98,133,74,4976,4,6,0,0,0,0,0,0,0,10,39,161,7,0,0,0,0,0,0,212,211,579,10,38,79,11,0,4,16,958,3,14,0,0,0,0,0,0,0,19
POA2043,0,6,0,0,0,0,0,0,0,5,19,98,0,0,0,0,0,0,0,124,162,339,21,15,37,12,3,0,9,599,0,5,0,0,0,0,0,0,0,10,20,52,5,3,8,0,0,0,0,84,13,19,0,4,0,0,0,0,0,33,311,853,65,43,120,56,8,15,10,1490,0,0,0,0,0,0,0,0,0,0,30,52,14,17,12,3,3,3,0,133,65,60,26,15,15,13,3,3,0,201,50,52,113,19,13,15,7,13,5,282,5,3,0,7,0,0,0,0,0,15,10,11,3,4,3,3,8,0,0,35,8,10,0,0,3,0,0,6,0,31,7,4,0,0,0,0,0,0,10,31,680,1561,250,121,223,112,40,43,37,3083,3,12,0,0,0,0,0,0,0,17,17,86,0,0,7,0,0,0,0,105,153,401,7,14,56,22,0,0,13,660,3,6,0,0,0,0,0,0,0,16
