POA_CODE_2021,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
POA5421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,4,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,16
POA5422,0,0,0,5,0,3,0,9,0,22,0,0,6,0,0,5,0,6,0,17,4,4,10,0,0,6,3,11,0,34,7,0,8,4,0,3,6,3,0,30,18,0,5,6,3,0,8,14,0,59,11,3,12,3,3,3,15,10,0,62,25,0,4,3,0,0,5,3,0,43,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,70,4,46,18,10,20,43,50,3,266,0,0,0,0,0,10,0,0,0,9,0,0,0,3,3,4,0,0,0,13,8,7,0,3,3,0,0,4,0,27,3,5,5,12,11,6,0,7,0,48,4,9,4,16,3,9,0,6,3,50,11,15,0,16,7,10,0,10,0,75,4,0,5,4,3,0,0,10,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,32,8,56,28,35,0,36,5,242
POA5431,0,0,5,0,0,3,0,3,0,16,0,0,0,0,0,0,0,8,0,13,6,9,8,0,5,0,0,4,0,26,17,0,3,0,0,0,5,4,0,28,12,0,5,0,0,3,4,3,0,38,34,4,7,0,4,0,0,15,0,64,22,0,6,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,97,13,30,0,7,8,14,40,7,213,0,0,0,4,0,4,0,3,0,15,0,0,0,0,0,0,0,0,0,3,6,12,0,3,0,0,0,0,0,28,0,11,0,6,5,0,0,3,0,28,10,13,0,8,6,0,0,0,0,41,13,11,0,11,8,0,0,3,0,59,3,3,0,8,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,41,49,7,41,25,14,4,18,4,195
POA5432,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,8,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,4,8,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,6,0,0,0,3,4,3,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,7,6,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,0,0,0,7,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,3,3,8,0,6,0,28
POA5433,0,0,3,3,0,0,0,9,0,9,0,0,6,0,0,0,4,0,0,9,3,6,16,0,0,0,11,0,0,44,0,5,16,3,0,0,6,3,0,37,10,5,13,4,0,0,14,6,0,47,15,4,8,14,0,0,18,9,4,73,7,3,3,0,4,0,9,0,3,41,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,41,24,63,25,9,12,60,29,5,271,0,0,0,5,0,3,0,9,0,20,0,0,0,8,3,0,4,4,0,24,5,14,3,9,4,0,0,4,0,44,0,11,0,3,10,4,0,4,0,38,9,9,0,15,8,0,0,11,0,61,12,7,5,16,14,7,0,7,5,63,6,0,0,0,0,3,0,4,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,32,45,13,66,44,19,9,42,4,271
POA5434,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,5,0,3,0,0,0,6,4,13,9,5,3,0,0,0,3,0,0,26,4,3,8,3,0,0,3,7,0,28,10,0,0,0,0,0,0,4,0,26,10,0,0,0,0,0,3,4,0,15,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,37,12,20,6,3,0,9,18,8,118,0,5,0,0,0,0,0,0,0,7,0,0,0,7,4,0,0,0,0,4,4,0,0,4,0,0,0,5,0,16,5,0,0,4,0,5,0,0,0,15,5,4,0,4,3,0,0,3,0,22,4,3,0,4,3,3,0,3,0,19,8,0,0,3,3,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,12,0,24,10,4,0,16,3,101
POA5440,0,0,0,0,0,0,0,4,0,5,5,0,0,0,0,0,0,5,0,4,5,0,8,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,3,0,0,13,5,0,0,0,0,0,6,0,0,17,4,0,6,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,10,0,0,0,10,11,3,60,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,4,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,11,0,0,0,0,7,0,36
POA5451,0,0,0,0,0,0,0,8,0,11,0,0,7,4,0,0,0,3,0,7,7,3,3,0,0,0,4,3,0,27,7,4,9,0,0,0,0,5,0,18,10,10,7,0,0,0,8,10,0,45,15,3,5,0,0,0,9,13,3,49,10,4,5,0,0,0,0,5,0,24,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,55,21,35,6,3,3,21,40,5,186,0,0,0,10,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,10,0,4,0,9,3,4,0,0,0,20,6,4,4,6,4,7,0,5,0,32,5,15,0,10,7,8,0,3,0,43,11,11,10,10,6,0,0,5,0,52,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,28,34,12,29,28,16,0,18,0,177
POA5452,0,0,0,3,0,0,0,3,0,11,0,0,0,0,0,0,0,3,0,7,4,3,4,0,0,0,0,5,0,21,4,3,5,0,3,0,3,7,0,25,13,5,6,0,0,0,5,5,0,28,7,0,5,0,0,0,0,10,0,30,6,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,38,13,26,5,3,0,10,32,0,126,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,5,8,5,0,4,0,0,0,0,0,19,4,7,0,8,4,0,0,0,0,30,4,4,0,10,4,3,0,0,0,27,8,3,0,6,0,0,0,3,0,31,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,4,28,12,9,3,15,0,120
POA5453,0,0,20,5,3,10,3,22,0,62,6,6,30,5,0,10,5,22,4,83,27,26,85,12,9,7,28,34,5,218,57,39,50,0,6,10,19,28,5,222,78,38,57,4,8,7,22,35,3,246,79,34,39,18,5,20,23,34,4,256,42,15,15,5,3,9,5,20,0,107,8,0,4,0,0,0,0,7,0,26,6,0,0,0,0,0,0,0,0,7,300,156,294,50,31,66,111,196,33,1228,0,0,0,30,0,22,0,21,3,81,8,12,7,20,13,10,4,9,0,78,23,46,11,38,22,26,3,20,3,203,44,81,13,36,44,15,0,18,0,251,34,71,15,48,55,14,0,29,5,285,22,43,11,48,51,22,0,24,0,216,22,17,5,10,23,4,0,8,3,95,4,0,0,0,4,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,164,287,61,225,210,127,14,124,17,1222
POA5454,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,7,17,0,4,0,0,0,8,4,0,23,3,0,0,0,0,0,0,4,0,11,12,0,0,0,0,0,0,5,0,19,3,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,6,7,0,0,0,15,16,0,91,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,6,4,0,0,3,0,14,5,7,0,3,4,0,0,3,0,21,3,4,0,3,0,0,0,0,0,16,4,0,4,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,9,13,9,3,0,10,0,87
POA5455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,14
POA5460,0,0,6,0,0,0,0,8,0,11,0,0,8,0,0,0,0,6,0,14,8,0,10,0,0,0,3,11,0,33,8,5,3,3,0,0,6,5,0,26,16,0,9,0,0,0,7,8,0,38,14,3,4,0,5,0,12,0,0,33,3,0,0,0,0,0,0,3,0,8,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,52,4,41,0,8,0,31,37,6,178,0,0,0,0,0,3,0,4,0,13,0,0,0,7,0,0,0,3,0,17,0,0,6,3,3,0,4,6,0,24,3,3,4,9,7,0,0,0,0,28,7,6,0,3,9,0,0,0,0,32,0,0,0,4,9,0,0,0,3,20,6,0,0,0,5,0,0,3,0,14,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,14,10,33,29,20,3,16,4,160
POA5461,0,0,11,0,0,0,0,12,0,22,0,0,14,0,0,3,8,19,3,51,18,5,24,5,4,4,15,22,6,102,20,8,13,0,0,0,23,15,7,92,35,7,18,0,7,5,33,15,8,120,45,5,17,3,3,4,22,20,0,113,22,4,9,0,5,0,9,10,0,58,6,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,147,36,99,13,18,21,110,115,20,574,0,0,0,8,6,9,5,21,4,42,0,3,0,6,3,8,3,3,3,33,5,24,7,18,14,6,0,7,0,86,8,18,7,20,16,8,0,19,3,91,16,18,6,21,30,5,6,16,4,129,12,21,0,10,18,4,4,14,0,88,9,5,3,3,10,0,5,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,90,22,95,94,47,19,79,16,513
POA5462,0,0,0,0,0,0,0,6,0,10,0,0,4,0,0,0,5,7,0,12,3,0,4,0,0,0,3,4,0,15,4,4,7,0,0,0,6,9,0,33,5,0,4,0,0,0,4,5,0,23,9,0,5,0,5,4,7,3,0,30,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,35,10,27,3,7,6,29,25,6,139,0,0,3,0,0,5,0,0,0,7,0,0,0,7,0,4,0,0,3,15,0,6,0,3,10,0,0,5,0,20,4,5,0,7,0,6,0,3,0,23,4,0,0,8,6,0,0,3,0,25,6,9,0,6,9,0,0,0,0,30,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,20,7,29,30,10,0,12,8,121
POA5464,0,0,8,0,0,0,0,6,0,7,0,0,3,0,0,0,0,0,0,5,9,3,3,0,0,0,3,5,0,27,23,0,0,0,0,0,4,4,0,31,8,0,3,0,0,0,12,10,0,36,14,0,3,5,0,0,4,3,0,29,15,0,0,0,0,0,5,0,0,25,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,77,7,18,6,0,3,22,20,0,154,0,0,3,3,0,0,0,0,0,7,3,0,0,0,3,0,0,0,0,3,3,6,0,0,0,0,0,4,0,19,0,13,0,0,0,4,0,0,0,23,7,3,3,4,6,0,0,3,0,26,10,0,0,11,7,0,0,0,0,29,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,4,22,18,6,0,14,0,117
POA5470,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,4,0,9,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,0,3,0,10,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,3,0,0,9,0,27
POA5471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,4,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,3,0,0,0,0,11
POA5472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,8,4,0,6,0,0,0,0,0,0,10,3,0,3,0,0,0,3,0,0,9,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,5,0,0,0,4,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,4,0,16,0,0,0,5,0,0,0,4,0,6,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,5,7,0,4,6,0,37
POA5473,0,0,0,0,0,7,0,3,0,12,0,0,0,4,0,0,0,0,0,6,6,0,3,0,0,0,4,6,0,24,5,0,3,0,0,0,4,0,0,19,3,0,5,0,0,0,3,6,0,25,9,0,6,0,0,3,9,0,0,31,9,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,34,4,23,3,4,11,30,13,0,136,0,0,0,0,0,7,0,0,0,3,0,0,0,5,0,3,0,0,0,9,4,5,3,7,5,4,0,0,0,22,0,6,0,12,0,0,0,3,0,25,7,8,0,5,0,0,0,4,0,31,4,3,0,4,3,0,6,6,0,31,6,0,0,4,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18,24,7,42,14,14,0,13,5,131
POA5480,0,0,3,0,0,0,0,0,0,7,3,0,4,0,0,0,0,3,0,14,9,5,5,3,0,0,4,3,0,34,10,0,14,0,0,0,6,7,0,36,6,4,10,0,0,0,10,5,0,32,16,0,9,3,0,0,9,0,0,39,12,0,5,0,0,0,4,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,56,17,48,8,8,7,32,23,3,188,0,0,0,6,0,4,0,0,0,9,0,0,0,3,5,0,0,0,0,11,0,13,0,0,4,0,0,0,0,19,0,13,0,10,12,0,0,0,0,36,8,11,0,7,12,3,0,5,0,41,7,6,8,7,3,7,0,0,0,34,8,3,0,0,0,0,0,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,44,4,28,33,12,0,9,0,166
POA5481,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,6,0,0,9,6,0,3,0,0,0,4,0,0,18,8,0,9,0,0,0,4,0,0,22,14,3,4,0,0,6,4,4,0,38,9,0,0,0,0,0,0,5,3,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,13,26,0,0,3,20,11,0,114,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,5,3,0,4,0,0,0,4,0,19,7,7,0,0,11,0,0,0,0,30,11,6,0,0,4,0,0,6,0,32,3,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,31,26,7,9,16,3,0,6,0,106
POA5482,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,4,0,9,9,0,4,4,0,0,0,4,0,16,8,3,4,0,0,0,0,0,0,19,11,0,6,0,0,0,5,0,0,18,23,5,4,0,0,0,8,0,0,40,8,0,0,0,0,0,4,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,67,16,13,4,0,0,15,14,0,121,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,17,0,11,0,0,0,0,0,0,0,21,7,0,0,6,4,0,0,0,0,20,8,7,0,6,3,0,0,4,0,26,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,33,3,17,15,0,0,3,0,100
POA5483,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,4,0,15,7,0,0,0,0,0,6,3,0,16,10,0,6,0,0,0,4,0,0,19,3,0,5,0,0,0,0,9,0,18,4,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,35,4,10,3,4,0,10,16,3,88,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,10,4,4,0,0,0,0,0,0,0,13,8,9,0,6,3,0,0,0,0,21,3,6,0,0,0,0,0,0,0,18,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18,17,0,12,7,9,0,9,0,77
POA5485,0,0,4,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,11,6,4,3,3,0,0,7,0,0,23,0,0,3,0,0,3,4,4,0,14,7,0,3,0,0,0,4,0,0,20,14,9,11,0,0,0,8,3,0,43,5,0,3,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,8,30,4,6,5,17,23,0,141,0,0,0,5,4,0,0,0,0,7,0,0,0,5,0,3,0,0,0,3,0,7,0,3,4,0,0,0,0,18,0,8,0,4,8,0,0,0,0,27,4,0,0,8,8,0,0,0,0,25,9,6,7,3,5,0,0,9,3,41,3,3,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,6,32,32,8,0,14,4,139
POA5490,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,6,11,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,8,0,0,0,3,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,3,5,0,0,6,0,37
POA5491,0,0,4,0,0,0,3,6,0,22,3,0,21,0,0,3,0,13,0,56,24,5,24,0,0,4,8,12,0,76,32,10,20,0,0,0,11,6,3,78,22,9,17,0,3,3,9,10,0,77,37,8,14,0,0,4,21,9,4,105,16,3,4,0,0,0,10,0,0,36,15,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,156,35,113,5,10,16,60,58,9,465,0,0,0,9,4,10,0,8,0,24,0,0,0,4,3,8,0,0,0,22,6,26,3,15,9,4,5,8,3,79,10,21,6,13,11,3,5,4,0,74,8,24,0,16,16,8,0,11,0,85,14,13,13,19,23,12,0,10,0,99,16,9,0,5,6,9,0,8,3,41,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,50,101,23,81,80,43,3,39,9,427
POA5493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,4,0,0,0,0,8
