POA_CODE_2021,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
POA3529,24,9,8,6,10,0,4,0,0,60
POA3530,27,6,5,4,5,0,7,9,3,59
POA3531,26,13,6,9,3,0,14,11,0,80
POA3533,93,41,28,20,26,22,27,47,4,302
POA3537,130,55,41,43,34,29,37,50,9,412
POA3540,48,4,4,8,0,3,4,21,0,100
POA3542,26,0,4,3,5,7,4,6,0,60
POA3544,52,17,13,8,4,6,6,9,0,114
POA3546,62,27,13,16,10,4,13,24,7,171
POA3549,352,94,137,84,128,68,166,555,85,1670
POA3550,2062,5073,2354,2665,2167,1722,969,2139,307,19460
POA3551,2348,3950,2593,2139,2286,1538,1065,1647,270,17829
POA3555,810,1614,1278,1307,1092,907,603,1350,145,9108
POA3556,498,871,955,966,642,570,499,967,123,6108
POA3557,86,45,88,51,47,24,36,48,6,426
POA3558,96,38,49,37,32,21,40,44,4,365
POA3559,107,35,14,18,21,11,12,35,6,262
POA3561,415,235,268,216,155,150,167,284,36,1933
POA3562,23,13,12,9,11,8,12,18,5,126
POA3563,100,27,48,47,28,37,31,57,9,369
POA3564,1070,1271,1274,1094,798,812,505,982,119,7929
POA3565,21,13,6,3,4,6,5,8,0,63
POA3566,69,29,34,27,25,13,19,49,6,270
POA3567,106,23,36,22,23,18,23,63,7,327
POA3568,271,172,176,118,120,95,102,171,29,1242
POA3570,81,30,58,28,32,25,33,53,7,353
POA3571,76,19,9,8,8,3,7,13,3,158
POA3572,35,11,3,8,6,7,5,4,0,71
POA3573,75,8,8,8,7,5,11,35,5,167
POA3575,137,29,31,35,19,11,18,85,6,375
POA3576,27,0,0,0,0,0,0,0,0,34
POA3579,447,301,318,243,201,170,166,297,50,2195
POA3580,53,49,59,57,41,38,49,63,9,419
POA3581,17,4,12,6,4,9,10,11,0,66
POA3583,20,7,9,11,6,4,6,10,4,75
POA3584,108,70,72,73,51,48,32,68,8,539
POA3585,770,924,740,690,603,521,268,796,102,5406
POA3586,87,51,70,45,54,37,23,60,3,431
POA3588,22,16,19,24,14,16,18,42,0,176
POA3589,53,24,15,12,17,8,10,53,4,188
POA3590,23,19,28,16,18,5,15,31,6,163
POA3591,23,12,3,14,11,4,5,12,3,90
POA3594,23,25,35,24,25,19,25,76,4,254
POA3595,30,20,27,24,13,15,28,49,3,217
POA3596,11,5,3,0,4,0,6,10,0,48
POA3597,89,16,20,13,20,5,9,94,6,268
POA3599,22,0,14,0,6,3,3,21,0,64
POA3607,19,4,13,11,6,11,4,18,0,79
POA3608,233,151,183,144,122,68,78,194,31,1207
POA3610,127,88,90,76,64,44,44,70,26,633
POA3612,91,81,72,70,72,49,63,121,19,639
POA3614,90,90,91,47,49,29,32,59,6,491
POA3616,431,396,354,285,284,205,180,387,48,2561
POA3617,28,7,10,8,9,4,5,4,3,79
POA3618,59,21,45,30,26,16,31,53,10,290
POA3620,505,538,575,428,368,303,274,581,84,3653
POA3621,192,116,170,125,97,106,94,203,22,1128
POA3622,85,35,30,19,22,18,24,31,10,267
POA3623,94,42,51,37,43,15,29,81,4,403
POA3624,64,12,39,20,11,15,26,39,4,225
POA3629,468,536,535,498,385,355,348,673,90,3893
POA3630,1459,2513,1677,1657,1424,1263,861,2135,271,13262
POA3631,1240,1387,1053,788,934,653,380,750,113,7304
POA3633,58,61,54,35,35,30,17,34,3,336
POA3634,200,159,141,89,100,70,76,102,19,953
POA3635,56,30,48,17,29,22,29,47,7,278
POA3636,353,330,314,276,235,155,164,337,56,2216
POA3637,105,31,31,26,18,20,24,42,6,300
POA3638,189,132,134,118,104,81,71,147,29,1001
POA3639,74,30,24,20,15,13,14,33,9,223
POA3640,138,44,62,50,29,31,48,103,14,515
POA3641,102,50,81,60,50,51,51,123,8,563
POA3644,637,423,526,431,394,323,309,807,71,3917
POA3646,83,57,29,15,29,15,21,23,8,288
POA3647,0,7,0,4,0,5,0,3,0,24
POA3649,62,21,15,26,17,24,14,42,3,222
POA3658,333,406,532,325,327,221,315,391,76,2915
POA3659,58,71,69,45,47,17,35,36,7,381
POA3660,445,416,495,480,355,300,222,562,61,3328
POA3662,131,88,24,282,53,18,75,21,11,687
POA3663,29,14,7,12,6,4,11,11,0,93
POA3664,113,84,98,63,62,26,28,82,12,563
POA3665,46,34,23,17,24,7,6,26,4,190
POA3666,472,338,321,207,201,163,128,304,47,2172
POA3669,165,86,79,61,48,29,29,72,14,586
POA3670,68,36,60,23,26,21,20,38,0,297
POA3672,505,731,668,625,479,371,336,625,101,4437
POA3673,230,139,133,83,69,57,74,116,23,918
POA3675,197,183,161,104,111,67,59,104,14,1004
POA3677,877,1617,1193,1278,902,846,601,1106,145,8563
POA3678,743,633,470,365,346,244,193,377,53,3419
POA3682,92,30,48,33,37,27,30,50,0,349
POA3683,106,128,145,97,85,75,79,86,17,816
POA3685,250,227,179,149,145,81,99,213,26,1374
POA3687,62,60,93,43,37,43,36,78,12,473
POA3688,120,92,110,95,87,61,69,76,11,719
POA3690,1682,2750,2446,2318,1923,1579,1316,1977,286,16278
POA3691,1113,1285,1184,912,754,444,434,502,123,6750
POA3695,74,44,32,23,27,21,19,29,7,279
POA3697,47,41,47,32,21,21,9,29,5,263
POA3698,95,97,71,53,48,32,21,42,3,468
POA3699,101,81,95,104,33,43,27,95,10,584
POA3700,96,79,102,67,66,37,52,90,21,605
POA3701,187,49,43,56,42,21,33,70,10,512
POA3704,7,5,0,0,0,0,0,4,0,16
POA3705,47,13,14,13,11,9,9,20,6,128
POA3707,225,103,93,89,77,49,57,118,20,833
POA3708,7,4,5,3,8,0,0,6,0,36
POA3709,59,7,12,11,12,0,8,18,0,138
POA3711,50,44,53,27,21,19,18,36,0,268
POA3712,37,16,36,13,13,10,8,21,6,164
POA3713,74,40,67,56,31,34,24,57,13,390
POA3714,273,242,259,199,196,106,114,195,29,1624
POA3715,39,20,31,20,17,9,7,20,7,176
POA3717,284,222,268,159,141,97,106,179,23,1477
POA3718,24,5,0,3,0,3,3,12,0,49
POA3719,62,22,22,25,22,5,25,18,0,207
POA3720,65,46,50,40,31,32,21,47,6,335
POA3722,450,444,496,339,273,271,154,267,49,2739
POA3723,333,262,197,203,140,116,87,185,30,1554
POA3725,84,35,37,33,27,16,26,40,4,304
POA3726,68,20,17,14,12,9,12,21,0,176
POA3727,34,15,17,15,8,8,7,10,3,120
POA3728,56,32,31,38,17,29,46,49,6,301
POA3730,565,598,670,526,427,357,199,530,66,3946
POA3732,84,40,39,29,21,13,16,45,4,301
POA3733,28,22,14,16,5,11,3,18,0,117
POA3735,92,50,38,34,28,20,34,54,6,364
POA3737,312,308,311,261,203,191,174,289,40,2093
POA3738,22,11,13,16,12,6,17,14,0,108
POA3739,33,13,10,4,16,6,0,29,0,122
POA3740,118,108,103,72,64,58,34,73,11,634
POA3741,323,324,259,213,118,133,62,171,32,1632
POA3744,39,66,33,28,16,14,0,24,6,223
POA3746,18,25,34,20,15,10,9,23,6,157
POA3747,412,632,285,307,191,156,85,241,41,2349
POA3749,185,294,118,96,96,67,49,91,9,1001
POA3750,961,2205,1573,1600,1367,851,1277,1128,282,11246
POA3751,14,6,12,3,4,5,3,4,4,58
POA3752,1525,2534,1794,1467,2009,1371,856,1111,274,12943
POA3753,282,346,393,273,338,186,252,219,58,2350
POA3754,2872,5129,3760,3384,3626,2334,1609,2032,460,25205
POA3755,24,20,22,13,14,5,0,7,0,100
POA3756,780,1018,1494,982,1051,667,781,801,172,7744
POA3757,558,633,1008,563,617,368,298,423,79,4548
POA3758,151,144,265,122,155,78,98,100,17,1117
POA3759,107,130,119,67,59,43,14,26,6,578
POA3760,29,48,44,16,39,14,6,15,0,209
POA3761,84,132,97,63,75,32,33,54,19,587
POA3762,18,10,8,3,3,3,4,3,5,62
POA3763,107,127,212,129,81,43,63,71,21,848
POA3764,557,752,868,588,630,372,423,561,116,4875
POA3765,448,683,693,363,478,289,168,281,57,3473
POA3766,101,198,99,65,83,49,25,41,12,664
POA3767,113,201,91,61,65,40,19,36,12,640
POA3770,303,249,392,142,215,132,102,189,39,1765
POA3775,379,347,398,205,264,178,108,185,34,2097
POA3777,703,881,981,658,578,352,313,600,75,5142
POA3778,27,12,15,11,7,10,3,23,0,117
POA3779,33,29,31,28,19,15,7,27,0,196
POA3781,274,362,506,287,293,164,150,249,35,2321
POA3782,599,848,798,444,537,277,227,345,75,4146
POA3783,166,232,258,158,131,81,79,122,28,1255
POA3785,4,8,6,0,4,0,0,3,0,32
POA3786,169,250,109,77,92,50,20,40,14,808
POA3787,106,149,63,61,62,25,10,34,6,527
POA3788,175,234,124,104,95,51,22,69,18,892
POA3789,28,44,10,13,11,12,7,3,5,137
POA3791,125,237,101,77,76,57,17,41,15,744
POA3792,89,169,86,56,57,25,13,40,6,543
POA3793,263,323,369,213,197,119,87,170,32,1763
POA3795,140,109,142,64,90,41,38,56,9,691
POA3796,653,953,1060,621,694,443,289,507,74,5289
POA3797,217,189,339,205,202,124,129,202,46,1655
POA3799,272,355,476,357,263,163,200,334,56,2482
POA3802,1163,2216,1680,1170,1602,1020,933,1101,251,11135
POA3803,423,636,767,510,589,375,539,627,100,4572
POA3804,708,777,702,324,669,420,240,320,123,4277
POA3805,2897,4564,4753,3175,4110,2654,2556,3117,642,28461
POA3806,3617,6079,3515,2717,3670,2485,1397,1925,463,25882
POA3807,578,834,679,423,644,427,212,349,62,4210
POA3808,316,313,310,132,228,152,56,135,30,1680
POA3809,1180,2311,1561,1323,1498,955,696,810,185,10526
POA3810,2609,3938,4312,3373,3234,2436,2593,3142,534,26180
POA3812,212,154,264,131,164,88,98,131,36,1291
POA3813,73,74,116,43,56,46,38,50,6,495
POA3814,201,182,258,107,157,96,90,138,34,1273
POA3815,239,230,373,195,241,125,131,187,55,1779
POA3816,210,167,266,162,159,107,137,212,35,1462
POA3818,960,1209,1345,983,891,673,581,1001,143,7785
POA3820,1091,2020,1337,1211,1120,724,524,1187,134,9342
POA3821,351,314,260,157,167,119,94,162,31,1657
POA3822,95,74,88,59,46,38,42,54,11,508
POA3823,153,154,157,146,94,92,65,113,19,991
POA3824,370,411,382,301,295,189,193,303,34,2488
POA3825,790,1007,1514,1211,1023,731,626,1090,194,8196
POA3831,163,131,142,87,104,57,64,115,13,882
POA3832,31,12,21,11,15,4,8,24,0,124
POA3833,31,15,19,14,12,8,14,15,6,128
POA3835,61,29,31,29,22,16,14,29,0,231
POA3840,525,735,995,834,825,629,508,863,147,6068
POA3842,178,262,264,271,218,201,146,244,28,1816
POA3844,1484,2912,2310,1768,2100,1345,959,1464,276,14599
POA3847,159,117,163,125,95,86,77,125,21,960
POA3850,818,1447,941,1018,691,619,310,697,119,6654
POA3851,464,351,368,267,207,174,138,226,55,2267
POA3852,71,97,0,17,0,0,0,4,3,192
POA3854,119,100,149,85,85,61,79,75,17,768
POA3856,55,70,107,52,62,51,51,64,0,511
POA3857,35,32,30,13,15,14,13,19,6,182
POA3858,242,120,188,143,128,104,130,204,30,1290
POA3859,137,53,69,26,31,15,36,73,13,458
POA3860,377,516,610,434,319,225,286,416,49,3225
POA3862,244,231,296,254,145,121,108,189,32,1619
POA3864,35,6,16,12,7,5,12,19,3,103
POA3865,33,28,44,22,18,18,25,66,7,252
POA3869,100,145,160,115,119,59,81,76,14,871
POA3870,90,99,85,63,59,43,47,60,20,560
POA3871,222,260,188,154,135,94,84,151,31,1306
POA3873,26,16,21,17,12,7,19,21,0,144
POA3874,66,35,35,31,16,25,15,37,6,250
POA3875,1047,1376,1216,1148,937,824,552,1198,177,8481
POA3878,68,102,74,70,62,54,29,54,4,508
POA3880,171,244,194,208,160,143,69,133,29,1355
POA3882,74,85,91,80,75,54,40,81,21,605
POA3885,178,126,139,133,72,45,77,110,22,891
POA3886,32,15,25,16,11,9,25,27,4,161
POA3887,12,13,15,18,6,9,18,14,0,105
POA3888,263,200,124,194,128,102,93,182,25,1314
POA3889,16,3,4,3,3,6,3,0,0,45
POA3890,29,15,6,19,8,0,12,14,6,105
POA3891,17,7,0,0,0,3,0,4,0,38
POA3892,83,82,69,56,42,27,9,86,3,462
POA3893,7,4,0,0,4,0,0,0,0,18
POA3895,44,7,7,8,7,0,9,15,7,98
POA3896,53,33,21,15,11,0,13,15,11,166
POA3898,90,36,42,44,29,14,24,40,7,338
POA3900,32,5,3,10,0,3,3,12,4,73
POA3902,28,13,32,18,13,16,5,22,3,160
POA3903,47,47,52,43,44,21,18,33,18,308
POA3904,138,134,112,110,98,52,28,73,9,756
POA3909,395,423,415,454,296,283,149,448,80,2939
POA3910,1410,2141,2351,1480,1812,1248,692,1163,207,12506
POA3911,236,285,419,213,259,135,114,204,27,1884
POA3912,928,1286,1614,990,1087,738,470,835,133,8095
POA3913,252,309,358,214,225,159,102,204,19,1847
POA3915,504,479,894,601,452,411,298,594,88,4321
POA3916,132,133,74,14,44,28,7,22,7,458
POA3918,237,311,427,273,218,181,130,220,39,2031
POA3919,147,182,369,230,176,163,114,202,36,1618
POA3920,58,65,444,334,12,8,0,6,11,939
POA3921,22,8,0,4,0,3,4,4,4,57
POA3922,538,703,662,529,391,402,128,466,86,3902
POA3923,71,54,52,30,41,42,5,25,5,329
POA3925,306,424,337,258,218,159,67,193,37,1991
POA3926,333,404,241,154,158,118,43,105,31,1585
POA3927,121,249,120,105,88,67,18,54,10,825
POA3928,63,65,29,17,12,14,3,12,5,225
POA3929,124,131,40,31,40,33,7,27,12,446
POA3930,1951,2524,951,833,1110,841,162,427,143,8937
POA3931,1674,2435,1707,1424,1375,1076,382,921,176,11179
POA3933,132,109,113,36,67,41,16,50,7,572
POA3934,1725,2238,1260,1121,1124,948,243,607,156,9421
POA3936,917,1055,1034,679,716,604,214,493,123,5832
POA3937,201,257,82,85,61,57,14,42,23,824
POA3938,208,315,251,162,180,139,51,104,22,1442
POA3939,781,1104,1224,855,713,733,255,703,138,6505
POA3940,172,218,313,239,156,164,96,223,45,1626
POA3941,827,1082,1155,697,588,526,176,551,123,5732
POA3942,220,265,159,91,109,118,20,75,31,1092
POA3943,207,203,83,53,77,61,11,30,23,742
POA3944,100,92,14,15,26,30,4,3,14,303
POA3945,134,78,84,50,57,34,29,47,16,530
POA3946,50,28,24,13,15,5,8,12,3,158
POA3950,302,297,367,297,223,223,181,300,48,2236
POA3951,132,73,77,58,57,40,26,42,10,517
POA3953,647,595,577,405,387,342,242,430,62,3672
POA3954,47,40,39,13,20,21,11,13,0,207
POA3956,322,228,191,138,113,81,57,151,38,1320
POA3957,47,14,22,22,17,5,9,23,0,153
POA3958,54,22,9,9,12,11,9,15,9,146
POA3959,146,116,79,51,54,36,15,60,14,556
POA3960,231,179,116,124,87,88,54,139,19,1045
POA3962,73,56,42,50,34,23,26,60,13,373
POA3964,12,8,14,9,10,11,3,26,0,91
POA3965,7,9,8,3,14,3,3,16,0,71
POA3966,70,23,27,23,17,18,22,41,5,239
POA3967,23,3,3,3,0,0,0,11,0,51
POA3971,321,191,226,206,152,128,126,240,42,1630
POA3975,906,1863,1139,1001,1207,680,865,946,246,8858
POA3976,717,1236,1897,1334,1304,853,1631,1816,316,11108
POA3977,5642,8409,8881,7107,7145,4917,5978,6563,1183,55823
POA3978,2299,4344,3184,2960,2794,1740,2216,2094,432,22062
POA3979,54,26,25,14,25,9,9,16,0,187
POA3980,190,177,387,202,261,154,189,208,39,1806
POA3981,393,233,530,287,341,226,301,377,47,2738
POA3984,401,384,614,369,385,273,353,390,87,3252
POA3987,133,87,160,77,96,49,77,92,19,809
POA3988,151,76,73,40,57,31,34,87,7,558
POA3990,16,7,8,4,11,9,6,10,0,65
POA3991,28,13,27,17,21,20,17,27,7,178
POA3992,109,94,88,86,54,65,37,90,15,641
POA3995,568,705,752,644,438,567,235,552,93,4555
POA3996,453,698,367,296,287,223,74,206,43,2652
POA4000,1551,4055,1059,1491,1383,906,335,1166,245,12192
POA4005,2149,4780,694,861,1274,647,167,351,176,11097
POA4006,2473,5833,1436,1847,2223,1253,483,1030,296,16871
POA4007,1728,2958,664,746,1275,696,313,375,170,8927
POA4008,11,10,24,5,29,6,12,28,0,137
POA4009,0,0,0,0,0,0,0,3,0,5
POA4010,314,748,225,227,322,184,53,119,38,2230
POA4011,1528,3094,702,830,1228,727,268,517,147,9028
POA4012,2024,4182,1437,1431,2090,1045,513,855,228,13820
POA4013,345,824,323,322,392,219,128,201,53,2810
POA4014,1034,1973,867,686,1055,489,393,557,119,7183
POA4017,2377,4474,2487,2261,2709,1508,1077,1603,323,18817
POA4018,630,1527,741,973,1057,505,510,635,131,6718
POA4019,1025,1672,1366,1246,1247,734,612,912,168,8982
POA4020,1579,2360,1409,1392,1597,916,631,972,204,11051
POA4021,339,505,644,581,546,342,386,545,63,3957
POA4022,270,453,424,495,423,294,251,342,58,3010
POA4025,36,10,35,30,10,5,0,32,3,158
POA4030,1583,4211,1007,1210,1504,850,310,667,147,11479
POA4031,1284,2850,853,854,1131,667,278,521,105,8548
POA4032,1009,2430,1093,1211,1303,855,485,769,167,9329
POA4034,2644,5893,2735,2587,3423,1924,1316,1960,443,22932
POA4035,2246,4151,1650,1583,2176,1309,494,783,242,14630
POA4036,367,645,564,423,556,275,262,359,68,3528
POA4037,687,1109,583,500,713,370,171,254,53,4429
POA4051,2691,6427,1447,1962,2043,1209,515,836,227,17356
POA4053,3571,7962,2973,2961,3671,2031,887,1517,357,25936
POA4054,865,2064,927,811,1007,537,298,483,97,7090
POA4055,1681,3475,1349,1426,1751,879,415,600,166,11735
POA4059,1042,3065,593,985,938,639,202,511,114,8093
POA4060,1330,2987,518,673,865,571,139,336,83,7484
POA4061,1514,3399,742,836,1062,606,165,408,90,8821
POA4064,1295,3323,518,731,839,540,122,283,99,7745
POA4065,1142,2396,339,412,614,365,84,167,72,5593
POA4066,1467,4710,734,1144,1382,830,233,562,155,11215
POA4067,570,2329,286,868,579,563,169,434,70,5874
POA4068,1851,5816,888,1356,1556,1025,315,721,193,13722
POA4069,3456,7235,1180,1354,1978,1190,288,684,201,17574
POA4070,964,2005,673,618,831,475,170,324,88,6140
POA4073,769,1698,397,437,652,355,130,221,50,4713
POA4074,1909,3809,1381,1251,1693,952,463,733,181,12361
POA4075,1986,5061,1183,1254,1714,886,410,704,162,13365
POA4076,194,433,383,259,267,153,210,284,47,2217
POA4077,929,2019,1746,2208,1496,1068,1733,2233,371,13796
POA4078,1319,2731,1413,1643,1858,1080,1173,1279,260,12767
POA4101,2804,8156,1391,2185,2300,1338,510,1089,291,20068
POA4102,709,2365,544,785,710,474,169,475,113,6346
POA4103,1000,3598,796,987,1033,648,318,649,122,9146
POA4104,550,1522,300,343,522,264,104,203,52,3851
POA4105,1018,2802,773,742,946,540,289,514,104,7725
POA4106,75,209,135,100,105,53,78,91,15,859
POA4107,426,1135,470,370,494,215,186,302,63,3668
POA4108,261,757,393,346,368,252,255,360,55,3046
POA4109,1669,3959,2108,2054,1972,1474,1164,2002,443,16838
POA4110,752,1714,977,936,1019,567,757,852,194,7767
POA4111,40,127,54,74,80,60,23,68,5,536
POA4112,475,1213,408,403,513,337,259,308,92,4004
POA4113,1444,3830,1717,1518,1780,1207,1144,1468,356,14457
POA4114,420,758,1219,1243,882,688,1543,1933,275,8965
POA4115,1079,2172,1251,1085,1564,915,817,846,207,9938
POA4116,1458,3382,1434,1452,1912,1214,1021,1116,261,13254
POA4117,105,196,158,179,157,95,172,134,30,1212
POA4118,1321,1831,2261,1907,2137,1327,1990,1831,314,14917
POA4119,380,777,442,370,465,286,265,281,61,3326
POA4120,820,2401,623,714,813,417,233,389,75,6478
POA4121,2200,5284,1301,1292,1754,948,361,724,238,14098
POA4122,2784,7214,2508,2577,3178,2043,1072,1848,396,23619
POA4123,1450,3289,1440,1055,1632,934,558,883,210,11448
POA4124,1270,1601,1986,1274,1692,923,1283,1113,267,11422
POA4125,553,694,982,706,860,490,885,695,150,6015
POA4127,1326,2376,1816,1409,1752,1045,1014,1382,256,12379
POA4128,1075,1831,1418,951,1396,817,552,756,174,8978
POA4129,342,495,583,376,494,338,265,386,66,3347
POA4130,685,1029,783,466,766,409,240,349,79,4810
POA4131,323,579,682,666,534,414,566,645,113,4520
POA4132,578,754,1355,1423,1132,900,1762,1860,280,10049
POA4133,864,1151,1381,1164,1311,766,1201,1292,216,9346
POA4151,1622,4054,932,1102,1437,788,292,605,143,10985
POA4152,4199,8657,2400,2269,3656,2149,780,1379,379,25865
POA4153,385,662,270,202,370,204,112,171,30,2406
POA4154,1214,1794,606,518,937,542,203,344,67,6230
POA4155,166,169,73,44,117,71,25,64,17,754
POA4156,309,563,194,149,235,183,62,108,34,1839
POA4157,1117,1739,1690,1130,1548,873,765,999,182,10045
POA4158,238,379,298,228,279,140,127,183,22,1895
POA4159,971,1392,1094,798,1120,629,477,605,101,7196
POA4160,1560,2233,1188,1124,1476,905,455,722,120,9772
POA4161,874,1303,1463,1023,1227,754,674,890,147,8362
POA4163,1057,1368,988,813,1099,658,339,540,112,6969
POA4164,1406,1954,1560,1220,1572,959,556,838,168,10233
POA4165,2572,3284,3254,2238,2978,1727,1189,1797,332,19372
POA4169,1539,3523,862,1035,1213,677,311,632,172,9976
POA4170,2918,5699,1600,1468,2309,1203,526,945,242,16898
POA4171,2156,3435,706,772,1265,699,198,349,161,9744
POA4172,462,828,330,266,459,235,130,209,36,2947
POA4173,545,1050,674,461,713,357,278,457,64,4598
POA4174,190,330,206,155,240,116,154,171,28,1588
POA4178,1855,3078,1768,1408,1927,1079,920,1149,213,13400
POA4179,1715,2482,1262,1022,1507,814,475,677,202,10156
POA4183,143,156,108,101,89,79,46,136,7,863
POA4184,202,324,326,319,228,213,164,272,52,2098
POA4205,176,253,326,316,268,215,243,310,52,2153
POA4207,2825,3790,4908,3739,3991,2675,3121,4026,678,29763
POA4208,1629,2009,2007,1343,1803,1170,956,1241,245,12399
POA4209,4118,5732,5571,4845,4481,3743,2839,3846,765,35940
POA4210,1461,2141,1937,1429,1652,1197,720,1058,246,11849
POA4211,3580,5519,4990,4003,4070,3198,1870,3176,644,31057
POA4212,2845,3178,2051,1676,2241,1772,745,1190,330,16036
POA4213,2049,3309,2381,1809,1952,1544,669,1311,332,15350
POA4214,2021,4108,2646,2365,2317,1996,993,1809,375,18638
POA4215,2553,5147,3372,3997,2906,2758,1346,2953,516,25544
POA4216,2499,3183,2381,2054,2480,1965,883,1495,352,17284
POA4217,3301,4454,2468,2701,2445,2420,875,2258,481,21423
POA4218,2877,4432,2308,2366,2267,1825,614,1342,386,18406
POA4220,2397,4049,2276,2179,1938,1631,554,1198,315,16538
POA4221,1906,3472,2191,1913,1759,1443,555,1168,281,14691
POA4223,1012,1722,1123,888,858,678,293,614,147,7335
POA4224,471,880,551,524,389,300,150,291,72,3637
POA4225,543,929,547,613,439,359,165,347,83,4022
POA4226,2297,4244,2245,2413,2486,2145,702,1429,361,18334
POA4227,1580,2879,1588,1641,1586,1345,484,1003,215,12323
POA4228,413,585,416,267,352,261,108,234,58,2691
POA4270,304,323,428,223,320,170,186,204,50,2200
POA4272,517,932,535,465,351,245,110,290,65,3504
POA4275,306,312,338,267,241,121,107,223,30,1946
POA4280,1150,1123,1907,1158,1531,851,1133,1097,257,10212
POA4285,1180,1100,1666,1127,1222,784,952,1255,222,9504
POA4287,65,20,33,33,27,8,36,54,8,295
POA4300,3594,6692,4373,4251,4801,2752,3123,3281,716,33583
POA4301,1017,1704,2063,2405,2008,1362,2154,2364,383,15465
POA4303,80,143,168,198,160,118,199,250,45,1360
POA4304,655,990,1076,1029,988,672,773,1044,155,7385
POA4305,2448,4257,4172,4081,3724,2583,2482,3391,525,27670
POA4306,2805,4269,3545,2968,3216,1888,1635,1830,380,22536
POA4307,145,74,157,88,107,60,72,86,16,805
POA4309,276,171,247,182,170,94,144,223,23,1531
POA4310,398,378,380,293,267,181,180,406,73,2562
POA4311,501,409,663,499,465,331,443,629,79,4013
POA4312,131,105,126,143,105,76,62,150,25,923
POA4313,149,97,116,118,93,76,76,130,31,877
POA4314,190,84,105,145,80,77,94,157,28,951
POA4340,299,298,414,351,312,189,244,335,61,2498
POA4341,750,765,975,882,732,590,745,986,110,6531
POA4342,163,101,195,121,133,95,135,211,13,1171
POA4343,756,543,582,472,492,414,463,1534,129,5393
POA4344,187,179,205,133,146,86,119,175,27,1254
POA4346,56,81,93,62,57,32,36,56,13,490
POA4347,91,72,74,57,58,53,51,178,13,645
POA4350,5182,11569,7244,7641,6592,4693,3015,5877,845,52655
POA4352,2216,3072,2524,1825,2126,1263,959,1361,231,15583
POA4353,33,12,36,19,22,6,24,19,3,171
POA4354,73,58,112,54,68,35,64,76,9,557
POA4355,145,108,150,128,95,50,79,158,23,925
POA4356,441,255,400,212,285,149,225,350,56,2379
POA4357,209,76,122,81,78,76,118,231,30,1028
POA4358,232,208,243,172,174,131,111,180,22,1474
POA4359,124,108,111,56,85,56,48,65,8,679
POA4360,43,31,41,27,27,17,24,33,0,236
POA4361,265,140,167,135,108,66,77,146,30,1131
POA4362,227,142,149,122,99,76,97,129,41,1082
POA4363,35,34,46,34,31,15,15,39,11,273
POA4364,31,4,10,5,11,7,15,12,0,83
POA4365,32,22,20,28,18,10,20,47,3,190
POA4370,1070,1040,1053,999,881,788,765,1357,152,8105
POA4371,52,52,37,32,42,19,35,38,0,315
POA4372,15,7,4,10,7,5,7,14,3,73
POA4373,66,42,39,41,36,46,39,71,14,389
POA4374,44,28,11,23,11,20,19,31,3,191
POA4375,18,14,10,9,9,5,6,11,3,85
POA4376,31,10,15,17,7,9,11,28,0,133
POA4377,47,21,30,25,26,21,18,43,4,241
POA4378,52,31,25,23,15,10,14,73,5,254
POA4380,477,451,376,412,353,262,227,565,55,3177
POA4381,53,36,27,39,28,16,20,41,8,266
POA4382,69,46,12,19,20,8,17,44,10,242
POA4383,22,12,27,40,6,0,14,49,4,175
POA4384,3,0,4,6,3,0,0,9,0,24
POA4385,112,44,46,40,39,28,47,82,17,449
POA4387,101,51,54,50,42,25,66,138,9,544
POA4388,35,11,15,6,9,3,16,28,4,132
POA4390,583,465,458,340,387,283,333,409,62,3319
POA4400,91,105,198,125,142,80,103,140,20,1001
POA4401,325,212,396,311,232,169,272,568,53,2536
POA4402,25,9,8,4,10,7,6,10,0,76
POA4403,145,23,37,30,36,20,37,56,9,388
POA4404,108,19,28,12,32,9,21,44,5,278
POA4405,921,864,1100,677,800,673,561,882,85,6567
POA4406,381,60,85,58,72,31,56,132,16,881
POA4407,77,18,28,15,25,5,33,43,3,246
POA4408,74,25,32,21,19,11,23,32,5,245
POA4410,99,36,59,48,39,16,47,56,11,416
POA4411,49,7,12,10,12,5,5,15,3,129
POA4412,41,4,11,8,10,3,10,18,0,107
POA4413,590,479,713,309,435,270,419,594,80,3886
POA4415,128,98,147,105,92,72,124,144,22,926
POA4416,103,17,23,17,19,5,13,54,4,247
POA4417,105,34,30,31,19,7,22,57,9,316
POA4418,33,0,3,3,5,9,0,12,0,56
POA4419,178,33,53,30,40,17,53,121,17,537
POA4420,200,57,66,39,48,42,54,106,10,623
POA4421,97,74,67,82,56,37,74,102,6,591
POA4422,99,10,10,12,19,5,26,40,4,219
POA4423,63,13,0,8,9,0,5,14,0,106
POA4424,56,13,9,8,8,6,8,14,0,117
POA4425,35,5,0,11,5,9,8,13,0,92
POA4426,37,4,4,6,11,4,4,12,0,75
POA4427,30,6,16,10,9,4,14,25,5,112
POA4428,100,31,40,19,28,18,41,43,5,320
POA4454,120,32,40,29,28,12,46,65,10,387
POA4455,749,660,688,416,607,371,348,522,95,4451
POA4461,13,0,0,0,3,3,0,0,0,19
