POA_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA5356,345,317,664,0,7,10,0,0,0,0,0,0,0,0,0,29,26,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,58,0,0,0,0,0,0,30,32,69,30,37,70,406,388,794
POA5357,171,157,333,6,0,3,0,0,0,0,0,0,4,3,4,11,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,29,0,0,0,0,0,0,22,13,39,37,30,66,228,208,438
POA5360,510,505,1008,11,6,22,0,0,0,0,0,6,0,0,3,22,17,46,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,23,51,0,0,3,0,0,0,44,37,75,63,66,131,615,602,1220
POA5371,634,546,1178,8,11,16,0,0,0,0,5,6,0,0,0,19,36,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,44,65,0,0,3,0,0,5,34,49,87,28,29,52,696,628,1318
POA5372,1135,1148,2282,19,27,51,5,3,6,0,8,6,6,5,8,99,112,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,122,227,0,0,0,0,0,3,130,153,285,51,36,87,1322,1334,2652
POA5373,1447,1455,2903,51,49,100,5,5,9,11,9,19,0,0,0,91,98,191,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,112,117,220,4,0,0,7,0,7,160,161,326,85,97,184,1692,1714,3412
POA5374,629,604,1235,22,21,47,0,0,0,0,0,0,4,0,4,33,45,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,49,91,0,0,0,0,4,3,67,70,138,51,54,110,747,737,1481
POA5381,151,131,279,3,0,3,0,0,0,0,0,0,3,0,5,6,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,22,0,0,0,0,0,0,17,15,33,11,15,29,174,156,334
POA5400,421,427,848,4,0,4,0,4,4,0,4,4,0,3,10,54,69,122,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,50,80,132,0,0,0,0,0,0,58,79,139,38,24,58,511,535,1048
POA5401,348,340,685,7,6,17,0,0,0,0,0,0,3,3,6,27,32,60,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,29,38,74,0,5,7,0,4,7,40,59,101,20,26,46,410,417,825
POA5410,128,140,269,3,3,4,0,0,0,0,0,0,3,0,4,8,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,27,0,0,0,3,0,7,17,18,36,3,5,12,156,157,311
POA5411,140,136,275,5,0,5,0,0,0,0,0,0,0,0,0,5,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,15,0,0,0,0,0,0,14,10,21,18,18,37,172,165,334
POA5412,484,497,977,21,28,47,0,0,3,0,0,3,0,0,0,31,45,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,49,80,0,0,5,4,0,4,56,77,132,37,33,75,578,603,1185
POA5413,352,364,716,3,5,5,0,0,0,0,0,0,0,0,0,21,14,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,43,0,0,0,0,0,0,28,20,49,26,27,52,410,412,820
POA5414,64,46,115,0,0,0,0,0,0,0,0,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,4,8,7,6,14,75,57,132
POA5415,114,102,209,3,3,8,0,0,0,0,0,0,0,0,5,6,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,17,0,0,0,0,0,0,8,9,21,5,3,12,125,118,243
POA5416,90,93,175,0,0,0,0,0,0,0,0,0,0,0,0,10,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,16,0,0,0,0,0,0,15,7,13,10,8,14,108,107,209
POA5417,598,593,1189,20,26,45,0,0,8,0,0,0,0,4,9,56,46,96,0,0,0,0,0,3,0,5,10,0,0,0,0,0,0,69,52,121,0,0,0,0,3,7,89,79,170,67,63,132,752,737,1489
POA5418,45,64,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,4,7,7,53,76,128
POA5419,98,84,179,8,7,17,0,0,0,0,0,0,0,0,0,5,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,17,0,0,0,0,0,0,21,19,39,13,13,26,125,116,241
POA5420,43,33,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,41,38,78
POA5421,57,38,96,3,0,3,0,0,0,0,0,0,0,0,0,6,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,11,0,0,0,0,0,0,5,9,13,13,12,20,74,61,135
POA5422,655,635,1293,15,24,38,0,0,4,0,6,4,0,0,4,33,33,66,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,41,42,82,0,0,0,0,0,4,59,63,122,125,111,239,837,815,1652
POA5431,354,367,726,13,12,27,0,7,9,0,0,5,0,0,0,5,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,23,0,0,0,0,0,0,22,28,51,36,41,75,415,433,850
POA5432,60,52,115,0,0,0,6,0,4,3,0,4,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,14,0,0,0,0,0,0,9,8,14,4,5,15,71,69,144
POA5433,510,538,1048,11,20,27,7,0,7,0,0,0,6,3,4,23,30,53,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,29,35,72,0,3,0,0,0,0,41,59,98,74,73,141,628,672,1292
POA5434,148,137,291,12,8,19,3,0,5,3,0,3,0,0,3,6,13,20,0,0,0,0,0,3,3,5,6,0,0,0,0,0,0,17,20,45,0,3,3,0,0,0,32,33,68,27,18,45,201,199,399
POA5440,77,65,146,0,0,0,0,0,0,3,0,3,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,7,0,0,0,0,0,0,10,5,14,6,5,18,94,75,169
POA5451,300,289,583,17,15,33,0,3,4,3,4,6,0,0,4,15,15,35,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,28,26,44,0,0,0,0,0,0,39,42,80,18,13,34,353,341,695
POA5452,197,187,383,6,5,15,0,0,0,0,0,0,0,0,0,10,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,28,0,4,3,0,0,0,26,28,54,3,5,7,230,223,451
POA5453,1983,2114,4096,80,121,199,6,10,14,13,13,27,10,10,16,129,145,273,7,10,18,0,3,3,7,12,24,0,0,0,0,0,0,180,200,374,9,12,14,4,0,8,267,325,593,172,183,355,2428,2619,5046
POA5454,175,153,329,5,3,8,0,0,0,0,0,0,0,0,0,10,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,25,0,0,0,0,0,0,17,14,33,12,14,23,197,186,383
POA5455,25,13,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,4,4,4,0,0,0,26,16,42
POA5460,330,329,660,10,14,29,0,0,0,0,0,0,0,0,0,11,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,20,0,0,3,0,0,6,27,24,53,12,11,26,370,365,738
POA5461,1036,1084,2120,76,79,153,4,3,9,0,0,5,0,0,0,75,69,141,0,0,0,0,0,4,8,5,7,0,0,0,0,0,0,88,80,167,0,0,0,7,0,8,166,158,323,59,64,124,1259,1310,2570
POA5462,219,196,413,11,10,29,0,0,0,0,0,0,0,0,0,23,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,16,43,0,0,0,0,0,0,39,31,69,23,14,34,278,237,516
POA5464,261,221,484,4,0,4,0,0,0,0,0,0,6,0,7,8,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,29,0,0,5,0,0,0,22,15,40,19,19,46,305,261,564
POA5470,72,61,132,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,0,0,0,0,0,0,5,7,8,3,0,5,80,68,147
POA5471,35,27,67,0,0,3,0,0,0,0,0,0,0,0,0,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,0,0,0,0,5,4,6,11,5,0,5,42,35,77
POA5472,83,65,155,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,6,5,6,9,13,21,101,87,186
POA5473,290,305,594,10,17,29,0,0,0,0,6,4,4,0,5,13,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,40,0,0,0,0,0,0,27,40,68,40,38,79,361,381,739
POA5480,363,345,706,7,23,29,0,0,0,0,3,4,0,0,0,20,37,57,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,31,42,69,0,0,0,0,0,0,38,66,99,37,26,66,441,432,872
POA5481,229,207,438,0,0,3,0,0,0,0,0,0,0,0,0,8,4,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,8,23,0,0,0,0,0,0,12,15,27,23,15,30,265,235,498
POA5482,214,200,413,10,11,21,0,0,0,0,0,0,0,0,0,15,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,25,5,0,3,0,0,0,23,25,50,8,14,21,242,242,482
POA5483,138,141,275,12,7,14,0,0,0,0,0,0,0,0,0,11,7,16,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,9,21,0,0,0,0,0,0,23,13,33,10,12,23,166,168,333
POA5485,241,272,514,10,8,21,0,3,5,0,0,3,0,0,4,14,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,35,0,0,0,0,0,0,29,36,59,42,38,85,315,344,659
POA5490,73,76,147,0,0,0,0,0,0,3,0,3,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,8,0,8,9,6,17,87,82,167
POA5491,765,790,1555,35,26,58,3,3,9,3,0,4,4,3,8,34,40,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,53,95,0,0,0,5,4,7,83,80,162,31,26,61,890,897,1781
POA5493,31,33,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,34,33,64
POA5495,251,227,473,4,5,8,0,0,0,0,0,0,0,0,0,14,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,27,0,0,0,0,0,0,15,19,38,45,31,71,309,272,579
POA5501,3506,3243,6748,47,39,87,5,5,10,6,3,8,8,8,14,338,336,671,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,361,357,722,5,6,11,10,10,16,426,412,842,281,194,470,4212,3851,8057
POA5502,724,689,1414,7,9,10,0,0,0,0,0,0,0,0,5,50,43,91,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,50,46,98,0,0,0,4,3,6,57,59,119,99,76,171,887,814,1704
POA5510,42,36,88,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,0,9,8,50,47,100
POA5520,209,211,411,18,11,25,0,0,0,0,0,5,0,0,0,13,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,43,0,0,0,0,0,0,41,28,68,32,19,54,278,258,535
POA5521,66,54,124,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,5,8,7,13,81,67,146
POA5522,598,623,1227,29,30,59,4,3,5,0,0,0,0,4,9,34,49,84,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,46,61,101,0,0,0,0,4,7,74,89,167,46,57,102,726,767,1496
POA5523,784,840,1620,41,48,88,7,0,6,0,0,3,0,4,10,35,40,79,3,0,5,0,0,0,0,3,6,0,0,0,0,0,0,48,57,102,0,0,0,0,0,4,88,102,187,62,59,114,932,995,1928
POA5540,6135,6266,12395,383,477,858,27,13,40,13,13,22,15,15,31,289,332,619,13,10,29,6,5,7,12,11,24,0,0,0,0,0,0,375,407,773,26,21,43,26,13,38,805,918,1714,497,482,984,7430,7661,15095
POA5550,379,341,717,35,28,67,0,0,4,3,5,13,9,5,9,34,18,51,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,47,34,82,0,0,0,0,4,0,87,67,154,42,33,74,508,442,951
POA5552,163,144,301,3,0,3,0,0,0,0,0,0,0,0,0,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,0,0,0,0,0,0,8,3,10,19,20,38,188,163,351
POA5554,2094,2238,4331,121,107,231,3,7,15,6,4,8,0,3,6,151,196,344,3,0,8,0,0,0,3,8,6,0,0,0,0,0,0,165,218,376,6,9,11,4,0,7,293,338,624,188,183,372,2576,2756,5333
POA5555,226,194,419,4,0,10,0,0,0,0,0,0,0,0,0,18,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,39,0,0,0,0,0,0,29,19,49,21,22,44,277,236,511
POA5556,1714,1719,3432,78,78,162,6,7,9,7,11,15,6,4,11,163,169,337,6,0,10,0,0,0,11,11,29,0,0,0,0,0,0,204,209,412,0,0,5,4,0,7,288,288,573,207,184,383,2209,2184,4392
POA5558,2020,2060,4082,89,102,192,8,11,11,5,10,12,8,10,12,204,186,386,0,0,4,0,0,7,7,10,16,0,0,0,0,0,0,232,222,454,14,5,19,7,4,7,337,339,675,224,202,432,2579,2602,5181
POA5560,202,169,373,0,0,4,0,6,7,6,0,4,0,5,4,11,0,13,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,19,14,32,0,0,0,0,0,0,19,12,35,23,15,40,252,196,452
POA5570,258,229,489,12,10,16,0,0,0,0,0,0,0,0,0,16,16,29,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,15,17,37,0,0,0,0,0,0,27,29,62,30,21,44,315,277,592
POA5571,799,781,1582,44,50,92,0,0,0,4,5,3,3,5,14,46,50,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,59,107,0,3,0,0,3,8,96,113,214,86,82,170,979,982,1964
POA5572,69,72,137,0,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4,0,3,3,5,11,76,79,154
POA5573,880,867,1748,56,47,97,8,3,11,0,0,0,6,0,0,48,48,95,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,58,56,112,0,0,0,0,0,0,112,103,215,118,110,229,1118,1076,2193
POA5575,1028,896,1923,35,48,82,0,0,0,0,0,0,3,0,5,60,72,128,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,64,80,149,0,6,5,0,0,0,107,128,234,108,100,203,1232,1127,2362
POA5576,451,460,912,27,20,49,3,0,6,0,0,0,4,0,3,23,20,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,49,0,3,3,0,0,0,57,44,100,59,48,110,569,556,1117
POA5577,241,215,457,8,13,21,0,0,0,0,0,0,5,6,8,14,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,35,0,0,0,0,0,0,24,26,55,37,25,59,307,270,570
POA5580,160,148,311,9,6,11,0,0,0,0,0,0,0,0,0,9,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,23,0,0,0,0,0,0,12,20,37,3,8,12,177,183,360
POA5581,240,218,460,14,10,30,0,0,0,0,0,0,0,0,0,24,16,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,50,0,0,6,0,0,0,41,35,79,14,14,26,296,264,564
POA5582,258,252,507,5,13,20,0,0,3,0,0,0,0,0,3,18,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,37,0,0,0,0,0,0,27,28,60,19,15,33,297,294,595
POA5583,355,287,642,24,20,50,0,0,0,0,0,4,0,0,0,32,27,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32,65,0,0,0,0,0,0,57,57,116,47,40,80,455,379,836
POA5600,2581,2433,5012,222,221,436,5,11,11,10,13,27,11,7,20,83,84,172,4,3,3,0,0,0,0,0,5,0,0,0,0,0,0,120,117,239,17,17,35,10,8,19,371,359,734,172,185,355,3123,2983,6101
POA5601,45,29,73,0,0,0,5,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,11,0,0,0,0,0,0,6,10,10,0,0,3,50,38,88
POA5602,534,496,1033,44,41,82,0,0,4,0,4,3,4,5,11,24,25,48,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,36,32,72,0,0,0,9,0,9,84,75,161,81,60,140,698,638,1337
POA5603,181,169,352,10,6,13,3,0,4,0,0,0,0,0,0,7,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,20,0,3,6,0,0,0,15,21,36,20,12,27,216,200,417
POA5604,83,91,177,5,3,8,0,0,0,0,0,0,0,0,4,8,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,16,0,0,0,0,0,0,14,12,21,12,5,20,108,110,214
POA5605,751,793,1540,34,34,66,4,3,6,3,0,5,0,0,0,26,33,66,9,9,13,0,0,0,0,3,4,0,0,0,0,0,0,43,44,93,0,4,6,0,0,0,77,86,166,61,68,126,888,950,1835
POA5606,5547,5729,11276,553,606,1157,11,20,32,16,14,26,20,30,53,258,312,565,30,25,58,0,0,3,13,17,33,0,0,0,0,0,0,359,421,776,5,16,21,16,9,26,937,1047,1983,545,498,1040,7023,7278,14305
POA5607,2183,2021,4201,117,116,234,3,0,6,8,4,12,6,5,12,125,116,238,9,8,14,0,0,0,10,6,12,0,0,0,0,0,0,154,148,298,0,4,8,3,3,5,277,272,550,370,175,548,2827,2460,5294
POA5608,5174,5149,10321,444,507,949,23,14,35,28,13,40,20,19,39,142,130,268,3,0,5,0,9,7,4,4,11,0,0,0,0,0,0,217,188,403,10,16,29,8,15,26,687,723,1409,598,598,1197,6461,6472,12936
POA5609,753,800,1555,81,94,170,5,0,3,3,3,9,9,7,19,30,44,78,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,52,69,119,0,5,8,0,0,0,135,172,306,41,29,66,930,989,1920
POA5611,50,54,102,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,4,4,7,3,16,59,62,125
POA5630,54,45,105,3,9,14,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,8,14,20,0,0,5,66,62,126
POA5631,454,473,927,20,22,46,0,0,0,0,0,0,0,0,0,14,10,26,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,12,25,0,3,10,0,0,0,33,34,76,28,33,54,518,538,1056
POA5632,108,87,193,3,6,10,0,0,4,0,0,0,0,0,0,8,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,15,0,0,0,0,0,0,7,11,28,7,5,12,130,109,231
POA5633,126,108,235,4,4,9,0,0,0,0,0,0,0,0,3,5,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,16,0,0,0,0,0,0,11,14,27,10,15,27,148,138,286
POA5640,400,398,799,24,21,44,0,0,3,0,5,3,0,0,0,26,27,51,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,34,38,70,0,0,5,5,5,3,56,66,122,52,35,92,508,495,1012
POA5641,436,400,835,19,24,50,0,0,0,3,0,3,0,0,0,15,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,40,0,0,0,0,0,0,41,43,86,38,39,73,515,475,1000
POA5642,105,85,196,0,0,0,0,0,0,0,0,0,0,0,0,13,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,17,0,0,0,0,0,0,13,4,17,9,13,21,127,103,235
POA5650,77,64,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,22,8,30,92,72,166
POA5651,31,26,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,30,30,63
POA5652,243,286,527,16,22,36,0,0,0,0,0,0,0,0,0,6,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,24,0,0,5,0,0,0,27,37,62,26,37,62,302,350,651
POA5653,25,28,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,32,38,66
POA5654,98,85,180,0,0,0,0,0,0,0,0,0,0,0,0,3,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,17,0,0,0,0,0,0,3,11,18,13,15,27,117,116,226
POA5655,57,38,93,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,58,47,100
POA5660,11,21,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,26,36
POA5661,63,47,108,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,0,0,0,0,0,0,5,5,11,16,9,31,89,64,145
POA5670,227,197,425,7,10,22,0,0,0,0,0,0,0,0,0,3,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,0,0,0,0,0,0,16,16,30,19,14,36,263,228,492
POA5671,65,58,129,3,0,6,0,0,0,0,0,0,0,0,0,8,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,7,0,0,0,0,0,0,6,6,12,10,14,21,88,74,167
POA5680,888,800,1684,52,57,107,5,7,12,9,11,19,6,7,12,28,45,80,3,4,13,9,0,8,0,0,8,0,0,0,0,0,0,67,79,142,3,0,0,0,0,6,116,140,253,79,82,164,1084,1020,2102
POA5690,1588,1490,3087,102,99,200,8,4,11,3,9,8,12,7,19,96,112,208,8,7,17,0,0,0,9,0,6,0,0,0,0,0,0,135,137,276,10,7,11,5,5,8,247,250,495,179,157,340,2019,1897,3920
POA5700,4214,4308,8520,321,352,671,19,16,39,28,17,40,22,19,38,205,242,445,27,22,47,0,0,5,11,8,21,5,3,5,0,0,0,309,323,634,42,40,83,14,20,28,681,728,1418,523,452,979,5423,5491,10912
POA5701,8,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,14,17,11,31
POA5710,883,919,1801,62,85,147,0,0,0,0,0,0,0,3,4,26,32,63,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,35,35,74,0,5,8,4,0,4,103,126,232,646,79,725,1631,1130,2761
POA5713,11,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,20
POA5715,14,9,27,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,0,0,0,0,0,0,8,4,5,0,0,0,19,15,30
POA5717,15,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,5,0,4,7,0,7,22,9,36
POA5719,16,18,28,0,0,0,0,0,0,0,0,3,0,0,0,7,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,20,0,0,0,0,0,0,9,11,17,4,10,10,33,29,61
POA5720,98,47,148,6,10,17,4,7,15,0,7,6,0,3,3,24,9,26,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,30,21,55,0,3,6,0,0,0,44,35,76,19,12,30,158,89,251
POA5722,116,101,217,0,0,3,0,0,0,0,0,0,0,0,0,8,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,23,0,0,0,0,0,0,10,12,22,17,11,20,140,119,262
POA5723,708,469,1173,31,21,54,7,3,12,20,15,32,11,10,23,52,44,96,4,0,5,0,0,0,3,4,7,0,0,0,0,0,0,102,80,181,8,3,11,0,0,5,134,105,248,231,146,379,1076,724,1805
POA5724,24,22,49,0,5,4,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,5,3,12,0,0,0,0,0,0,10,7,25,8,4,12,42,38,82
