POA_CODE_2021,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
POA2019,4,5,10,8,17,4,0,48,0,0,4,3,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,11,15,11,17,7,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,15,11,17,7,0,64,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,6,12,18,8,19,9,0,76,11,37,32,24,27,17,5,164,18,32,30,12,16,10,6,122,0,0,6,0,0,0,0,15,0,0,0,0,0,0,0,0,37,70,67,44,46,29,13,305,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,36,74,70,44,50,32,13,309,21,31,5,5,17,4,0,83,0,3,0,0,0,0,0,3,57,104,76,48,57,30,15,388,21,46,44,34,39,26,5,213
POA2020,9,12,3,0,8,0,0,34,0,5,4,0,0,0,5,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,14,7,5,8,3,8,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,7,5,8,3,8,47,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,11,16,5,5,10,8,5,58,19,23,13,11,33,13,6,116,12,16,16,11,13,5,0,75,8,0,8,0,0,3,0,16,0,0,0,0,0,0,0,3,38,39,32,25,47,23,7,211,0,6,5,3,0,0,0,7,0,4,5,0,0,0,0,9,0,8,4,3,0,0,0,19,42,49,36,23,47,23,13,228,37,25,13,7,13,8,3,97,0,0,0,0,0,0,0,6,78,72,50,32,61,31,19,331,22,30,18,16,40,18,11,150
POA2021,4,7,8,0,8,9,3,46,0,0,3,0,6,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,10,9,4,19,9,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,9,4,19,9,3,60,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,14,13,4,16,9,8,66,12,36,23,19,45,12,9,157,7,25,6,7,10,3,9,68,3,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,19,62,34,33,56,24,21,242,0,0,4,5,0,0,0,14,0,4,0,0,0,0,0,5,0,0,9,5,3,0,0,16,23,60,42,30,63,25,21,256,9,12,3,11,8,0,8,47,0,0,0,0,0,0,0,0,33,76,44,43,64,24,23,303,16,40,31,21,57,22,14,202
POA2022,0,6,3,3,9,5,0,36,0,6,0,3,4,0,0,16,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,11,9,16,9,0,54,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,14,6,16,9,0,58,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,14,7,16,9,4,62,15,20,21,16,23,11,9,116,9,16,13,7,10,10,0,66,0,0,4,0,4,0,0,8,0,0,0,0,0,0,0,0,25,38,40,24,32,22,15,189,0,0,3,0,0,0,0,7,0,0,5,0,4,0,0,6,0,0,5,0,5,0,0,15,25,35,49,26,37,19,14,203,6,13,13,12,14,4,7,67,0,0,0,0,4,5,0,5,24,49,60,36,49,24,17,272,16,28,30,20,30,15,11,150
POA2023,0,3,3,3,4,5,4,24,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,10,3,7,7,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,7,7,3,37,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,10,10,7,4,3,43,6,8,13,13,13,6,0,66,7,22,9,14,17,11,4,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,21,26,33,20,11,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,21,26,33,20,11,146,12,21,11,11,22,10,4,97,0,0,0,0,0,0,0,0,22,49,32,38,59,28,14,242,3,16,17,17,16,10,4,89
POA2024,0,5,7,4,13,0,0,37,0,0,4,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,13,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,7,4,13,3,0,38,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,7,3,6,15,11,16,3,0,55,9,17,20,17,25,13,4,117,0,12,13,12,11,3,5,58,0,4,4,5,0,0,0,10,0,0,0,0,0,0,0,0,17,39,39,30,37,20,10,185,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,17,39,39,30,37,20,10,183,4,3,6,3,10,4,0,34,0,0,0,0,0,0,0,4,23,42,44,34,49,18,10,225,14,24,30,26,40,18,4,147
POA2025,6,9,6,0,3,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,13,6,0,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,6,0,3,0,0,31,4,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,15,6,0,0,0,3,35,8,17,12,13,20,11,0,88,9,10,7,4,6,9,0,45,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,17,29,22,18,27,19,0,147,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,4,0,0,0,0,8,18,33,25,23,29,19,0,154,0,6,6,0,6,6,3,27,0,0,0,0,0,0,0,0,18,43,32,21,31,28,10,185,11,31,16,13,23,13,0,109
POA2026,8,27,14,11,15,3,8,89,7,9,8,5,3,5,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,36,15,18,24,9,6,124,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,41,15,18,24,9,6,128,0,6,0,0,6,0,0,12,0,0,0,0,0,0,0,0,19,46,22,22,22,12,6,145,24,36,49,35,41,26,14,219,19,36,23,24,20,15,9,144,10,7,5,4,4,3,0,35,0,4,0,0,0,0,0,5,44,85,77,63,66,41,25,403,0,0,7,0,4,0,0,18,0,4,5,0,3,0,0,12,3,8,10,4,3,4,0,35,51,95,84,63,71,46,30,434,19,35,27,26,25,17,9,151,0,0,0,0,4,0,0,3,68,131,108,93,100,62,32,590,31,63,56,47,55,25,20,301
POA2027,4,6,5,5,3,4,0,16,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,3,4,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,3,4,5,27,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,3,5,6,6,4,3,30,9,4,9,4,13,8,7,56,12,11,8,5,7,4,0,46,0,3,5,0,3,0,0,9,0,0,0,0,0,0,0,5,23,25,21,6,22,11,4,116,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,23,25,19,7,25,11,4,121,5,8,5,8,6,3,3,44,0,0,0,0,0,0,0,0,27,35,25,22,31,20,14,170,11,9,12,5,14,11,5,71
POA2028,0,3,0,0,0,6,0,3,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,6,0,14,5,8,9,4,5,10,3,52,7,3,8,4,0,0,0,26,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,12,18,16,8,13,10,8,82,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,12,22,17,8,13,10,8,85,3,0,5,7,7,3,4,30,0,0,0,0,0,0,0,0,14,20,21,11,19,13,10,113,5,10,9,4,5,9,3,52
POA2029,0,3,4,0,13,6,0,28,0,0,3,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,6,14,9,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,19,9,0,47,0,3,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,12,8,4,21,9,0,58,10,23,18,12,17,9,3,101,5,24,10,9,19,7,3,78,4,0,4,0,0,0,0,14,0,3,0,0,0,0,0,3,19,53,35,26,40,21,14,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,19,52,35,25,43,21,9,196,8,22,12,16,15,13,3,80,0,0,0,0,0,0,0,0,22,76,48,39,53,30,12,277,10,30,30,16,27,14,4,134
POA2030,4,9,6,3,10,3,5,42,0,4,7,3,3,0,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,17,14,6,16,3,5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,14,6,16,3,5,59,0,8,0,5,5,4,0,23,0,0,0,0,0,0,0,0,3,23,17,12,16,3,5,81,3,32,15,12,18,11,5,108,3,9,18,11,21,17,7,78,4,3,3,5,3,0,0,18,0,0,0,0,0,0,0,0,14,48,36,25,41,30,14,211,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,6,14,50,38,25,40,30,14,215,8,21,17,11,25,9,12,101,0,0,0,0,0,0,0,3,16,65,58,37,69,40,30,318,8,39,23,19,25,20,13,146
POA2031,0,22,21,16,12,16,7,89,6,0,6,11,0,0,0,28,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,3,26,29,28,17,16,9,119,0,6,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,7,3,30,28,28,17,17,8,125,5,7,0,0,0,6,0,22,0,0,0,0,0,0,0,0,10,34,34,23,20,16,10,147,23,84,52,31,69,35,18,315,24,39,31,30,21,14,14,178,6,0,4,5,10,6,5,27,0,0,0,0,0,0,0,5,50,122,90,67,96,58,37,526,0,3,0,0,5,0,0,9,0,3,9,4,4,5,0,18,0,10,9,4,6,5,3,26,50,127,94,70,101,67,36,551,23,26,16,13,21,14,9,126,0,0,0,0,0,0,0,4,76,156,111,87,124,85,48,678,24,101,70,45,82,52,26,403
POA2032,0,3,10,7,4,7,0,22,0,0,3,0,4,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,13,7,3,8,0,33,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,14,3,9,8,0,40,3,3,0,4,0,0,0,22,0,0,0,0,0,0,0,0,8,10,14,14,14,7,6,55,12,23,12,20,24,10,3,99,5,16,14,14,16,5,6,85,4,4,5,0,4,0,0,19,0,0,0,0,0,0,0,4,19,47,34,32,43,19,10,207,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,6,0,4,3,0,10,19,47,32,36,49,22,5,215,18,21,13,10,19,18,11,100,0,0,0,0,0,0,0,6,34,72,48,45,68,37,18,319,12,23,23,21,23,14,3,124
POA2033,0,7,0,0,6,3,0,22,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,3,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,5,0,3,3,0,25,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,8,5,5,8,6,0,32,11,22,8,7,13,12,3,74,10,10,8,6,16,0,4,54,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,20,35,18,16,32,15,7,139,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,7,23,33,18,15,28,19,7,144,5,11,5,4,4,0,3,34,0,0,0,0,0,0,0,0,32,46,23,18,37,19,12,184,9,27,11,10,16,13,4,94
POA2034,7,13,7,10,13,0,0,48,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,20,10,10,14,9,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,10,10,14,4,0,64,0,6,3,4,4,4,0,22,0,0,0,0,0,0,0,0,4,24,11,15,17,6,0,87,12,35,41,29,33,27,3,177,16,27,24,18,21,9,8,123,0,10,10,4,8,0,3,40,0,0,0,0,0,0,0,0,37,73,72,49,68,37,16,344,0,0,0,0,4,0,4,7,3,0,4,0,3,0,0,17,3,0,4,0,7,3,4,21,40,71,74,51,72,39,16,367,34,35,17,14,18,17,13,136,0,0,0,0,0,0,0,3,72,109,95,68,85,54,25,506,17,47,52,39,43,30,3,231
POA2035,3,20,19,22,19,9,0,96,0,3,0,0,9,0,0,13,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,26,19,17,28,14,8,115,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,11,10,29,25,17,32,13,8,125,0,16,8,4,3,4,4,36,0,0,0,0,0,0,0,0,4,46,25,22,37,18,8,166,30,68,57,34,60,30,12,298,24,42,29,23,39,24,8,190,16,13,10,3,3,9,7,59,0,0,0,0,6,4,0,16,74,128,99,65,107,60,21,554,4,3,3,4,5,3,0,18,6,5,3,4,5,0,0,14,7,10,3,4,7,3,0,36,77,136,105,70,112,64,23,587,41,74,43,30,33,27,20,267,0,0,0,0,0,0,0,0,122,207,151,102,146,92,40,862,33,88,83,50,78,41,14,386
POA2036,12,7,15,12,18,9,0,69,0,5,3,3,5,4,0,20,0,3,0,3,3,0,0,10,0,0,0,0,0,0,0,7,12,13,17,24,27,10,3,110,0,3,4,3,0,0,0,7,3,0,0,0,0,0,0,3,3,3,4,3,0,0,0,8,15,20,19,21,26,17,3,118,0,5,6,7,11,5,4,37,0,0,0,0,0,0,0,5,12,18,28,28,38,16,4,155,17,65,63,46,68,35,25,321,36,54,49,38,50,25,9,265,9,13,11,3,7,5,7,52,4,5,0,3,0,0,0,13,67,135,123,88,125,64,45,649,3,3,0,0,0,0,0,12,5,0,3,0,0,0,3,12,8,5,3,0,5,0,3,26,70,140,123,92,128,69,43,677,85,81,48,41,40,15,15,325,0,5,3,0,0,0,0,9,161,222,176,134,174,84,62,1008,24,75,76,55,91,43,31,393
POA2037,0,8,0,0,10,4,0,25,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,10,0,3,10,5,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,8,10,5,0,40,5,4,0,0,5,3,0,17,0,0,0,0,0,0,0,0,9,14,7,3,15,8,0,52,18,38,31,11,24,22,4,148,11,24,17,3,20,10,4,89,0,3,5,4,5,0,0,18,0,0,0,0,0,0,0,0,34,62,48,21,41,30,19,254,0,0,3,0,0,4,0,15,0,0,0,0,0,0,0,7,0,0,4,0,0,4,0,10,38,64,49,23,42,36,20,270,46,38,30,24,25,15,8,185,0,0,0,0,0,0,0,4,84,100,83,45,73,51,29,458,19,43,32,13,29,22,8,176
POA2038,0,0,4,3,3,8,0,19,0,0,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,4,7,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,4,7,0,33,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,6,8,6,3,8,0,35,3,14,10,13,15,20,7,82,7,9,12,8,13,0,6,50,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,5,12,28,21,19,28,21,12,144,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,12,28,26,23,26,21,12,147,3,6,0,3,5,3,0,20,0,0,0,0,0,0,0,0,16,28,24,26,31,22,19,170,6,20,15,17,14,23,7,101
POA2039,0,0,9,3,4,3,0,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,8,4,8,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,4,8,3,0,27,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,4,3,6,8,6,5,0,33,4,25,24,5,23,12,6,97,5,18,5,0,11,7,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,37,30,9,33,14,5,153,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,15,43,29,9,37,14,5,156,4,3,4,4,4,4,3,31,0,0,0,0,0,0,0,0,25,42,37,10,41,23,12,191,8,29,26,8,26,14,6,117
POA2040,8,13,12,6,16,9,3,65,0,6,3,4,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,19,15,12,16,7,5,86,3,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,7,4,3,0,5,5,0,9,11,21,16,12,17,17,5,92,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,13,30,16,16,17,12,6,110,24,72,65,39,38,24,10,281,17,35,25,19,25,12,9,136,5,0,0,3,3,0,0,18,0,0,0,0,0,0,0,4,47,110,93,58,66,38,16,436,0,8,4,4,4,3,0,18,0,4,3,0,0,0,0,9,0,6,4,4,4,3,0,23,47,117,100,63,67,45,23,459,23,31,20,13,27,6,0,125,0,0,0,0,0,0,0,0,74,144,121,78,94,53,23,587,31,85,77,46,56,38,14,348
POA2041,0,15,17,5,14,4,0,57,0,0,6,0,3,0,0,9,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,15,19,12,15,4,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,23,12,15,6,0,68,0,0,0,0,0,4,6,6,0,0,0,0,0,0,0,0,3,14,26,12,17,8,6,82,13,35,30,22,23,11,6,132,8,12,9,6,7,3,3,43,4,0,0,4,4,4,0,19,0,0,0,0,0,0,0,8,27,51,34,28,33,23,11,201,0,3,0,0,3,4,0,14,0,0,0,0,0,0,0,4,0,3,0,0,7,4,0,12,27,54,36,33,35,23,11,215,15,30,13,5,7,10,6,80,0,0,0,0,0,0,0,3,42,81,50,39,41,33,19,301,13,49,46,27,31,18,7,192
POA2042,0,12,7,10,8,9,8,42,0,0,0,0,3,4,0,9,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,7,10,13,11,8,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,9,13,11,8,53,4,0,0,0,6,6,0,10,0,0,0,0,0,0,0,0,0,17,9,9,20,14,9,68,3,32,24,19,30,15,12,141,13,10,5,8,14,13,6,69,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,18,41,37,32,44,28,12,213,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,3,0,3,3,4,0,0,0,11,18,43,37,30,43,28,12,222,5,12,15,5,11,0,0,53,0,0,0,0,0,0,0,0,32,54,52,38,58,30,16,274,9,43,35,27,38,18,13,183
POA2043,0,6,3,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,3,0,0,16,11,19,11,11,6,6,3,81,3,4,5,3,7,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,32,17,18,8,12,3,113,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,3,22,32,17,18,15,12,3,117,9,6,6,5,3,4,0,24,0,0,0,0,0,0,0,0,27,36,24,19,14,18,8,140,14,25,16,11,8,6,4,92
