POA_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA6210,29668,33012,62679,10559,5864,16424,3274,7583,10854,1234,1057,2291,1236,1069,2306,16298,15575,31872,11207,15522,26728,7.6,6.9,7.2,54.9,47.2,50.9,50.8,43.9,47.2,561,551,1111,270,666,934,1981,3472,5452,2308,3359,5669,8719,4876,13601,443,708,1155,415,837,1251,9574,6428,16001,27917,30843,58758,5075,5797,10866,17861,19352,37210,13496,15574,29068
POA6211,3443,3446,6890,1258,604,1865,362,935,1291,192,120,314,125,124,244,1934,1776,3715,1285,1544,2830,6.5,6.9,6.7,56.2,51.5,53.9,52.6,48,50.3,63,73,136,25,74,98,247,407,651,283,381,668,1159,546,1703,43,79,116,39,103,144,1248,728,1973,3335,3403,6737,629,649,1282,2213,2153,4362,1565,1726,3291
POA6213,276,265,542,107,64,163,26,65,92,20,13,34,6,9,15,161,149,306,92,96,183,4.4,4,4.2,57,56.3,56.7,54.5,54.1,54.3,7,8,15,0,6,6,17,31,51,21,20,39,77,36,113,0,9,12,7,4,5,80,52,133,257,250,514,32,39,72,190,176,371,93,108,193
POA6214,282,263,545,125,72,200,30,65,100,17,9,28,6,8,12,180,152,334,80,87,168,2.8,4.6,3.6,63.8,58.2,61.1,62.1,55.5,58.9,0,3,3,0,5,5,8,28,33,14,21,36,75,44,120,4,9,13,3,9,13,86,58,143,286,263,550,37,41,79,197,181,382,102,96,202
POA6215,1775,1756,3533,685,285,970,165,432,597,118,69,182,60,64,124,1029,847,1879,581,768,1347,6,7.4,6.7,57.8,48.4,53.1,54.3,44.8,49.6,7,12,24,8,23,34,65,132,192,93,155,252,548,295,842,21,51,76,21,44,65,594,389,985,1645,1677,3323,256,267,517,1204,1188,2387,605,661,1266
POA6218,221,210,434,85,33,116,21,44,64,12,21,30,8,8,13,126,100,225,79,97,178,5.5,5.9,5.7,57.2,47.9,52.7,54.1,45,49.7,6,3,7,0,4,6,5,13,15,12,12,26,70,39,107,3,12,14,6,0,6,72,54,127,235,215,453,27,26,50,130,130,258,118,101,217
POA6219,245,254,502,107,43,151,27,74,102,16,14,25,10,4,17,158,134,294,73,103,181,7.6,4.4,6.1,64.1,53.8,58.8,59.2,51.4,55.2,4,4,3,4,3,5,9,13,26,22,23,44,75,57,130,5,8,10,4,0,3,84,66,144,250,241,491,37,40,73,184,176,361,80,96,168
POA6220,1809,1792,3602,829,432,1263,215,420,637,76,44,114,36,36,72,1151,935,2083,540,756,1293,3.1,4.2,3.6,63.6,52.1,57.9,61.6,50,55.8,19,17,39,12,30,48,141,208,346,100,128,225,472,278,749,19,45,64,19,39,53,510,352,869,1764,1701,3465,263,289,554,1218,1190,2408,693,699,1391
POA6221,135,136,264,53,38,94,14,31,44,7,9,20,3,8,10,78,81,161,42,45,84,2.6,7.1,5,58,61.8,59.9,56.5,57.4,56.9,0,0,0,0,4,4,10,24,31,0,5,12,30,22,56,5,12,16,0,0,5,37,42,75,112,123,236,14,13,37,82,89,171,40,51,92
POA6223,66,65,129,38,27,66,16,21,32,0,3,5,0,0,0,55,50,106,7,14,23,0,2,1,80.3,77.3,78.8,80.3,75.8,78,3,0,7,0,3,3,5,6,17,3,13,17,20,12,29,0,4,5,0,0,0,21,12,34,64,68,131,10,9,16,53,45,101,19,26,49
POA6224,514,516,1029,204,91,292,51,126,174,29,23,53,18,14,31,301,251,552,166,217,381,5.7,5.6,5.6,58.1,48.7,53.4,54.8,46,50.4,3,3,13,3,9,8,13,34,51,17,48,65,161,92,258,11,18,34,4,6,17,184,121,307,488,461,946,68,86,158,347,315,665,185,208,390
POA6225,3788,3737,7523,1397,645,2038,330,896,1226,174,144,319,155,139,292,2063,1817,3873,1389,1609,2998,7.7,7.4,7.6,54.4,48.6,51.5,50.2,45,47.6,23,28,49,16,47,61,103,241,349,146,258,401,1246,672,1919,55,106,162,60,82,148,1363,855,2221,3676,3569,7241,557,572,1126,2795,2629,5418,1194,1289,2481
POA6226,385,347,735,212,102,312,46,113,160,16,17,29,10,3,16,280,238,515,81,97,181,3.2,2.1,2.7,72.2,67.7,70.1,69.9,66.3,68.2,3,7,16,9,15,23,20,54,75,35,36,65,137,54,190,12,6,18,3,5,10,151,74,218,413,366,785,43,51,97,281,253,537,154,149,300
POA6227,293,302,589,165,82,248,24,98,117,14,12,24,4,6,14,211,192,403,61,90,149,2.4,3.6,3,72.5,64.8,68.6,70.8,62.4,66.6,9,0,7,5,11,12,16,41,55,25,28,50,101,60,160,8,7,17,0,7,5,112,70,178,329,343,671,38,36,77,252,258,509,94,97,194
POA6228,62,56,119,24,11,35,4,16,23,9,0,7,0,0,6,43,31,71,13,21,38,4.9,3.2,4.2,65.1,54.4,60,61.9,52.6,57.5,0,0,0,0,0,0,0,8,8,0,3,5,9,6,15,0,0,0,4,0,4,15,6,19,66,59,120,0,8,7,52,43,94,16,18,31
POA6229,97,69,167,25,14,33,10,13,27,3,0,3,4,3,7,43,31,77,41,31,70,6.8,10.3,8.2,44.9,40.8,43.2,41.8,36.6,39.6,0,0,0,0,0,0,12,6,13,0,4,4,26,14,35,0,0,3,0,0,0,29,17,39,70,51,118,18,11,27,52,41,89,33,20,55
POA6230,17777,18904,36676,7812,4419,12230,2044,5070,7116,698,665,1362,606,548,1150,11158,10701,21858,5472,7180,12654,5.4,5.1,5.3,62.8,56.6,59.6,59.4,53.7,56.5,466,465,930,213,492,700,1566,2621,4179,1217,1759,2974,5073,3180,8252,329,503,832,226,465,693,5626,4149,9773,16634,17806,34437,3328,3652,6977,10988,11644,22630,7859,8801,16661
POA6232,4364,4648,9011,2148,1013,3158,465,1365,1829,203,169,371,143,128,268,2959,2670,5633,1094,1730,2824,4.8,4.7,4.8,67.8,57.5,62.5,64.5,54.8,59.5,40,61,101,32,73,107,253,491,746,275,424,698,1459,898,2357,77,155,231,56,122,175,1587,1175,2758,4429,4633,9070,731,807,1543,3009,3070,6078,1817,2051,3873
POA6233,7741,8164,15909,3922,1904,5827,794,2413,3212,333,343,674,221,227,449,5276,4884,10163,2011,2965,4983,4.2,4.6,4.4,68.2,59.8,63.9,65.3,57,61,117,149,267,79,198,276,550,1044,1587,524,841,1369,2721,1573,4285,142,236,378,113,216,330,2973,2022,5000,8146,8381,16527,1311,1423,2735,5441,5579,11020,3418,3727,7150
POA6236,929,908,1834,459,198,654,109,287,397,54,45,100,15,15,32,641,550,1190,232,295,530,2.7,3.1,2.9,68.6,60.7,64.7,66.8,58.9,62.9,15,12,31,7,31,37,93,157,243,74,98,180,293,143,441,18,20,35,12,16,31,329,177,509,937,901,1838,115,100,212,704,665,1369,290,301,593
POA6237,1054,1097,2153,513,245,760,102,342,448,68,66,136,17,26,40,706,681,1382,270,353,620,2.3,4,3.1,66.7,62,64.3,65.2,59.6,62.3,13,14,31,14,29,37,78,164,243,88,109,194,362,192,556,8,23,36,8,32,37,372,250,627,1064,1112,2172,149,147,292,789,824,1617,370,386,756
POA6239,1862,1972,3832,806,394,1197,203,504,710,92,80,171,58,38,96,1158,1022,2179,564,846,1411,5.2,3.8,4.5,62.2,51.7,56.8,59,49.7,54.2,30,40,67,18,60,77,115,264,379,140,196,329,551,291,842,27,52,74,27,43,68,599,392,994,1806,1873,3678,289,335,628,1283,1309,2593,707,800,1509
POA6240,74,72,148,36,14,46,15,24,41,3,0,6,0,0,0,48,42,92,21,28,49,0,0,0,65.8,55.3,60.4,65.8,55.3,60.4,3,3,5,0,0,0,9,16,22,7,10,18,20,5,23,0,7,7,4,0,4,20,10,33,68,71,142,9,8,16,53,52,104,17,26,40
POA6243,36,37,70,9,4,18,5,8,16,0,0,0,5,6,3,18,15,42,12,16,25,15,11.1,13.2,54.1,51.4,52.8,45.9,45.7,45.8,0,0,0,0,0,0,5,0,10,0,3,3,11,4,8,0,3,3,0,0,0,11,7,18,33,32,62,7,6,12,28,23,51,9,9,24
POA6244,633,646,1279,274,139,412,59,152,213,46,27,70,9,16,26,392,334,720,182,238,421,2.6,5.4,3.9,61.2,51.7,56.4,59.6,48.9,54.2,5,5,12,3,12,15,44,98,135,34,61,103,154,94,243,6,11,15,10,24,36,173,129,297,606,617,1222,71,84,152,449,429,880,193,232,428
POA6251,133,130,261,53,26,82,13,37,51,10,6,21,3,3,7,86,76,156,42,52,93,5.9,2.7,4.4,63.9,57.4,60.7,60.2,55.8,58,3,0,3,3,3,3,9,16,29,9,16,26,30,19,49,3,0,3,0,7,15,38,27,66,136,129,260,17,22,43,112,105,213,36,36,80
POA6252,69,61,130,31,10,40,7,8,22,3,9,12,0,0,0,45,31,74,23,29,48,2.3,3.3,2.7,61.4,50.8,56.6,60,49.2,55,0,0,3,0,0,0,5,9,7,5,0,5,18,15,33,0,0,4,0,0,0,21,14,40,58,52,114,19,10,28,42,43,91,24,14,44
POA6253,286,291,571,98,50,150,32,69,96,15,14,28,4,4,6,147,133,282,113,138,255,2.7,2.9,2.8,51.6,47.2,49.4,50.2,45.9,48,12,10,26,5,12,19,30,52,81,28,43,73,82,37,119,3,8,16,4,7,11,85,56,142,264,278,551,29,31,60,177,188,367,108,107,213
POA6254,252,214,462,100,40,132,13,45,59,8,10,16,9,3,13,131,97,226,85,96,185,8.3,2.1,5.7,53.2,44.3,49.1,48.8,43.4,46.3,5,4,12,0,0,0,11,14,29,9,18,29,72,40,112,5,5,14,0,4,6,81,52,128,222,203,425,29,22,53,170,161,329,80,60,138
POA6255,1749,1920,3666,659,351,1009,204,523,720,83,67,150,44,32,75,992,969,1962,623,809,1434,4.4,3.5,4,56.6,50.7,53.5,54.1,48.9,51.4,41,36,75,19,57,75,150,264,413,128,249,376,531,282,808,25,47,72,33,47,80,589,378,968,1613,1677,3288,340,415,759,1069,1130,2199,792,880,1667
POA6256,185,163,344,96,44,137,24,57,83,14,14,23,0,0,0,134,110,247,30,36,68,1.5,0,0.8,72.4,67.5,70.1,71.4,67.5,69.5,5,3,3,0,8,8,24,30,50,12,15,23,55,32,82,3,5,7,0,4,6,57,38,95,171,154,319,38,26,60,131,107,241,66,63,123
POA6258,2672,2679,5355,1234,603,1834,303,741,1046,127,119,243,67,63,132,1735,1523,3255,743,976,1714,3.9,4.2,4,64.8,56.7,60.8,62.3,54.3,58.3,31,44,70,18,45,59,147,283,435,113,198,313,682,396,1074,48,97,146,45,58,107,776,549,1326,2615,2587,5206,369,394,764,1873,1824,3697,968,1016,1978
POA6260,601,595,1193,258,141,408,85,164,249,23,27,48,4,9,17,376,343,722,153,175,328,1.9,2.3,2.1,62.5,57.7,60.1,61.3,56.4,58.9,11,20,25,11,15,25,47,71,125,40,56,95,111,63,174,10,11,20,12,18,26,131,87,220,545,511,1060,73,85,154,412,364,776,171,205,377
POA6262,311,314,627,103,49,153,41,99,139,10,4,18,12,4,13,170,161,328,109,120,226,6,2.5,4.3,53.7,50.5,52.1,50.5,49.2,49.8,6,6,13,0,8,12,26,35,64,13,31,43,91,39,127,0,6,9,9,7,14,99,52,154,287,283,572,32,34,74,231,223,454,72,80,149
POA6271,1347,1443,2798,603,318,916,159,412,575,70,64,130,19,30,50,848,821,1672,399,542,942,2.2,3.5,2.9,62.7,56.9,59.7,61.3,54.9,58,18,34,53,12,41,54,99,181,276,83,128,208,403,254,653,12,40,56,27,36,59,441,329,770,1354,1450,2802,188,209,400,961,1004,1970,520,569,1094
POA6275,670,630,1306,199,108,306,96,162,259,25,24,48,16,14,26,342,301,644,251,257,516,4.4,4.3,4.4,50.3,48,49.2,48.1,46,47,14,21,27,12,30,35,53,72,125,47,81,127,172,62,240,5,8,14,7,11,22,192,88,280,586,550,1133,80,94,176,437,398,836,216,225,439
POA6280,11919,13100,25018,4855,2678,7526,1691,3850,5535,529,486,1015,254,236,501,7328,7258,14583,3818,5178,9004,3.5,3.3,3.4,61.5,55.4,58.3,59.3,53.6,56.3,207,278,492,142,369,511,948,1750,2703,914,1372,2286,3600,2007,5612,191,294,488,176,346,521,3970,2646,6616,11456,12436,23887,2241,2450,4690,7426,7962,15390,5635,6267,11905
POA6281,3325,3440,6765,1328,659,1991,545,1195,1742,207,179,389,41,42,79,2121,2073,4195,930,1154,2085,1.9,1.9,1.9,63.8,60.3,62,62.6,59.1,60.9,132,114,241,38,121,158,509,788,1297,338,503,842,926,377,1304,34,63,98,55,92,143,1017,532,1549,3200,3282,6486,653,707,1357,1964,1906,3870,1693,1865,3558
POA6282,632,612,1246,244,126,369,118,203,326,37,35,73,12,9,17,409,377,786,174,188,364,2.2,2.1,2.2,65,61.5,63.3,63.6,60.2,61.9,30,23,56,9,32,44,134,174,312,81,84,160,141,57,199,6,13,23,12,12,28,167,85,251,608,567,1174,119,100,219,432,407,839,254,245,498
POA6284,1049,1096,2145,499,232,737,165,423,596,61,50,116,22,12,35,758,728,1480,184,267,449,3,1.9,2.5,71.8,66.4,69.1,69.6,65.1,67.3,23,42,64,23,38,57,160,282,437,89,133,222,290,125,412,10,23,30,15,27,38,316,175,488,1045,1017,2063,215,249,466,633,606,1239,545,590,1134
POA6285,4142,4234,8379,1765,931,2696,759,1491,2255,250,237,488,81,75,153,2856,2734,5591,899,1225,2121,2.9,2.7,2.8,68.9,64.6,66.7,66.9,62.9,64.9,156,172,325,74,168,239,606,925,1533,359,549,902,1099,545,1642,63,82,138,72,96,169,1231,718,1950,3906,4063,7962,869,861,1726,2397,2463,4864,2090,2191,4283
POA6286,344,330,678,152,55,206,65,112,177,24,18,42,4,9,16,241,199,443,69,102,177,2.9,4.5,3.6,70.4,59.9,65.3,68.4,57.2,62.9,6,16,22,6,6,19,50,83,127,31,41,70,97,45,138,4,6,13,6,10,12,109,60,165,332,294,624,62,74,133,181,164,343,177,193,366
POA6288,265,233,505,120,49,170,45,79,128,18,16,39,12,5,13,200,148,351,47,73,122,5.5,2.7,4.3,74.7,63.6,69.5,70.6,61.9,66.5,5,8,11,3,0,5,25,41,65,18,19,37,76,33,112,4,8,6,3,4,8,89,41,128,241,246,485,41,35,73,178,156,329,92,108,210
POA6290,808,849,1660,168,97,267,124,206,332,24,34,60,9,9,15,328,347,674,414,446,862,3.4,2.3,2.8,40.2,41,40.6,38.8,40,39.5,20,21,40,9,19,32,60,92,151,60,107,168,221,103,329,15,13,23,11,24,39,244,141,387,673,720,1392,140,131,273,472,507,978,315,332,640
POA6302,1502,1487,2992,489,285,778,166,341,510,72,61,129,46,35,88,778,727,1502,572,640,1213,6.4,5.4,5.9,52,48.7,50.4,48.7,46.1,47.4,24,38,60,10,44,56,98,161,262,98,169,269,351,175,525,18,27,46,36,31,68,406,229,640,1358,1380,2742,201,210,407,1004,1001,2001,510,541,1054
POA6304,751,714,1468,234,115,349,75,146,224,32,33,72,24,24,42,366,323,682,289,314,598,6.1,6.5,6.3,48.2,45.2,46.8,45.3,42.3,43.8,5,9,17,7,13,17,41,86,132,44,62,109,170,80,247,10,10,17,11,16,25,181,101,286,651,647,1297,75,71,147,500,476,983,194,214,412
POA6306,407,397,810,175,81,258,36,93,124,20,22,38,16,8,21,243,203,446,126,166,294,5,5,5,58.6,50.6,54.7,55.7,48.1,52,3,4,11,4,13,16,17,44,58,15,30,45,77,60,131,6,5,9,5,7,8,90,70,159,388,371,765,45,52,97,284,271,551,125,138,263
POA6308,689,637,1326,275,112,388,57,136,192,26,20,42,32,11,38,388,279,670,226,280,511,7.5,4.6,6.3,56.4,44.3,50.6,52.2,42.3,47.4,4,4,8,6,5,13,24,55,85,32,68,99,159,80,235,13,12,23,13,19,33,180,106,289,630,578,1210,94,83,178,471,416,890,218,216,433
POA6309,138,117,256,55,26,83,19,29,43,0,0,4,5,3,3,79,63,141,51,42,91,4,3.2,3.6,55.6,53.4,54.5,53.3,51.7,52.6,0,5,5,0,3,4,10,12,19,16,6,23,37,9,44,0,9,9,0,4,8,36,23,60,135,109,250,5,8,14,104,84,189,32,32,69
POA6311,267,238,506,110,58,172,31,62,91,11,15,25,7,3,7,157,139,298,83,78,162,3.2,2.2,2.7,58.9,58.2,58.5,57,56.9,56.9,0,0,4,0,4,6,11,29,40,23,19,43,59,36,97,4,6,12,0,3,3,69,47,107,262,242,495,24,26,52,194,177,378,76,82,153
POA6312,1858,1915,3770,758,469,1230,216,439,655,65,67,131,66,53,120,1101,1033,2135,543,675,1219,5.8,5.1,5.5,59.3,53.8,56.5,55.9,51.1,53.4,23,22,42,18,41,62,142,240,380,90,176,266,446,244,691,27,45,71,19,30,45,480,321,802,1628,1726,3352,331,336,670,1155,1190,2345,723,771,1497
POA6313,94,104,203,50,26,75,10,29,40,0,3,3,0,0,0,59,61,121,30,42,71,0,3.4,1.7,62.8,55.7,59,62.8,53.8,58,0,3,3,0,0,5,4,12,20,3,7,11,17,17,33,0,4,4,0,4,6,23,21,44,108,104,217,3,11,16,82,87,168,22,28,46
POA6315,780,791,1577,304,137,441,74,210,275,46,40,87,25,19,40,439,404,847,257,299,559,5.2,3.7,4.5,56.4,50.9,53.7,53.5,49,51.2,9,4,13,3,17,13,43,95,133,32,48,81,170,81,254,9,9,20,9,15,21,183,111,294,730,691,1414,102,124,229,551,532,1084,235,246,473
POA6316,157,151,313,78,39,117,20,38,56,4,4,9,4,6,4,107,82,184,42,54,96,2.9,2.5,2.7,64.4,54,59.4,62.5,52.7,57.7,0,0,0,0,3,5,12,22,34,7,21,27,34,22,56,3,6,16,0,3,4,36,37,78,166,149,316,19,17,38,126,103,225,48,55,102
POA6317,1684,1605,3293,748,380,1135,198,371,571,73,61,133,54,41,100,1071,857,1932,441,588,1033,5.1,5,5.1,63.6,53.5,58.7,60.3,50.9,55.7,10,18,31,11,31,34,74,144,222,64,95,162,349,184,534,34,43,79,27,33,58,416,255,670,1567,1499,3064,258,262,521,1120,1036,2153,596,618,1217
POA6318,192,186,380,106,38,144,14,63,79,8,9,18,8,4,11,138,107,245,39,58,93,5.1,3.7,4.5,71.4,58,64.7,67.7,55.9,61.8,0,7,7,0,3,5,12,40,53,13,22,29,41,23,65,0,3,6,0,3,3,49,30,72,194,183,376,26,30,58,143,132,283,57,71,129
POA6320,225,210,435,112,39,154,18,49,65,5,15,19,3,5,12,140,104,243,59,75,138,4.3,6.6,5.3,62.1,50,56.3,59.5,46.7,53.3,0,4,3,0,4,4,9,27,35,7,18,21,42,19,60,5,3,4,7,0,6,52,31,79,227,224,453,23,17,36,179,169,346,65,57,116
POA6321,196,191,393,99,38,133,15,55,70,11,10,21,3,7,7,129,107,235,50,69,113,3.9,2.8,3.4,64.6,54.6,59.7,62.1,53.1,57.7,0,0,0,0,6,6,10,21,25,3,9,19,36,29,67,5,4,14,4,0,4,49,38,80,198,196,392,19,24,44,158,142,297,49,62,116
POA6322,92,101,198,31,23,53,8,26,32,6,4,12,0,0,4,48,49,98,34,36,75,3.9,6,5,53.1,50,51.5,51,47,49,0,0,0,0,0,0,5,3,13,3,9,20,24,10,35,5,0,3,0,0,0,25,12,38,99,97,198,7,8,16,71,69,142,23,35,54
POA6323,469,427,890,137,72,210,57,92,149,19,17,40,6,14,19,223,199,417,203,189,392,3.6,6.7,5,47.6,46.1,46.9,45.9,43,44.5,6,3,13,4,12,17,26,41,61,29,42,72,105,67,169,10,13,20,7,10,12,115,88,206,440,398,841,49,59,102,319,279,598,158,157,311
POA6324,1568,1529,3100,601,290,896,185,377,557,82,66,148,34,34,64,896,764,1665,504,594,1098,3.6,3.9,3.7,57.2,50.1,53.7,55.1,48.1,51.7,23,30,53,12,30,36,109,191,296,88,172,262,365,217,580,26,48,72,29,35,61,417,300,718,1433,1409,2848,178,197,376,1005,994,1993,541,549,1094
POA6326,224,221,441,114,54,164,26,60,89,12,15,26,0,0,5,155,129,284,39,60,107,1.3,0.8,1,70.7,59.2,65,69.8,58.7,64.3,5,3,7,0,6,3,26,27,47,16,22,35,43,30,71,0,3,5,9,5,9,49,37,88,212,198,409,23,26,51,150,135,289,78,82,155
POA6327,121,91,212,43,21,62,14,27,45,3,8,10,8,3,7,70,56,123,25,25,50,11.4,3.6,7.9,59.8,60.9,60.3,53,58.7,55.5,0,0,0,0,9,9,6,7,12,12,11,23,27,14,45,0,8,8,0,0,0,27,19,50,104,90,190,16,18,37,86,74,164,29,26,56
POA6328,184,159,347,92,41,135,20,51,71,13,3,15,0,9,11,127,105,229,38,44,85,2.3,5.8,3.9,69.2,65,67.2,67.6,61.3,64.6,0,0,0,0,3,3,16,19,34,12,12,25,45,23,66,0,10,6,5,6,7,49,32,87,183,159,338,27,31,57,114,101,217,71,81,150
POA6330,15249,16149,31396,5949,3423,9374,2159,4512,6669,619,587,1208,399,291,693,9134,8814,17952,5206,6512,11718,4.4,3.3,3.9,59.9,54.6,57.2,57.3,52.8,55,340,426,762,194,435,633,1237,2267,3507,1122,1814,2938,4182,2414,6597,299,428,729,216,401,615,4690,3245,7940,14517,15455,29971,2548,2751,5306,9653,10112,19766,6549,7294,13847
POA6333,2529,2695,5225,752,437,1195,444,731,1182,110,113,216,58,39,103,1370,1323,2693,920,1133,2050,4.3,3.2,3.8,54.1,49.1,51.5,51.8,47.6,49.6,117,128,243,51,110,165,328,488,818,205,357,556,635,296,929,29,52,83,36,61,100,704,407,1107,2313,2451,4760,438,460,894,1544,1573,3118,1090,1203,2302
POA6335,305,282,585,167,68,231,32,71,109,7,6,15,10,9,17,212,155,370,64,102,167,3.7,5.8,4.6,70,55,62.8,67.4,51.8,59.9,0,7,8,4,3,8,27,33,59,12,19,36,73,42,109,5,5,9,3,3,12,81,49,128,302,288,597,46,35,79,207,200,408,119,101,221
POA6336,159,117,277,89,29,118,16,40,56,9,9,19,3,0,4,117,84,197,18,29,48,3.3,1.2,2.5,77.4,68.1,73.4,74.8,67.2,71.5,0,0,0,0,4,4,7,25,33,8,9,11,32,6,40,0,4,4,0,0,0,33,12,46,144,113,257,17,23,37,103,67,174,45,50,98
POA6337,224,183,414,133,53,192,21,44,71,9,12,19,0,3,11,162,116,283,26,38,67,1.8,4.3,2.8,73,63.2,68.6,71.7,60.5,66.7,0,4,4,0,4,6,13,26,41,6,20,27,52,25,74,6,3,6,0,6,8,58,34,89,200,158,356,55,39,97,134,101,232,96,89,181
POA6338,306,278,585,155,81,236,32,81,111,9,11,20,4,3,7,203,172,373,101,91,186,2,2.3,2.1,65.3,62.8,64.1,64,61.4,62.7,3,7,8,0,3,10,22,51,70,15,26,42,75,37,107,4,3,12,4,8,6,79,50,129,304,262,569,51,55,108,196,162,358,132,145,276
POA6341,108,87,195,68,27,99,7,23,29,6,5,13,0,0,0,80,58,138,22,30,45,0,1.8,0.7,76.1,65.1,71.3,76.1,64,70.8,0,0,3,0,0,6,3,10,15,4,7,15,20,10,34,3,0,3,0,4,0,22,17,36,102,94,193,30,13,43,79,62,145,45,33,78
POA6343,102,80,174,66,25,95,3,20,21,3,6,6,0,5,5,72,54,124,11,7,22,0,5.7,2.4,72.3,69.7,71.2,72.3,65.8,69.5,0,0,5,0,3,3,9,22,31,3,3,10,21,10,27,0,0,0,4,0,4,25,10,35,97,80,174,10,4,18,81,62,143,17,10,32
POA6346,394,290,684,222,104,331,29,68,93,26,11,43,10,5,12,283,187,474,53,79,133,3.1,2.1,2.7,73.1,64.3,69.4,70.8,62.9,67.4,8,3,11,0,8,3,31,51,79,17,28,42,94,37,130,7,12,19,4,3,5,104,47,156,330,290,622,65,57,121,218,175,396,159,141,301
POA6348,455,447,903,187,85,275,41,93,137,24,27,54,9,3,15,269,211,477,140,200,342,3.4,2.4,2.9,59.2,46.4,52.8,57.2,45.3,51.3,6,12,16,5,4,8,27,55,87,34,47,83,128,44,174,0,4,11,5,11,17,139,68,202,376,357,736,128,124,250,207,191,389,255,256,509
POA6350,135,137,273,56,28,83,16,27,47,4,9,9,7,3,11,79,64,147,34,47,81,7.7,4.5,6.2,56.5,48.2,52.3,52.2,46,49.1,0,0,0,0,0,0,6,11,17,8,12,17,28,17,43,4,5,3,0,4,6,30,23,56,116,129,244,10,12,24,87,93,181,33,33,68
POA6351,27,16,47,16,0,22,0,9,6,0,0,0,0,0,0,17,11,32,3,0,11,5,0,3.1,71.4,75,72.7,67.9,75,70.5,0,0,0,0,0,0,0,6,4,4,0,4,10,0,10,0,0,0,0,0,0,10,4,7,30,21,49,0,0,0,28,14,47,4,0,4
POA6352,75,56,130,37,12,48,8,15,24,0,4,4,3,0,7,37,33,75,9,12,26,4.9,3,4.1,53.9,58.9,56.1,51.3,57.1,53.8,0,0,0,0,3,3,6,7,16,0,3,4,8,4,13,0,3,3,0,0,0,8,7,15,67,50,123,3,8,10,54,41,96,16,16,31
POA6353,332,295,633,229,96,318,23,87,108,10,16,28,0,0,3,260,195,462,46,83,125,0.4,0.5,0.4,78.7,66.7,73,78.4,66.3,72.7,3,0,3,0,3,0,19,56,76,10,32,42,97,34,132,3,0,4,3,7,11,105,40,145,331,299,626,53,54,108,238,212,449,122,105,229
POA6355,196,161,354,127,56,185,21,49,71,6,9,15,3,3,3,157,113,272,16,34,53,1.9,2.7,2.2,82,70.6,76.8,80.4,68.8,75.1,0,0,0,0,6,6,13,33,43,7,18,29,31,16,45,3,4,5,3,4,9,39,22,57,185,158,342,28,21,49,142,123,269,55,45,100
