POA_CODE_2021,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
POA2019,178,33,11,0,224,0,0,0,224,7,0,231,190,50,9,0,253,0,0,0,253,4,0,257,106,21,17,0,146,0,0,0,146,6,0,152,3,0,0,0,3,0,0,0,3,0,0,6,480,96,37,6,625,0,0,0,625,15,0,646,4,0,0,0,5,0,0,0,5,0,0,3,5,4,0,0,8,0,0,0,8,0,0,8,7,5,0,0,12,0,0,0,12,0,0,12,486,104,37,6,637,0,0,0,637,21,0,654,102,18,9,3,127,0,0,0,127,16,0,148,3,0,0,0,3,0,0,0,3,0,0,4,592,122,43,10,771,0,0,0,766,35,6,804,235,40,7,0,286,0,0,3,289,10,0,295,186,29,5,0,224,0,0,0,224,3,0,234,19,3,7,0,28,0,0,0,28,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,439,74,24,0,537,0,0,3
POA2020,165,27,14,0,206,3,3,7,214,14,0,230,155,58,20,0,224,6,0,6,233,15,0,244,95,21,41,0,160,0,0,0,163,0,0,165,4,0,0,3,13,0,0,0,11,0,5,10,419,111,69,12,609,11,3,13,622,32,0,657,4,0,0,0,7,0,0,0,12,0,0,9,8,7,0,0,9,0,0,0,9,0,0,13,11,4,0,0,18,0,0,0,25,4,0,25,431,113,69,6,624,14,3,20,644,33,0,681,153,62,12,4,234,7,0,12,244,56,0,300,0,0,0,5,5,0,0,0,5,0,0,4,586,177,83,18,867,24,5,26,894,86,3,991,181,27,8,0,220,0,0,0,222,12,0,229,109,47,11,0,167,0,0,5,168,8,0,178,22,8,6,0,40,0,0,0,40,3,0,40,3,0,0,4,7,0,0,0,10,0,0,10,309,80,27,8,431,4,0,6
POA2021,175,11,7,0,193,0,0,0,193,7,0,197,160,15,0,0,177,0,0,0,179,3,0,182,83,6,8,0,94,0,0,0,94,10,0,102,4,0,0,0,4,0,0,0,4,0,0,7,424,33,12,0,467,0,0,0,473,16,0,490,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,9,0,0,0,9,0,0,9,430,30,12,0,479,0,0,0,483,16,0,500,92,15,9,0,113,6,0,6,114,5,0,117,0,0,0,0,0,0,0,0,0,0,6,4,517,48,23,0,588,9,0,9,596,19,5,618,161,15,0,0,178,6,0,6,181,3,0,186,131,24,5,0,162,0,0,0,164,0,0,160,13,0,3,0,18,0,0,0,18,0,0,18,0,0,0,3,6,0,0,0,6,0,0,6,301,45,12,0,361,4,0,4
POA2022,160,5,12,0,181,5,0,5,183,9,0,193,131,20,0,0,152,5,0,5,153,12,0,166,68,12,8,0,93,0,0,0,91,3,0,100,7,0,0,3,7,0,0,0,7,0,0,7,362,45,18,3,430,6,0,6,435,20,4,456,5,0,0,0,5,0,0,0,5,0,0,5,6,0,0,0,6,0,0,0,6,0,0,6,12,0,0,0,12,0,0,0,12,0,0,12,376,45,18,3,442,6,0,6,449,20,4,470,97,6,5,0,109,0,0,0,108,7,0,116,0,0,0,0,0,0,0,0,0,0,4,4,473,48,23,4,547,11,0,11,555,25,4,583,207,13,10,0,231,4,0,4,235,13,0,246,145,20,0,0,165,3,0,3,168,3,0,169,9,6,4,0,11,0,0,0,11,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5,365,35,13,0,415,4,0,4
POA2023,99,7,0,0,104,3,0,3,109,4,0,118,96,25,6,0,122,0,0,0,126,6,0,128,50,9,0,0,56,0,0,0,56,3,0,61,3,0,0,4,8,0,0,0,8,0,0,8,244,36,8,4,294,3,0,3,300,9,0,311,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,9,0,0,9,4,0,0,0,7,0,0,0,7,0,0,7,256,41,8,9,302,3,0,3,313,9,0,319,97,14,0,3,115,0,0,0,116,7,0,128,0,0,0,0,0,0,0,0,0,0,3,6,349,51,7,10,419,11,0,13,429,15,3,446,126,15,0,5,143,3,0,7,155,5,0,153,109,26,0,0,138,0,0,0,138,7,0,143,10,6,0,0,15,0,0,0,15,0,0,15,3,0,0,6,8,0,0,0,8,0,0,8,259,43,0,6,312,3,0,7
POA2024,155,8,4,0,165,0,0,0,165,7,0,174,136,10,0,0,149,3,0,3,150,10,0,159,70,5,9,0,83,0,0,0,83,3,0,89,3,0,0,4,7,0,0,0,7,0,0,7,371,24,5,3,405,3,0,3,408,14,0,424,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,9,373,24,5,3,408,3,0,3,411,15,0,432,89,17,0,0,108,0,0,0,107,5,0,115,0,0,0,3,6,0,0,0,6,0,3,3,457,49,7,5,516,3,0,3,521,23,4,550,172,22,3,0,192,5,0,5,201,3,0,205,190,13,0,0,202,0,0,0,202,0,0,206,12,6,4,0,17,0,0,0,17,3,0,23,0,0,0,6,5,0,0,0,5,0,0,8,370,37,4,8,420,8,0,8
POA2025,64,0,0,0,70,0,0,0,70,5,0,72,88,21,7,0,114,0,0,0,114,0,0,113,27,9,4,0,33,0,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,182,30,5,3,218,0,0,0,218,3,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,30,5,3,217,0,0,0,217,3,0,224,65,4,0,0,62,0,0,0,67,4,0,64,0,0,0,0,4,0,0,0,4,0,0,4,240,28,5,4,289,0,0,0,287,5,0,295,108,6,4,8,129,0,0,0,129,3,0,132,66,11,0,0,82,0,0,0,82,3,0,85,4,0,0,0,11,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,182,23,3,8,217,0,0,0
POA2026,368,42,13,0,421,6,0,6,423,15,0,443,412,61,11,0,491,5,0,9,497,12,4,509,201,30,24,0,253,3,0,3,259,4,0,270,3,0,0,0,8,0,0,0,8,0,3,13,985,133,50,3,1169,13,0,16,1189,37,11,1234,5,0,0,0,6,4,0,4,12,0,0,12,15,0,0,0,17,0,0,0,17,0,0,17,20,0,0,0,25,4,0,4,28,0,0,28,1006,137,50,3,1194,13,0,15,1212,37,11,1259,257,39,14,11,321,4,0,4,331,41,0,373,0,0,0,0,0,0,0,0,0,0,3,10,1262,177,64,17,1524,21,0,24,1545,75,15,1641,317,42,9,0,373,6,0,6,378,29,0,406,330,44,0,5,383,7,0,10,392,5,0,395,27,5,10,0,46,0,0,0,46,0,0,46,3,0,0,0,4,0,0,0,4,0,3,7,686,91,25,3,812,8,0,7
POA2027,39,4,0,0,38,3,0,3,47,0,0,41,36,11,0,0,52,0,0,0,49,0,0,56,38,7,4,0,45,0,0,0,45,0,0,45,0,0,0,0,4,0,0,0,4,0,0,4,111,13,9,3,143,4,0,4,145,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,116,13,9,3,141,4,0,4,148,0,0,154,49,8,0,0,56,0,0,0,56,4,0,65,0,0,0,0,0,0,0,0,0,0,3,6,168,18,7,6,203,4,0,4,204,10,3,215,66,6,0,0,70,0,0,0,68,0,0,71,49,11,0,0,66,0,0,0,66,3,0,65,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,4,118,19,0,0,142,0,0,0
POA2028,50,10,0,0,62,0,0,0,63,6,0,65,34,0,0,0,42,0,0,0,40,0,0,44,25,3,6,0,33,0,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,107,19,7,3,136,0,3,5,137,4,0,143,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,114,19,7,3,142,0,3,5,145,4,0,146,45,3,0,0,53,3,0,3,55,4,0,59,0,0,0,0,0,0,0,0,0,0,0,0,158,20,11,3,192,6,3,8,197,8,0,209,30,6,0,0,42,0,0,0,44,3,0,41,30,11,0,0,36,0,0,0,36,0,0,35,8,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,63,11,5,0,82,0,0,0
POA2029,100,7,0,0,103,0,0,0,111,5,0,109,137,23,0,0,160,0,0,0,160,11,0,169,39,14,8,0,61,0,0,0,61,6,0,63,0,0,0,0,0,0,0,0,0,0,0,0,270,43,8,0,329,0,0,0,329,17,0,338,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,7,0,0,0,7,0,0,7,277,43,12,0,333,0,0,0,330,17,0,349,73,10,4,3,92,6,0,6,95,9,0,99,0,0,0,0,0,0,0,0,0,0,0,0,350,57,12,0,428,3,0,3,425,22,0,448,101,7,0,0,112,0,0,0,117,5,0,124,131,28,0,4,164,0,0,0,163,8,0,172,12,6,3,0,16,0,0,0,16,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,246,41,4,0,296,0,0,0
POA2030,116,5,0,0,129,0,0,0,128,7,0,131,173,34,0,0,211,0,0,0,213,3,0,217,42,8,7,0,57,0,0,0,57,0,0,53,0,0,0,8,12,0,0,0,12,0,3,9,335,44,12,8,399,5,0,5,404,11,3,418,4,0,0,0,4,0,0,0,8,0,0,8,5,5,0,0,8,0,0,0,8,0,0,10,9,8,0,0,11,0,0,0,13,0,0,17,343,52,12,8,414,6,0,6,420,14,3,431,118,27,3,3,147,3,0,3,149,15,0,158,0,0,0,0,4,0,0,0,4,0,0,4,462,75,14,12,562,8,0,8,567,23,3,593,198,26,3,0,221,0,0,0,221,12,0,234,209,30,7,0,245,3,0,3,250,7,0,261,26,3,0,0,32,0,0,0,32,0,0,32,3,0,0,6,12,0,0,0,12,0,0,12,442,59,12,6,516,3,0,3
POA2031,363,48,14,0,425,6,0,6,435,20,0,457,433,63,4,6,506,10,0,8,512,11,0,528,237,29,19,0,293,8,0,8,298,5,0,297,4,0,0,6,12,0,0,0,12,3,0,17,1039,138,40,15,1234,18,0,22,1261,45,3,1300,9,4,0,0,13,0,0,0,16,0,0,16,16,4,0,0,25,0,0,0,25,0,0,25,26,5,0,0,33,0,0,0,37,0,0,37,1070,146,42,18,1271,17,0,20,1293,45,3,1338,244,28,12,3,282,4,3,4,288,19,0,305,4,0,0,8,6,0,0,0,6,0,4,12,1316,171,51,21,1562,25,3,25,1592,62,6,1659,475,62,12,0,552,5,3,9,562,26,0,593,386,57,9,0,453,6,0,6,458,7,4,466,46,7,3,0,64,0,0,0,64,4,0,66,4,0,0,0,11,0,0,0,11,0,0,11,919,132,29,3,1084,10,3,15
POA2032,141,14,10,0,163,0,0,0,170,10,0,174,126,18,6,0,145,5,0,3,154,4,0,155,50,13,8,0,68,0,0,0,68,5,0,67,0,0,0,0,0,0,0,0,0,0,0,0,312,42,22,0,378,3,3,6,385,12,4,399,0,3,0,0,3,0,0,0,3,0,0,6,4,0,0,0,4,0,0,0,4,0,0,4,6,3,0,0,7,0,0,0,7,0,0,8,318,45,22,0,384,3,3,6,396,15,4,409,75,23,9,5,103,3,0,3,108,15,0,125,0,0,0,0,0,0,0,0,0,0,0,0,400,62,26,5,493,9,3,10,498,29,4,538,161,22,7,0,191,6,0,6,202,14,0,213,149,25,7,0,181,4,0,4,182,11,0,192,24,4,5,0,36,0,0,0,34,0,0,34,3,0,0,0,5,0,0,0,5,0,0,4,338,55,11,0,411,9,0,11
POA2033,98,16,0,0,110,3,0,3,113,7,0,121,84,21,5,0,110,0,0,0,110,3,0,112,44,4,8,0,59,0,0,0,58,4,0,56,3,0,0,0,3,0,0,0,3,0,0,3,230,37,15,0,279,8,0,8,280,12,0,293,0,0,0,0,4,0,0,0,4,0,0,8,6,0,0,0,6,0,0,0,6,0,0,6,6,0,0,0,7,0,0,0,7,0,0,12,232,41,15,0,286,8,0,8,290,9,0,303,80,16,9,0,102,0,0,0,99,12,0,115,0,0,0,0,0,0,0,0,0,0,0,0,307,55,22,0,386,8,0,8,392,27,3,421,117,21,4,0,144,0,0,0,148,7,0,150,109,18,0,0,122,0,0,0,122,8,0,136,10,5,0,0,21,0,0,0,21,0,0,16,0,0,0,0,4,0,0,0,4,0,0,4,234,45,7,3,291,0,0,0
POA2034,186,23,10,0,212,7,0,7,221,5,0,230,228,37,10,4,275,4,0,4,276,10,0,280,133,19,13,0,161,0,0,0,161,0,0,159,5,0,0,6,8,0,0,0,8,0,0,8,547,73,20,7,659,9,0,9,663,12,0,680,4,0,0,0,7,0,0,0,7,0,0,7,9,0,0,0,14,0,0,0,14,0,0,14,10,4,0,0,17,0,0,0,17,0,0,17,563,82,26,10,680,9,0,9,682,12,0,700,144,18,10,3,173,0,0,0,172,6,0,180,3,0,0,0,3,0,0,0,3,0,0,3,709,99,34,12,849,8,0,8,862,19,0,882,275,29,6,0,313,0,0,0,317,15,0,334,223,20,0,0,252,3,0,3,257,5,0,256,26,9,7,0,44,0,0,0,44,0,0,41,0,0,0,5,3,0,0,0,3,0,0,4,528,64,13,3,609,5,0,4
POA2035,334,47,10,0,390,14,0,11,398,20,0,422,370,71,26,0,462,4,0,4,469,14,0,486,189,20,17,4,232,6,0,6,230,6,0,237,0,3,0,10,9,0,0,0,9,0,0,14,891,140,48,14,1097,16,3,18,1117,40,0,1164,5,0,0,0,7,0,0,0,7,0,0,7,16,0,3,3,28,0,0,0,28,0,0,25,25,0,3,3,30,0,0,0,30,0,0,30,919,143,49,17,1128,16,3,18,1152,42,0,1194,230,38,11,0,287,3,0,8,297,35,0,332,3,0,0,3,7,0,0,0,7,0,12,16,1154,186,62,24,1426,24,5,27,1453,78,13,1543,464,76,13,4,559,8,0,8,568,22,0,589,422,90,12,3,524,3,5,10,534,17,0,552,67,11,11,0,86,0,0,0,86,3,0,93,4,0,0,10,6,0,0,0,6,0,0,8,954,176,36,14,1180,15,5,16
POA2036,282,41,13,0,341,7,0,11,350,15,0,367,378,49,26,4,460,3,3,4,466,10,3,477,169,35,21,0,229,8,0,8,234,11,0,249,7,0,0,3,13,0,0,0,13,0,0,13,842,126,58,16,1040,12,4,21,1062,40,3,1103,12,0,0,0,12,4,0,4,9,0,0,13,22,4,0,0,27,0,0,0,27,0,0,31,29,4,0,0,36,4,0,4,42,8,0,43,872,130,59,17,1079,18,4,23,1097,42,3,1146,245,64,16,11,341,5,4,8,348,69,0,414,0,0,0,0,9,0,0,0,9,0,5,5,1119,199,75,27,1422,20,4,30,1454,112,4,1568,413,73,20,0,512,12,0,15,521,17,0,547,334,119,19,13,485,7,4,8,487,20,0,507,59,18,17,0,93,0,0,0,93,4,0,96,5,0,0,3,8,0,0,0,8,0,0,8,815,211,59,18,1099,18,3,20
POA2037,138,18,3,0,160,5,5,8,166,7,0,173,98,16,7,0,125,4,0,6,127,6,0,132,62,11,6,5,79,0,0,0,84,4,0,90,5,0,0,0,7,0,0,0,7,0,0,7,297,50,16,5,363,11,6,10,378,18,0,397,9,0,0,0,10,0,0,0,7,0,0,7,4,0,0,0,4,0,0,0,4,0,0,4,8,0,0,0,8,0,0,0,13,0,0,13,308,47,16,0,381,14,6,16,392,18,0,412,66,18,8,0,93,5,0,5,98,13,0,110,0,0,0,0,0,0,0,0,0,0,0,3,377,66,25,0,471,15,6,20,489,29,0,523,147,24,0,0,176,4,0,6,178,8,0,189,87,20,5,0,108,0,0,0,110,0,0,116,13,0,0,0,14,0,0,0,14,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,249,40,11,0,302,5,0,4
POA2038,107,8,6,0,121,0,0,0,121,5,0,129,129,23,0,0,148,0,0,0,152,4,0,152,70,4,8,0,83,0,0,0,83,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,308,36,7,0,350,0,0,0,350,7,0,361,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,10,0,0,0,9,0,0,9,311,38,7,0,357,4,0,4,357,7,0,368,56,11,0,0,64,0,3,3,64,0,0,72,6,0,0,0,6,0,0,0,6,0,0,6,363,51,9,0,425,4,3,0,428,11,0,443,184,14,3,0,211,0,0,0,211,13,0,215,114,20,0,0,127,0,0,0,137,6,3,141,14,0,0,0,18,0,0,0,18,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,318,34,4,0,364,0,0,0
POA2039,170,14,0,0,182,4,0,4,193,0,0,193,111,17,3,0,130,0,0,0,130,4,0,135,69,6,9,3,84,0,0,0,84,0,0,85,3,0,0,0,3,0,0,0,3,0,0,3,348,37,11,3,402,4,0,4,402,5,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,349,39,11,3,403,4,0,4,405,5,0,416,62,10,4,0,77,0,0,0,78,10,0,87,0,0,0,0,0,0,0,0,0,0,0,0,415,50,13,3,481,5,0,5,489,12,0,498,165,13,0,0,182,4,0,4,186,4,0,190,92,13,4,0,107,0,0,0,107,7,0,115,7,3,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,267,26,5,0,302,4,0,4
POA2040,366,27,12,0,404,7,3,8,416,12,0,430,370,54,15,0,437,0,0,0,438,5,0,443,210,18,10,0,243,0,0,0,243,3,0,246,5,0,0,0,3,0,0,0,3,0,0,3,952,103,37,3,1097,11,3,14,1105,21,0,1129,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,6,0,0,0,13,0,0,13,959,103,34,3,1105,8,3,16,1117,21,0,1142,132,25,9,4,174,5,0,5,175,10,0,185,0,0,0,0,0,0,0,0,0,0,0,0,1097,131,48,6,1273,13,3,18,1291,33,0,1327,448,51,16,3,517,6,0,10,520,18,0,542,375,51,6,0,435,3,0,3,435,18,0,450,54,10,0,0,60,0,0,0,60,3,0,64,6,0,0,0,6,0,0,0,6,0,0,6,886,103,21,3,1010,9,0,8
POA2041,201,16,7,0,232,5,0,5,235,9,0,247,172,19,0,0,192,0,0,0,194,4,0,198,117,9,11,0,137,0,0,0,138,4,0,143,5,0,0,4,8,0,0,0,8,0,0,8,492,41,18,5,567,12,0,7,577,14,0,592,0,0,0,0,8,0,0,0,8,0,0,8,6,0,0,0,6,0,0,0,6,0,0,6,12,0,0,0,10,0,0,0,10,0,0,10,505,44,18,5,576,12,0,7,585,14,0,600,117,15,3,0,139,3,0,3,139,10,0,151,0,0,0,0,0,0,0,0,0,0,0,0,620,66,24,4,713,9,0,10,728,27,0,758,304,37,3,3,344,4,0,6,353,15,0,364,158,20,0,0,181,0,0,0,183,3,5,189,21,0,0,0,19,0,0,0,22,0,0,21,0,0,0,6,6,0,0,0,6,0,0,6,486,52,7,6,558,7,0,9
POA2042,135,10,9,0,155,0,0,0,155,6,0,166,148,32,3,0,183,3,0,3,189,3,0,190,70,11,12,0,92,0,0,0,96,6,0,103,0,0,0,4,5,0,0,0,5,0,0,5,360,51,23,7,442,4,0,4,448,18,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,361,55,23,7,444,4,0,4,449,18,0,467,59,19,5,0,77,3,0,3,81,19,0,104,4,0,0,0,4,0,0,0,4,0,0,4,417,72,25,7,523,5,0,5,532,39,0,568,169,19,9,0,196,0,0,0,197,9,0,207,136,11,0,0,151,0,0,0,152,0,0,158,20,11,5,0,31,0,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,323,35,14,0,375,5,0,5
POA2043,122,10,3,0,134,0,0,0,137,0,0,145,108,4,0,0,113,0,0,0,111,0,0,111,62,8,15,0,82,0,0,0,82,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,293,16,13,0,331,0,0,0,335,5,0,341,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,294,16,13,0,336,0,0,6,340,5,0,345,47,8,5,0,60,3,0,3,64,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,339,26,17,0,392,5,0,6,399,9,0,409,112,14,0,0,124,5,0,4,126,3,0,131,50,7,0,0,57,0,0,0,57,0,0,57,12,0,3,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,166,22,7,0,194,5,0,4
