poa_code,postcode,seifa_irsd_score,seifa_irsd_national_rank,seifa_irsd_national_decile,seifa_irsd_national_percentile,seifa_irsd_state_rank,seifa_irsd_state_decile,seifa_irsd_state_percentile,seifa_irsd_minimum_sa1_score,seifa_irsd_maximum_sa1_score,seifa_irsd_population_without_sa1_score_share,seifa_irsad_score,seifa_irsad_national_rank,seifa_irsad_national_decile,seifa_irsad_national_percentile,seifa_irsad_state_rank,seifa_irsad_state_decile,seifa_irsad_state_percentile,seifa_irsad_minimum_sa1_score,seifa_irsad_maximum_sa1_score,seifa_irsad_population_without_sa1_score_share,seifa_ier_score,seifa_ier_national_rank,seifa_ier_national_decile,seifa_ier_national_percentile,seifa_ier_state_rank,seifa_ier_state_decile,seifa_ier_state_percentile,seifa_ier_minimum_sa1_score,seifa_ier_maximum_sa1_score,seifa_ier_population_without_sa1_score_share,seifa_ieo_score,seifa_ieo_national_rank,seifa_ieo_national_decile,seifa_ieo_national_percentile,seifa_ieo_state_rank,seifa_ieo_state_decile,seifa_ieo_state_percentile,seifa_ieo_minimum_sa1_score,seifa_ieo_maximum_sa1_score,seifa_ieo_population_without_sa1_score_share,seifa_population,seifa_state,seifa_caution_low_sa1_representation,seifa_cross_state_boundary,seifa_irsd_excluded,seifa_irsd_national_percentile_scaled,seifa_irsad_excluded,seifa_irsad_national_percentile_scaled,seifa_ier_excluded,seifa_ier_national_percentile_scaled,seifa_ieo_excluded,seifa_ieo_national_percentile_scaled,seifa_score_missing_count,seifa_any_score_available,seifa_all_scores_available,seifa_any_index_excluded,seifa_source_year
POA5012,5012,866.31843401,125,1,5,20,1,6,761.51032687,969.05194572,0.0,890.25224804,253,1,10,45,2,14,830.81041626,949.57221835,0.0,894.37799902,131,1,5,21,1,7,808.93876449,991.79621142,0.0,932.02062834,811,4,31,127,4,38,892.68016293,969.1595476,0.0,11757,SA,False,False,False,0.05,False,0.1,False,0.05,False,0.31,0,True,True,False,2021
POA5013,5013,889.49540764,187,1,8,32,1,10,785.63995405,994.19446278,0.0013140604,893.76916641,267,2,11,48,2,15,826.90159098,975.03749425,0.0013140604,903.34300814,153,1,6,24,1,8,815.75562355,990.31286538,0.0013140604,913.45173217,562,3,22,88,3,26,850.83824826,977.12014159,0.0013140604,10654,SA,False,False,False,0.08,False,0.11,False,0.06,False,0.22,0,True,True,False,2021
POA5014,5014,966.59409449,775,3,30,117,4,35,801.84718664,1067.3756907,0.0006380094,947.05703167,871,4,34,139,5,42,813.34201229,1028.8377642,0.0006380094,944.4724915,428,2,17,64,2,19,788.93776911,1025.1275835,0.0006380094,949.24843411,1030,4,40,155,5,46,807.83201629,1008.899815,0.0006380094,12539,SA,False,False,False,0.3,False,0.34,False,0.17,False,0.4,0,True,True,False,2021
POA5015,5015,974.39470132,879,4,34,131,4,39,844.94445139,1069.2336229,0.0006660007,960.81685352,1067,5,41,162,5,48,866.91349189,1062.3994607,0.0006660007,921.42789284,232,1,9,37,2,11,766.04399428,976.98250363,0.0006660007,977.15408975,1400,6,54,195,6,58,903.9647528,1082.0970809,0.0006660007,6006,SA,False,False,False,0.34,False,0.41,False,0.09,False,0.54,0,True,True,False,2021
POA5016,5016,1011.1735769,1456,6,56,209,7,62,849.51318875,1095.6090037,0.0,988.58445854,1459,6,56,219,7,65,877.94873745,1079.7804704,0.0,985.35795648,1043,4,40,169,5,50,832.56883999,1077.1282463,0.0,984.70221039,1490,6,57,204,7,61,912.308063,1080.2910537,0.0,9306,SA,False,False,False,0.56,False,0.56,False,0.4,False,0.57,0,True,True,False,2021
POA5017,5017,884.40398744,165,1,7,26,1,8,770.03146774,1030.193408,0.0,872.79592576,156,1,6,27,1,8,783.42040293,1000.3588145,0.0,887.45946379,117,1,5,17,1,6,797.46307664,1010.7619765,0.0,883.26506679,232,1,9,47,2,14,813.02604189,994.64582274,0.0,5200,SA,False,False,False,0.07,False,0.06,False,0.05,False,0.09,0,True,True,False,2021
POA5018,5018,1019.607065,1578,7,61,218,7,65,886.04082424,1075.9027298,0.0023214286,980.93495656,1352,6,52,199,6,59,873.13028173,1044.2454005,0.0023214286,1009.6359856,1438,6,55,220,7,65,862.263321,1083.784441,0.0023214286,954.13575471,1108,5,43,162,5,48,872.62302032,1017.1460319,0.0023214286,5600,SA,False,False,False,0.61,False,0.52,False,0.55,False,0.43,0,True,True,False,2021
POA5019,5019,988.47314556,1092,5,42,158,5,47,595.14246451,1067.3061641,0.0,979.98178458,1337,6,51,197,6,59,677.69814563,1063.6679498,0.0,955.04456653,545,3,21,90,3,27,646.97708591,1034.3293224,0.0,1001.2045799,1661,7,64,231,7,68,804.95788825,1087.9825348,0.0,9385,SA,False,False,False,0.42,False,0.51,False,0.21,False,0.64,0,True,True,False,2021
POA5020,5020,1057.4115557,2110,9,81,285,9,85,991.97769239,1081.4561438,0.0,1032.2026255,1943,8,75,280,9,83,958.10978215,1070.4431392,0.0,1039.7531516,1901,8,73,263,8,78,956.57737576,1078.7005434,0.0,1017.9401151,1831,7,70,258,8,76,949.20470841,1079.2125549,0.0,3236,SA,False,False,False,0.81,False,0.75,False,0.73,False,0.7,0,True,True,False,2021
POA5021,5021,1057.4468474,2111,9,81,286,9,85,934.11159771,1097.3132914,0.0,1036.4350331,1980,8,76,285,9,85,932.80830951,1089.5314109,0.0,1026.0293345,1708,7,66,248,8,74,954.67761669,1102.6252946,0.0,1019.2855782,1849,8,71,261,8,77,948.11976588,1078.6120526,0.0,6768,SA,False,False,False,0.81,False,0.76,False,0.66,False,0.71,0,True,True,False,2021
POA5022,5022,1062.817011,2188,9,84,296,9,88,840.17699826,1109.4502868,0.0,1060.0099275,2172,9,83,308,10,91,849.47465306,1110.5870596,0.0,1024.2598466,1678,7,64,244,8,72,819.24399274,1106.7310578,0.0,1063.8280034,2154,9,82,302,9,89,891.38233879,1112.5896129,0.0,16343,SA,False,False,False,0.84,False,0.83,False,0.64,False,0.82,0,True,True,False,2021
POA5023,5023,960.7095644,695,3,27,98,3,29,598.82698188,1030.9619869,0.0,947.77259441,876,4,34,140,5,42,680.33960739,1012.6280223,0.0,935.42453041,326,2,13,47,2,14,673.36223237,1022.51875,0.0,959.63009403,1176,5,45,172,6,51,775.82568324,1015.1429397,0.0,17880,SA,False,False,False,0.27,False,0.34,False,0.13,False,0.45,0,True,True,False,2021
POA5024,5024,1042.0709644,1895,8,73,257,8,76,968.63357625,1096.3097462,0.0025221541,1029.3753582,1926,8,74,279,9,83,956.96633805,1082.9779897,0.0025221541,1016.1490362,1552,6,60,232,7,69,912.16402631,1080.367293,0.0025221541,1021.3842718,1869,8,72,263,8,78,944.909316,1072.8553252,0.0002726653,14670,SA,False,False,False,0.73,False,0.74,False,0.6,False,0.72,0,True,True,False,2021
POA5025,5025,1027.2804659,1695,7,65,237,7,70,925.85309412,1097.8897823,0.0,1009.5161004,1720,7,66,250,8,74,937.95678948,1064.3730362,0.0,998.12497971,1244,5,48,198,6,59,902.39108374,1078.5796663,0.0,1004.5895051,1694,7,65,239,8,71,939.27891186,1050.5581601,0.0,9358,SA,False,False,False,0.65,False,0.66,False,0.48,False,0.65,0,True,True,False,2021
POA5031,5031,1007.4945278,1407,6,54,203,6,60,901.67012194,1044.5355413,0.0,1016.3491953,1804,7,69,263,8,78,944.98816271,1053.7510159,0.0,944.04935036,421,2,17,63,2,19,799.00604237,1002.6152396,0.0,1057.3041301,2115,9,81,297,9,88,1024.2005729,1085.8460168,0.0,10108,SA,False,False,False,0.54,False,0.69,False,0.17,False,0.81,0,True,True,False,2021
POA5032,5032,1026.3117039,1675,7,64,233,7,69,936.36464334,1113.1985862,0.0,1018.3755943,1817,7,70,266,8,79,934.6368533,1117.3555265,0.0,980.58604255,940,4,36,151,5,45,851.91436307,1104.2403923,0.0,1023.1054699,1880,8,72,265,8,78,958.52592098,1106.3633527,0.0,13452,SA,False,False,False,0.64,False,0.7,False,0.36,False,0.72,0,True,True,False,2021
POA5033,5033,976.57434116,910,4,35,136,5,41,922.23430943,1041.0831847,0.0,974.76216171,1262,5,49,185,6,55,917.19441222,1027.8966735,0.0,919.5117913,221,1,9,35,2,11,797.56581128,965.03339751,0.0,1011.3158762,1764,7,68,250,8,74,940.60780204,1057.3441219,0.0,8870,SA,False,False,False,0.35,False,0.49,False,0.09,False,0.68,0,True,True,False,2021
POA5034,5034,1073.2185196,2313,9,89,311,10,92,1023.2054457,1120.9178856,0.0,1085.1339788,2328,9,89,322,10,95,1033.7598464,1138.5644347,0.0,1016.5778235,1559,6,60,233,7,69,949.05631315,1111.7150694,0.0,1121.8355735,2446,10,94,327,10,97,1072.8534379,1172.4247605,0.0,10148,SA,False,False,False,0.89,False,0.89,False,0.6,False,0.94,0,True,True,False,2021
POA5035,5035,1022.6474477,1618,7,62,223,7,66,949.02635897,1084.7691379,0.0,1024.3566997,1870,8,72,274,9,81,962.44717821,1081.488444,0.0,948.10250462,458,2,18,73,3,22,838.00626085,1019.0253121,0.0,1065.2219492,2161,9,83,304,9,90,989.43769296,1127.1907231,0.0,6364,SA,False,False,False,0.62,False,0.72,False,0.18,False,0.83,0,True,True,False,2021
POA5037,5037,1009.8159283,1439,6,55,206,7,61,871.22975465,1064.2882154,0.0003845496,1005.0274889,1671,7,64,245,8,73,920.39015518,1060.985728,0.0003845496,949.34867977,470,2,18,74,3,22,809.62020221,1024.8615619,0.0003845496,1029.9001069,1933,8,74,273,9,81,900.38249635,1103.446712,0.0003845496,11702,SA,False,False,False,0.55,False,0.64,False,0.18,False,0.74,0,True,True,False,2021
POA5038,5038,1009.737243,1437,6,55,205,7,61,907.75380769,1074.1422687,0.0002586058,1000.226547,1617,7,62,236,7,70,934.74169483,1047.9623052,0.0002586058,946.69334407,445,2,17,69,3,21,843.95815329,1037.4018443,0.0002586058,1026.1408883,1902,8,73,270,8,80,975.03887049,1081.7894134,0.0002586058,17401,SA,False,False,False,0.55,False,0.62,False,0.17,False,0.73,0,True,True,False,2021
POA5039,5039,1006.9416658,1396,6,54,200,6,59,876.4618084,1085.0373705,0.0023907846,1004.6682448,1667,7,64,243,8,72,895.20386761,1084.0043422,0.0023907846,955.34473346,549,3,21,92,3,28,817.23384834,1065.6571951,0.0023907846,1034.9125067,1973,8,76,278,9,82,958.59211157,1100.0165478,0.0023907846,9202,SA,False,False,False,0.54,False,0.64,False,0.21,False,0.76,0,True,True,False,2021
POA5040,5040,1018.4930689,1566,6,60,215,7,64,853.14463458,1116.0605185,0.0,1015.0702969,1783,7,68,260,8,77,902.70823073,1081.3693492,0.0,993.06316429,1163,5,45,185,6,55,832.90160704,1087.5868558,0.0,1022.459279,1875,8,72,264,8,78,972.46229189,1062.9177865,0.0,2508,SA,False,False,False,0.6,False,0.68,False,0.45,False,0.72,0,True,True,False,2021
POA5041,5041,1069.1959917,2265,9,87,305,9,90,947.62813873,1127.0754139,0.0,1069.6084056,2233,9,86,312,10,93,973.86601504,1111.4106652,0.0,1042.2956336,1943,8,75,268,8,80,906.99584775,1110.4180573,0.0,1089.1861951,2287,9,88,313,10,93,1004.1066813,1130.3468694,0.0,13540,SA,False,False,False,0.87,False,0.86,False,0.75,False,0.88,0,True,True,False,2021
POA5042,5042,1005.6175128,1361,6,52,194,6,58,863.74306934,1108.8057748,0.0514705882,997.15333468,1577,7,61,231,7,69,894.45698595,1101.9771508,0.0514705882,956.73500769,569,3,22,95,3,29,815.42130254,1103.9731244,0.0514705882,1030.3916133,1936,8,74,274,9,81,946.321839,1099.2797384,0.0514705882,11832,SA,False,False,False,0.52,False,0.61,False,0.22,False,0.74,0,True,True,False,2021
POA5043,5043,961.38996831,708,3,27,102,4,31,807.87743535,1083.1522314,0.0,959.38823894,1049,4,40,159,5,47,838.99724532,1055.7473317,0.0,911.71116954,181,1,7,30,1,9,769.64890021,1038.0787749,0.0,997.28481021,1620,7,62,223,7,66,915.89310528,1068.5665394,0.0,20327,SA,False,False,False,0.27,False,0.4,False,0.07,False,0.62,0,True,True,False,2021
POA5044,5044,1058.0676844,2123,9,81,289,9,86,921.40798265,1126.7561298,0.0,1049.6487534,2092,8,80,298,9,88,928.17366423,1115.3238131,0.0,1014.8782764,1521,6,58,230,7,68,868.17583217,1097.4389369,0.0,1056.4561,2111,9,81,295,9,87,964.17045896,1135.2126232,0.0,11578,SA,False,False,False,0.81,False,0.8,False,0.58,False,0.81,0,True,True,False,2021
POA5045,5045,1047.218382,1972,8,76,263,8,78,966.04110788,1122.1957551,0.0,1045.4417772,2061,8,79,293,9,87,961.83423735,1116.952824,0.0,986.59505645,1058,5,41,170,6,51,889.23242163,1120.7706056,0.0,1060.0920943,2131,9,82,300,9,89,1006.7935642,1141.9244846,0.0,16071,SA,False,False,False,0.76,False,0.79,False,0.41,False,0.82,0,True,True,False,2021
POA5046,5046,991.73062287,1147,5,44,164,5,49,437.78296517,1078.0922621,0.0,986.77035736,1436,6,55,215,7,64,584.06550652,1057.6044515,0.0,947.72578131,454,2,18,71,3,21,575.95654166,1050.219984,0.0,1018.6682396,1841,8,71,260,8,77,720.43598284,1067.6376361,0.0,9756,SA,False,False,False,0.44,False,0.55,False,0.18,False,0.71,0,True,True,False,2021
POA5047,5047,972.98652415,864,4,33,127,4,38,799.43227525,1132.6912555,0.0,964.76746064,1125,5,43,170,6,51,853.04741485,1123.776101,0.0,936.58415382,343,2,14,51,2,16,832.64401151,1173.2042995,0.0,1003.0363317,1678,7,64,235,7,70,946.58346091,1106.7786803,0.0,8981,SA,False,False,False,0.33,False,0.43,False,0.14,False,0.64,0,True,True,False,2021
POA5048,5048,1031.7303391,1764,7,68,245,8,73,823.09845465,1093.0843616,0.0,1025.1811175,1885,8,72,275,9,82,890.59296174,1094.7509424,0.0,995.71166321,1205,5,46,190,6,57,920.99868111,1078.1980789,0.0,1049.6414482,2067,8,79,291,9,86,993.05500718,1129.7427366,0.0,15510,SA,False,False,False,0.68,False,0.72,False,0.46,False,0.79,0,True,True,False,2021
POA5049,5049,1064.8663415,2208,9,85,300,9,89,1010.5745245,1095.7927082,0.0,1048.7285751,2085,8,80,297,9,88,976.08361551,1091.5984736,0.0,1043.5041068,1965,8,75,273,9,81,943.81424718,1109.9825389,0.0,1058.7934364,2125,9,81,298,9,88,956.18740602,1109.5280913,0.0,10380,SA,False,False,False,0.85,False,0.8,False,0.75,False,0.81,0,True,True,False,2021
POA5050,5050,1076.9974452,2351,9,90,317,10,94,1015.4633546,1118.8349729,0.0,1061.3202937,2180,9,84,309,10,92,1001.4983692,1102.5848168,0.0,1053.7383776,2104,9,81,288,9,85,981.22729072,1099.3462617,0.0,1079.3465884,2228,9,85,308,10,91,1023.0937188,1119.5082194,0.0,5734,SA,False,False,False,0.9,False,0.84,False,0.81,False,0.85,0,True,True,False,2021
POA5051,5051,1095.6375242,2501,10,96,327,10,97,972.93449051,1129.3786011,0.0,1083.2923622,2315,9,89,321,10,95,955.47055422,1144.7070238,0.0,1089.2825183,2428,10,93,322,10,95,890.50055531,1167.969728,0.0,1096.218768,2329,9,89,317,10,94,1016.1652561,1140.5632059,0.0,15130,SA,False,False,False,0.96,False,0.89,False,0.93,False,0.89,0,True,True,False,2021
POA5052,5052,1101.9588439,2537,10,97,331,10,98,1059.8438723,1128.1649699,0.0063647128,1096.939297,2394,10,92,330,10,98,1051.6323514,1126.9499393,0.0063647128,1085.1259539,2389,10,92,320,10,95,1030.9924109,1148.8349453,0.0063647128,1125.6267315,2458,10,94,330,10,98,841.79686669,1165.2499741,0.0,6756,SA,False,False,False,0.97,False,0.92,False,0.92,False,0.94,0,True,True,False,2021
POA5061,5061,1086.1111421,2436,10,93,323,10,96,1012.6048338,1121.1337502,0.0,1114.0573921,2465,10,94,335,10,99,1068.4953244,1150.0833,0.0,1044.4626905,1975,8,76,275,9,82,910.42683386,1120.1218719,0.0,1136.9796748,2481,10,95,336,10,99,1081.3177568,1177.9745049,0.0,9752,SA,False,False,False,0.93,False,0.94,False,0.76,False,0.95,0,True,True,False,2021
POA5062,5062,1086.8734757,2441,10,93,324,10,96,1024.5182854,1151.6497245,0.0,1098.8653355,2397,10,92,331,10,98,1031.7367709,1186.9610042,0.0,1057.723505,2154,9,83,292,9,87,969.06736869,1166.9588502,0.0,1124.1345036,2454,10,94,329,10,97,1066.7576476,1187.8905191,0.0,15502,SA,False,False,False,0.93,False,0.92,False,0.83,False,0.94,0,True,True,False,2021
POA5063,5063,1060.2758725,2153,9,83,293,9,87,926.07471904,1139.0097616,0.0,1078.0632531,2279,9,87,317,10,94,973.08991968,1143.8416681,0.0,995.28205111,1200,5,46,189,6,56,825.86583665,1109.671173,0.0,1123.1766762,2451,10,94,328,10,97,1021.2710329,1196.5724417,0.0,12742,SA,False,False,False,0.83,False,0.87,False,0.46,False,0.94,0,True,True,False,2021
POA5064,5064,1085.1764685,2427,10,93,322,10,95,1007.7899451,1130.6172183,0.0004648568,1106.407754,2433,10,93,333,10,99,1010.5730096,1166.035386,0.0004648568,1068.6987927,2259,9,87,306,10,91,916.26184806,1158.1467542,0.0004648568,1129.2867275,2467,10,94,333,10,98,1049.1497953,1179.5775083,0.0004648568,10756,SA,False,False,False,0.93,False,0.93,False,0.87,False,0.94,0,True,True,False,2021
POA5065,5065,1068.2704736,2258,9,87,304,9,90,989.92479122,1113.6593458,0.0,1087.1125956,2336,9,89,323,10,96,1001.4450786,1138.6749766,0.0,1015.6630518,1536,6,59,231,7,69,880.29468187,1121.707578,0.0,1127.0236218,2460,10,94,331,10,98,1052.1821042,1159.279433,0.0,10987,SA,False,False,False,0.87,False,0.89,False,0.59,False,0.94,0,True,True,False,2021
POA5066,5066,1105.1881618,2563,10,98,335,10,99,1072.1844034,1141.4375731,0.0,1126.6805995,2517,10,96,338,10,100,1088.2843429,1165.4751036,0.0,1094.1221501,2459,10,94,327,10,97,1007.5620182,1168.1568831,0.0,1147.586999,2522,10,96,339,10,100,1108.8202653,1181.1181618,0.0,12237,SA,False,False,False,0.98,False,0.96,False,0.94,False,0.96,0,True,True,False,2021
POA5067,5067,1054.4759246,2067,8,79,277,9,82,921.19087773,1121.3765019,0.0,1076.7628553,2276,9,87,316,10,94,970.78102272,1146.9132252,0.0,970.47000309,762,3,30,130,4,39,799.418014,1083.9764661,0.0,1120.3424846,2440,10,93,325,10,96,1054.3285464,1179.8674445,0.0,10773,SA,False,False,False,0.79,False,0.87,False,0.3,False,0.93,0,True,True,False,2021
POA5068,5068,1054.9019911,2074,8,80,278,9,83,914.39757448,1114.8992305,0.0,1069.045809,2230,9,85,311,10,92,942.07900993,1125.4998125,0.0,998.6505358,1257,5,48,200,6,59,793.74442166,1067.7151838,0.0,1107.2893433,2364,9,90,319,10,94,1028.9465739,1158.076607,0.0,12648,SA,False,False,False,0.8,False,0.85,False,0.48,False,0.9,0,True,True,False,2021
POA5069,5069,1067.2650447,2241,9,86,303,9,90,981.99576935,1124.6907855,0.0,1090.1825985,2356,9,90,327,10,97,1017.7459494,1150.2060498,0.0,1010.1534604,1445,6,56,222,7,66,866.72082779,1099.229188,0.0,1127.741429,2464,10,94,332,10,98,1085.2497779,1188.6575751,0.0,8387,SA,False,False,False,0.86,False,0.9,False,0.56,False,0.94,0,True,True,False,2021
POA5070,5070,1020.8285321,1593,7,61,220,7,65,938.77738604,1098.2846248,0.0,1025.2329429,1886,8,72,276,9,82,950.6999249,1132.5085406,0.0,967.40914501,716,3,28,121,4,36,875.59921144,1098.3142863,0.0,1054.3249325,2092,8,80,292,9,86,969.43263373,1151.5453299,0.0,15393,SA,False,False,False,0.61,False,0.72,False,0.28,False,0.8,0,True,True,False,2021
POA5072,5072,1048.2120167,1992,8,76,267,8,79,955.7296626,1129.7955283,0.0,1056.1579878,2143,9,82,304,9,90,970.95764553,1151.7504759,0.0,1010.8108914,1461,6,56,224,7,67,914.32202502,1141.2741526,0.0,1087.1079486,2270,9,87,312,10,92,996.16447919,1177.0713857,0.0,13937,SA,False,False,False,0.76,False,0.82,False,0.56,False,0.87,0,True,True,False,2021
POA5073,5073,1030.2086299,1745,7,67,241,8,72,882.2192933,1113.5531911,0.0,1026.9137216,1909,8,73,277,9,82,916.78781896,1110.3883866,0.0,998.57115044,1256,5,48,199,6,59,864.03788071,1134.8210476,0.0,1047.402666,2054,8,79,288,9,85,982.12747629,1110.5150374,0.0,16831,SA,False,False,False,0.67,False,0.73,False,0.48,False,0.79,0,True,True,False,2021
POA5074,5074,995.29798869,1197,5,46,172,6,51,889.69111199,1072.007152,0.0,985.85627772,1425,6,55,214,7,64,912.75493434,1058.049851,0.0,957.49444838,574,3,22,96,3,29,880.78173524,1032.6172793,0.0,1008.6251886,1735,7,67,245,8,73,945.59717501,1084.4086849,0.0,14380,SA,False,False,False,0.46,False,0.55,False,0.22,False,0.67,0,True,True,False,2021
POA5075,5075,1023.4586105,1634,7,63,227,7,67,754.36716412,1109.9905186,0.0,1004.3350779,1662,7,64,242,8,72,796.29792374,1088.9548162,0.0,995.91926843,1210,5,47,191,6,57,764.7184547,1103.0876599,0.0,1015.6277622,1808,7,69,254,8,75,901.44529774,1120.2809955,0.0,11283,SA,False,False,False,0.63,False,0.64,False,0.47,False,0.69,0,True,True,False,2021
POA5076,5076,1064.5450598,2205,9,85,299,9,89,1018.5303835,1097.6660976,0.0003118827,1037.3826115,1991,8,76,286,9,85,984.07371034,1088.1219126,0.0003118827,1053.9391924,2108,9,81,289,9,86,1004.9293644,1113.3492013,0.0003118827,1029.3966738,1926,8,74,271,8,80,978.71993934,1109.1720676,0.0003118827,9619,SA,False,False,False,0.85,False,0.76,False,0.81,False,0.74,0,True,True,False,2021
POA5081,5081,1073.7263439,2319,9,89,312,10,93,1008.9710697,1140.9507301,0.0,1092.5762878,2372,10,91,328,10,97,1023.5994418,1173.4167748,0.0,1030.7919634,1776,7,68,255,8,76,899.33982512,1187.7910844,0.0,1119.6926106,2437,10,93,324,10,96,1069.2065495,1171.1610463,0.0,9874,SA,False,False,False,0.89,False,0.91,False,0.68,False,0.93,0,True,True,False,2021
POA5082,5082,1051.3560888,2041,8,78,273,9,81,956.84295372,1109.616617,0.0,1057.1023269,2147,9,82,305,9,90,977.40117509,1118.6011816,0.0,996.1638797,1214,5,47,192,6,57,878.66948619,1102.6723259,0.0,1085.2929899,2260,9,86,309,10,91,1001.1049794,1144.9493567,0.0,16310,SA,False,False,False,0.78,False,0.82,False,0.47,False,0.86,0,True,True,False,2021
POA5083,5083,1021.8368383,1605,7,62,222,7,66,930.20475153,1085.1731556,0.0,1020.6127416,1840,8,71,268,8,80,949.10094309,1083.5698668,0.0,976.94629316,874,4,34,144,5,43,878.21694528,1067.1272333,0.0,1046.8505526,2046,8,78,286,9,85,982.40631635,1098.5706727,0.0,7953,SA,False,False,False,0.62,False,0.71,False,0.34,False,0.78,0,True,True,False,2021
POA5084,5084,837.8024712,78,1,3,12,1,4,618.58435547,958.22639296,0.0002750275,883.65903147,210,1,9,38,2,12,718.32881296,963.60261565,0.0002750275,862.80079807,74,1,3,11,1,4,685.32744946,958.23199094,0.0002750275,944.23559031,966,4,37,143,5,43,851.70811355,1011.7566307,0.0002750275,10908,SA,False,False,False,0.03,False,0.09,False,0.03,False,0.37,0,True,True,False,2021
POA5085,5085,984.83857155,1028,4,40,153,5,46,838.31358637,1094.5352779,0.0327200839,983.98366263,1400,6,54,211,7,63,865.50738738,1088.4468592,0.0327200839,959.61323425,602,3,23,101,3,30,811.44487349,1099.9368474,0.0327200839,1012.7066317,1777,7,68,251,8,74,926.94980903,1115.1701585,0.0327200839,24786,SA,False,False,False,0.4,False,0.54,False,0.23,False,0.68,0,True,True,False,2021
POA5086,5086,984.01471751,1017,4,39,152,5,45,735.43016767,1090.472279,0.0085702934,978.07494458,1308,5,50,195,6,58,807.0411288,1074.3329191,0.0085702934,952.52543175,518,2,20,82,3,25,689.01727579,1043.6830678,0.0085702934,1008.1386436,1725,7,66,244,8,72,939.42797474,1072.5922724,0.0085702934,17619,SA,False,False,False,0.39,False,0.5,False,0.2,False,0.66,0,True,True,False,2021
POA5087,5087,998.81123448,1257,5,48,182,6,54,900.93092217,1072.0281669,0.0,993.63306115,1526,6,59,224,7,67,928.76963153,1051.3609656,0.0,947.80779124,455,2,18,72,3,22,849.66170941,1033.7589158,0.0,1029.452624,1928,8,74,272,9,81,962.4100413,1081.0093814,0.0,12541,SA,False,False,False,0.48,False,0.59,False,0.18,False,0.74,0,True,True,False,2021
POA5088,5088,964.92790438,747,3,29,110,4,33,937.25305124,995.09933733,0.0,946.52936735,864,4,33,138,5,41,920.61204678,973.01217648,0.0,935.98079584,335,2,13,49,2,15,888.70616839,971.17239631,0.0,960.75594652,1195,5,46,176,6,52,926.9798681,997.51295788,0.0,3716,SA,False,False,False,0.29,False,0.33,False,0.13,False,0.46,0,True,True,False,2021
POA5089,5089,1071.2947277,2292,9,88,310,10,92,1011.0683522,1164.3463432,0.0,1043.5841089,2043,8,78,290,9,86,994.31372252,1164.6185124,0.0,1064.8686966,2222,9,85,301,9,89,995.90030144,1149.7565141,0.0,1035.4127433,1974,8,76,279,9,83,964.31640993,1249.5229464,0.0,6956,SA,False,False,False,0.88,False,0.78,False,0.85,False,0.76,0,True,True,False,2021
POA5090,5090,1005.002757,1350,6,52,193,6,57,905.8788672,1065.7309976,0.0532746823,970.72160475,1209,5,47,177,6,53,882.86535631,1030.541531,0.0532746823,982.79954266,983,4,38,159,5,47,851.77894874,1052.0108776,0.0,958.99622705,1166,5,45,170,6,51,805.04399336,1025.693985,0.0532746823,8184,SA,False,False,False,0.52,False,0.47,False,0.38,False,0.45,0,True,True,False,2021
POA5091,5091,1052.5775106,2050,8,79,274,9,81,1014.6791298,1098.4225857,0.0041920732,1010.4847082,1732,7,66,251,8,75,967.10525713,1065.2821243,0.0041920732,1037.5200848,1871,8,72,260,8,77,989.93639775,1093.3393883,0.0041920732,997.86794862,1626,7,62,224,7,66,951.48862786,1057.247749,0.0,7872,SA,False,False,False,0.79,False,0.66,False,0.72,False,0.62,0,True,True,False,2021
POA5092,5092,1007.4820796,1406,6,54,202,6,60,930.97938076,1073.4923388,0.0,972.95791005,1241,5,48,183,6,54,910.84882458,1024.9950291,0.0,989.34590684,1100,5,42,175,6,52,872.5462002,1084.5229841,0.0,967.29506487,1276,5,49,185,6,55,883.33874423,1021.9909855,0.0,18288,SA,False,False,False,0.54,False,0.48,False,0.42,False,0.49,0,True,True,False,2021
POA5093,5093,977.29131445,922,4,36,138,5,41,806.41140795,1038.8931864,0.0,948.95336263,893,4,35,145,5,43,813.87224573,1003.3544123,0.0,972.36791964,794,4,31,135,4,40,848.75264739,1032.0006189,0.0,945.55684398,985,4,38,147,5,44,837.7140571,1023.0698095,0.0,9426,SA,False,False,False,0.36,False,0.35,False,0.31,False,0.38,0,True,True,False,2021
POA5094,5094,905.84337487,249,1,10,38,2,12,866.52858596,1039.8773896,0.0175438596,903.18590999,350,2,14,60,2,18,876.4044483,1036.6932318,0.0175438596,938.25231284,360,2,14,55,2,17,892.79777257,1002.3485031,0.0175438596,918.06623035,617,3,24,96,3,29,901.49586354,1050.375303,0.0175438596,912,SA,False,False,False,0.1,False,0.14,False,0.14,False,0.24,0,True,True,False,2021
POA5095,5095,987.85789997,1081,5,42,156,5,47,815.62404213,1080.5692803,0.0,982.35698868,1376,6,53,208,7,62,835.61091512,1062.4095669,0.0,972.07554016,792,4,31,134,4,40,836.67324844,1065.6215395,0.0,1002.691631,1674,7,64,234,7,69,870.87807229,1075.5954374,0.0,21372,SA,False,False,False,0.42,False,0.53,False,0.31,False,0.64,0,True,True,False,2021
