poa_code,postcode,census_population,census_age_20_24,census_age_25_34,census_age_35_44,census_median_age,census_median_household_income_weekly,census_avg_household_size,census_couple_no_children_families,census_couple_with_children_families,census_single_parent_families,census_other_families,census_total_families,census_households_all,census_households_weekly_income_3000_3499,census_households_weekly_income_3500_3999,census_households_weekly_income_4000_plus,census_population_15plus_g43,census_unemployment_rate_published_pct,census_labour_force_participation_rate_published_pct,census_bachelor_degree_count,census_employed_persons,census_unemployed_persons,census_labour_force,census_not_in_labour_force,census_labour_status_not_stated,census_population_15plus,census_family_households,census_lone_person_households,census_group_households,census_total_households,census_source_year,census_couple_families,census_age_20_44_count,census_households_weekly_income_3000_plus_count,census_employment_to_population_ratio,census_unemployment_rate,census_labour_force_participation_rate,census_couple_no_children_family_share,census_couple_with_children_family_share,census_couple_family_share,census_single_parent_family_share,census_family_household_share,census_lone_person_household_share,census_group_household_share,census_age_20_44_share,census_households_weekly_income_3000_plus_share,census_bachelor_degree_share,census_unemployment_rate_derived_pct,census_labour_force_participation_rate_derived_pct,census_small_population,census_small_labour_force,census_small_families,census_small_households,census_nonpositive_household_income,census_zero_population,census_any_feature_missing,census_ratio_quality_issue
POA5134,5134,457.0,28.0,31.0,46.0,46.0,1895.0,2.7,53.0,59.0,7.0,0.0,121.0,145.0,4.0,6.0,26.0,373.0,3.6,59.6,65.0,218.0,10.0,224.0,119.0,28.0,373.0,118.0,24.0,0.0,145.0,2021,112.0,105.0,36.0,0.5844504021447721,0.044642857142857144,0.6005361930294906,0.4380165289256198,0.48760330578512395,0.9256198347107438,0.05785123966942149,0.8137931034482758,0.16551724137931034,0.0,0.22975929978118162,0.2482758620689655,0.1742627345844504,4.464285714285714,60.05361930294906,False,False,False,False,False,False,False,False
POA5136,5136,548.0,26.0,55.0,68.0,41.0,2316.0,2.8,55.0,75.0,13.0,9.0,148.0,179.0,15.0,9.0,43.0,432.0,4.6,65.6,107.0,270.0,13.0,282.0,132.0,17.0,432.0,149.0,25.0,5.0,179.0,2021,130.0,149.0,67.0,0.625,0.04609929078014184,0.6527777777777778,0.3716216216216216,0.5067567567567568,0.8783783783783784,0.08783783783783784,0.8324022346368715,0.13966480446927373,0.027932960893854747,0.2718978102189781,0.3743016759776536,0.24768518518518517,4.609929078014184,65.27777777777779,False,False,False,False,False,False,False,False
POA5137,5137,550.0,24.0,46.0,58.0,50.0,2312.0,2.7,80.0,77.0,14.0,0.0,169.0,192.0,20.0,12.0,28.0,473.0,5.2,64.8,121.0,296.0,16.0,307.0,145.0,23.0,473.0,170.0,22.0,0.0,192.0,2021,157.0,128.0,60.0,0.6257928118393234,0.05211726384364821,0.6490486257928119,0.47337278106508873,0.4556213017751479,0.9289940828402367,0.08284023668639054,0.8854166666666666,0.11458333333333333,0.0,0.23272727272727273,0.3125,0.2558139534883721,5.211726384364821,64.90486257928119,False,False,False,False,False,False,False,False
POA5138,5138,364.0,14.0,30.0,54.0,43.0,1988.0,2.9,45.0,52.0,7.0,0.0,100.0,116.0,11.0,3.0,14.0,287.0,3.7,65.5,76.0,182.0,5.0,188.0,72.0,24.0,287.0,103.0,14.0,0.0,116.0,2021,97.0,98.0,28.0,0.6341463414634146,0.026595744680851064,0.6550522648083623,0.45,0.52,0.97,0.07,0.8879310344827587,0.1206896551724138,0.0,0.2692307692307692,0.2413793103448276,0.26480836236933797,2.6595744680851063,65.50522648083623,False,False,False,False,False,False,False,False
POA5139,5139,290.0,11.0,24.0,40.0,38.0,2089.0,2.8,33.0,36.0,16.0,0.0,82.0,97.0,6.0,5.0,11.0,222.0,1.3,71.4,44.0,152.0,3.0,153.0,54.0,9.0,222.0,82.0,14.0,4.0,97.0,2021,69.0,75.0,22.0,0.6846846846846847,0.0196078431372549,0.6891891891891891,0.4024390243902439,0.43902439024390244,0.8414634146341463,0.1951219512195122,0.845360824742268,0.14432989690721648,0.041237113402061855,0.25862068965517243,0.2268041237113402,0.1981981981981982,1.9607843137254901,68.91891891891892,False,False,False,False,False,False,False,False
POA5140,5140,454.0,26.0,47.0,64.0,40.0,2625.0,2.7,53.0,71.0,17.0,0.0,138.0,163.0,16.0,8.0,35.0,373.0,3.8,71.2,103.0,254.0,12.0,267.0,92.0,11.0,373.0,136.0,21.0,3.0,163.0,2021,124.0,137.0,59.0,0.6809651474530831,0.0449438202247191,0.7158176943699732,0.38405797101449274,0.5144927536231884,0.8985507246376812,0.12318840579710146,0.8343558282208589,0.12883435582822086,0.018404907975460124,0.30176211453744495,0.3619631901840491,0.2761394101876676,4.49438202247191,71.58176943699732,False,False,False,False,False,False,False,False
POA5141,5141,772.0,40.0,56.0,108.0,43.0,2241.0,2.9,94.0,107.0,15.0,0.0,218.0,247.0,26.0,11.0,53.0,630.0,2.7,63.7,151.0,389.0,7.0,399.0,191.0,38.0,630.0,209.0,29.0,7.0,247.0,2021,201.0,204.0,90.0,0.6174603174603175,0.017543859649122806,0.6333333333333333,0.43119266055045874,0.4908256880733945,0.9220183486238532,0.06880733944954129,0.8461538461538461,0.11740890688259109,0.02834008097165992,0.26424870466321243,0.3643724696356275,0.2396825396825397,1.7543859649122806,63.33333333333333,False,False,False,False,False,False,False,False
POA5142,5142,581.0,28.0,59.0,69.0,43.0,2079.0,2.5,68.0,83.0,18.0,0.0,162.0,219.0,14.0,17.0,38.0,476.0,3.7,68.7,101.0,315.0,9.0,326.0,130.0,19.0,476.0,163.0,51.0,4.0,219.0,2021,151.0,156.0,69.0,0.6617647058823529,0.027607361963190184,0.6848739495798319,0.41975308641975306,0.5123456790123457,0.9320987654320988,0.1111111111111111,0.7442922374429224,0.2328767123287671,0.0182648401826484,0.2685025817555938,0.3150684931506849,0.21218487394957983,2.7607361963190185,68.4873949579832,False,False,False,False,False,False,False,False
POA5144,5144,428.0,26.0,21.0,47.0,53.0,1699.0,2.6,62.0,57.0,3.0,0.0,129.0,159.0,6.0,15.0,29.0,370.0,3.6,59.6,85.0,214.0,10.0,225.0,139.0,12.0,370.0,125.0,31.0,4.0,159.0,2021,119.0,94.0,50.0,0.5783783783783784,0.044444444444444446,0.6081081081081081,0.4806201550387597,0.4418604651162791,0.9224806201550387,0.023255813953488372,0.7861635220125787,0.1949685534591195,0.025157232704402517,0.21962616822429906,0.31446540880503143,0.22972972972972974,4.444444444444445,60.810810810810814,False,False,False,False,False,False,False,False
POA5150,5150,57.0,0.0,5.0,8.0,44.0,2666.0,2.6,9.0,4.0,0.0,0.0,12.0,20.0,0.0,0.0,3.0,47.0,3.7,58.7,8.0,27.0,0.0,25.0,20.0,6.0,47.0,16.0,4.0,0.0,20.0,2021,13.0,13.0,3.0,0.574468085106383,0.0,0.5319148936170213,0.75,0.3333333333333333,,0.0,0.8,0.2,0.0,0.22807017543859648,0.15,0.1702127659574468,0.0,53.191489361702125,False,True,True,True,False,False,True,True
POA5151,5151,405.0,28.0,39.0,54.0,41.0,2386.0,2.8,39.0,62.0,12.0,0.0,118.0,138.0,9.0,12.0,31.0,338.0,2.6,68.9,79.0,228.0,3.0,232.0,87.0,16.0,338.0,118.0,19.0,0.0,138.0,2021,101.0,121.0,52.0,0.6745562130177515,0.01293103448275862,0.6863905325443787,0.3305084745762712,0.5254237288135594,0.8559322033898306,0.1016949152542373,0.855072463768116,0.13768115942028986,0.0,0.29876543209876544,0.37681159420289856,0.23372781065088757,1.293103448275862,68.63905325443787,False,False,False,False,False,False,False,False
POA5152,5152,6389.0,250.0,470.0,748.0,46.0,2430.0,2.6,793.0,897.0,165.0,15.0,1876.0,2347.0,182.0,121.0,606.0,5224.0,3.4,64.4,1511.0,3249.0,112.0,3362.0,1734.0,127.0,5224.0,1857.0,462.0,33.0,2347.0,2021,1690.0,1468.0,909.0,0.621937212863706,0.03331350386674598,0.6435681470137825,0.4227078891257996,0.47814498933901917,0.9008528784648188,0.08795309168443496,0.7912228376651044,0.19684703877290158,0.01406050276949297,0.22976991704492095,0.38730293992330633,0.28924196018376724,3.331350386674598,64.35681470137825,False,False,False,False,False,False,False,False
POA5153,5153,6732.0,356.0,553.0,787.0,45.0,2033.0,2.7,811.0,907.0,188.0,8.0,1916.0,2356.0,179.0,102.0,365.0,5608.0,3.5,64.9,1184.0,3518.0,123.0,3641.0,1665.0,306.0,5608.0,1881.0,423.0,49.0,2356.0,2021,1718.0,1696.0,646.0,0.6273181169757489,0.033781928041746775,0.6492510699001427,0.4232776617954071,0.4733820459290188,0.8966597077244259,0.09812108559498957,0.7983870967741935,0.17954159592529711,0.020797962648556875,0.2519310754604872,0.27419354838709675,0.21112696148359486,3.3781928041746774,64.92510699001427,False,False,False,False,False,False,False,False
POA5154,5154,3471.0,163.0,183.0,410.0,45.0,2561.0,2.8,414.0,513.0,105.0,6.0,1034.0,1192.0,96.0,66.0,304.0,2791.0,3.8,65.1,817.0,1745.0,69.0,1816.0,921.0,54.0,2791.0,1018.0,160.0,6.0,1192.0,2021,927.0,756.0,466.0,0.6252239340738087,0.037995594713656385,0.6506628448584737,0.40038684719535783,0.4961315280464217,0.8965183752417795,0.10154738878143134,0.8540268456375839,0.1342281879194631,0.0050335570469798654,0.21780466724286948,0.39093959731543626,0.2927266212826944,3.7995594713656384,65.06628448584738,False,False,False,False,False,False,False,False
POA5155,5155,3994.0,154.0,364.0,575.0,41.0,2074.0,2.6,425.0,537.0,161.0,6.0,1133.0,1503.0,123.0,68.0,184.0,3136.0,3.3,70.1,796.0,2124.0,74.0,2196.0,859.0,78.0,3136.0,1120.0,355.0,27.0,1503.0,2021,962.0,1093.0,375.0,0.6772959183673469,0.033697632058287796,0.7002551020408163,0.37511032656663723,0.47396293027360986,0.8490732568402471,0.14210061782877317,0.7451763140385895,0.23619427811044577,0.017964071856287425,0.27366049073610416,0.249500998003992,0.2538265306122449,3.3697632058287796,70.02551020408163,False,False,False,False,False,False,False,False
POA5156,5156,1005.0,43.0,102.0,141.0,41.0,2229.0,2.7,121.0,141.0,29.0,4.0,300.0,353.0,35.0,21.0,55.0,810.0,4.4,67.9,171.0,527.0,26.0,548.0,218.0,44.0,810.0,290.0,56.0,3.0,353.0,2021,262.0,286.0,111.0,0.6506172839506172,0.04744525547445255,0.6765432098765433,0.4033333333333333,0.47,0.8733333333333333,0.09666666666666666,0.8215297450424929,0.15864022662889518,0.0084985835694051,0.2845771144278607,0.31444759206798867,0.2111111111111111,4.744525547445255,67.65432098765433,False,False,False,False,False,False,False,False
POA5157,5157,3015.0,149.0,212.0,300.0,48.0,1936.0,2.7,415.0,403.0,73.0,5.0,899.0,1059.0,80.0,41.0,149.0,2557.0,3.5,65.0,440.0,1601.0,60.0,1660.0,763.0,131.0,2557.0,875.0,171.0,14.0,1059.0,2021,818.0,661.0,270.0,0.6261243644896363,0.03614457831325301,0.6491982792334767,0.46162402669632924,0.4482758620689655,0.9098998887652948,0.08120133481646273,0.826251180358829,0.16147308781869688,0.013220018885741265,0.21923714759535656,0.254957507082153,0.17207665232694563,3.614457831325301,64.91982792334767,False,False,False,False,False,False,False,False
POA5158,5158,25087.0,1355.0,2906.0,3637.0,41.0,1857.0,2.6,2897.0,3556.0,1058.0,54.0,7560.0,9262.0,709.0,457.0,711.0,20503.0,4.3,68.3,3348.0,13395.0,604.0,13999.0,6082.0,422.0,20503.0,7420.0,1701.0,147.0,9262.0,2021,6453.0,7898.0,1877.0,0.6533190264839291,0.04314593899564255,0.6827781300297517,0.3832010582010582,0.4703703703703704,0.8535714285714285,0.13994708994708996,0.8011228676311811,0.18365363852299718,0.015871302094580004,0.31482441104954756,0.2026560138199093,0.16329317660830123,4.3145938995642545,68.27781300297518,False,False,False,False,False,False,False,False
POA5159,5159,33635.0,1792.0,3618.0,4394.0,43.0,1801.0,2.6,4106.0,4474.0,1336.0,80.0,10000.0,12507.0,923.0,555.0,1027.0,27866.0,4.3,64.5,4581.0,17216.0,765.0,17980.0,9261.0,617.0,27866.0,9831.0,2500.0,180.0,12507.0,2021,8580.0,9804.0,2505.0,0.617813823297208,0.04254727474972191,0.645230747147061,0.4106,0.4474,0.858,0.1336,0.7860398177020869,0.19988806268489645,0.014391940513312544,0.29148208711163964,0.20028783881026624,0.16439388502117275,4.254727474972191,64.5230747147061,False,False,False,False,False,False,False,False
POA5160,5160,23.0,3.0,5.0,0.0,48.0,725.0,1.6,3.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,26.0,14.3,63.6,3.0,14.0,0.0,11.0,6.0,3.0,26.0,6.0,7.0,0.0,15.0,2021,3.0,8.0,0.0,0.5384615384615384,0.0,0.4230769230769231,1.0,0.0,1.0,0.0,0.4,0.4666666666666667,0.0,0.34782608695652173,0.0,0.11538461538461539,0.0,42.30769230769231,True,True,True,True,False,False,False,False
POA5161,5161,10286.0,585.0,1377.0,1435.0,40.0,1334.0,2.4,1159.0,1151.0,560.0,52.0,2923.0,4212.0,188.0,103.0,120.0,8541.0,5.5,60.6,944.0,4889.0,289.0,5175.0,3067.0,292.0,8541.0,2873.0,1245.0,88.0,4212.0,2021,2310.0,3397.0,411.0,0.5724154080318464,0.05584541062801932,0.6059009483667018,0.396510434485118,0.3937735203557988,0.7902839548409168,0.19158398905234347,0.6820987654320988,0.2955840455840456,0.020892687559354226,0.3302547151468015,0.09757834757834757,0.11052569956679546,5.584541062801932,60.59009483667018,False,False,False,False,False,False,False,False
POA5162,5162,35328.0,2181.0,4650.0,4371.0,41.0,1308.0,2.4,3860.0,3871.0,2061.0,170.0,9953.0,14180.0,612.0,334.0,472.0,29387.0,5.7,58.8,2656.0,16305.0,984.0,17291.0,10912.0,1186.0,29387.0,9743.0,4063.0,376.0,14180.0,2021,7731.0,11202.0,1418.0,0.5548371728995815,0.05690821814816957,0.5883894238949195,0.38782276700492313,0.38892796141866776,0.7767507284235908,0.20707324424796544,0.6870944992947814,0.2865303244005642,0.026516220028208744,0.317085597826087,0.1,0.09038010004423724,5.690821814816957,58.838942389491955,False,False,False,False,False,False,False,False
POA5163,5163,14922.0,872.0,1987.0,1837.0,40.0,1209.0,2.4,1525.0,1460.0,1001.0,54.0,4046.0,5768.0,198.0,108.0,170.0,12253.0,7.6,55.1,862.0,6245.0,508.0,6756.0,4828.0,669.0,12253.0,3946.0,1644.0,183.0,5768.0,2021,2985.0,4696.0,476.0,0.5096711009548682,0.07519242155121374,0.5513751734269159,0.3769154720711814,0.36085022244191794,0.7377656945130994,0.24740484429065743,0.684119278779473,0.28502080443828015,0.031726768377253814,0.31470312290577673,0.0825242718446602,0.07035011833836612,7.519242155121374,55.13751734269159,False,False,False,False,False,False,False,False
POA5164,5164,5239.0,312.0,661.0,690.0,41.0,889.0,2.2,434.0,389.0,392.0,33.0,1241.0,2130.0,37.0,16.0,28.0,4339.0,11.6,43.0,246.0,1647.0,219.0,1862.0,1982.0,495.0,4339.0,1225.0,825.0,87.0,2130.0,2021,823.0,1663.0,81.0,0.3795805485134824,0.11761546723952739,0.4291311362064992,0.34971796937953264,0.3134568896051571,0.6631748589846898,0.3158742949234488,0.5751173708920188,0.3873239436619718,0.04084507042253521,0.31742698988356555,0.038028169014084505,0.056695091034800645,11.761546723952739,42.913113620649916,False,False,False,False,False,False,False,False
POA5165,5165,5962.0,391.0,955.0,759.0,39.0,1194.0,2.2,617.0,492.0,452.0,36.0,1595.0,2545.0,90.0,42.0,76.0,5015.0,7.8,57.8,540.0,2672.0,229.0,2898.0,1876.0,238.0,5015.0,1572.0,852.0,120.0,2545.0,2021,1109.0,2105.0,208.0,0.5328015952143569,0.0790200138026225,0.5778664007976072,0.386833855799373,0.3084639498432602,0.6952978056426332,0.28338557993730407,0.6176817288801572,0.33477406679764243,0.047151277013752456,0.35306943978530697,0.08172888015717092,0.10767696909272183,7.9020013802622495,57.78664007976072,False,False,False,False,False,False,False,False
POA5166,5166,1844.0,80.0,250.0,240.0,44.0,1072.0,2.2,215.0,161.0,136.0,8.0,515.0,816.0,24.0,11.0,17.0,1569.0,9.2,52.2,112.0,744.0,73.0,816.0,689.0,61.0,1569.0,508.0,270.0,38.0,816.0,2021,376.0,570.0,52.0,0.47418738049713194,0.08946078431372549,0.5200764818355641,0.4174757281553398,0.312621359223301,0.7300970873786408,0.26407766990291265,0.6225490196078431,0.33088235294117646,0.04656862745098039,0.3091106290672451,0.06372549019607843,0.07138304652644997,8.946078431372548,52.00764818355641,False,False,False,False,False,False,False,False
POA5167,5167,6303.0,307.0,797.0,769.0,43.0,1439.0,2.4,740.0,696.0,312.0,29.0,1776.0,2503.0,143.0,69.0,164.0,5238.0,5.0,62.1,662.0,3092.0,161.0,3252.0,1812.0,174.0,5238.0,1741.0,692.0,67.0,2503.0,2021,1436.0,1873.0,376.0,0.5903016418480336,0.0495079950799508,0.6208476517754868,0.4166666666666667,0.3918918918918919,0.8085585585585585,0.17567567567567569,0.6955653216140631,0.2764682381142629,0.026767878545745107,0.29716008250039666,0.1502197363164203,0.12638411607483774,4.950799507995081,62.08476517754868,False,False,False,False,False,False,False,False
POA5168,5168,5772.0,377.0,758.0,722.0,40.0,1250.0,2.3,600.0,596.0,349.0,29.0,1570.0,2330.0,87.0,47.0,88.0,4738.0,6.4,58.6,440.0,2597.0,180.0,2775.0,1750.0,214.0,4738.0,1540.0,720.0,71.0,2330.0,2021,1196.0,1857.0,222.0,0.5481215702828197,0.06486486486486487,0.5856901646264246,0.3821656050955414,0.3796178343949045,0.7617834394904459,0.22229299363057325,0.6609442060085837,0.3090128755364807,0.030472103004291845,0.3217255717255717,0.09527896995708154,0.09286618826509076,6.486486486486487,58.569016462642466,False,False,False,False,False,False,False,False
POA5169,5169,20086.0,1160.0,2873.0,2852.0,37.0,1527.0,2.5,2140.0,2435.0,1076.0,65.0,5728.0,7612.0,426.0,240.0,350.0,15915.0,5.5,64.4,1767.0,9689.0,561.0,10249.0,5031.0,634.0,15915.0,5630.0,1794.0,178.0,7612.0,2021,4575.0,6885.0,1016.0,0.6087967326421615,0.05473704751683091,0.6439836632108075,0.37360335195530725,0.42510474860335196,0.7987081005586593,0.1878491620111732,0.7396216500262743,0.23568050446663164,0.023384130320546506,0.34277606292940355,0.13347346295323173,0.11102733270499529,5.473704751683091,64.39836632108074,False,False,False,False,False,False,False,False
POA5170,5170,1213.0,67.0,120.0,141.0,46.0,1380.0,2.4,147.0,132.0,63.0,6.0,348.0,493.0,21.0,15.0,21.0,1039.0,7.1,63.6,130.0,611.0,45.0,659.0,338.0,33.0,1039.0,348.0,138.0,7.0,493.0,2021,279.0,328.0,57.0,0.588065447545717,0.06828528072837632,0.6342637151106834,0.4224137931034483,0.3793103448275862,0.8017241379310345,0.1810344827586207,0.7058823529411765,0.2799188640973631,0.014198782961460446,0.27040395713107995,0.11561866125760649,0.12512030798845045,6.828528072837632,63.42637151106834,False,False,False,False,False,False,False,False
POA5171,5171,6265.0,261.0,435.0,704.0,49.0,1503.0,2.5,865.0,749.0,206.0,14.0,1837.0,2373.0,166.0,91.0,205.0,5247.0,3.7,58.3,682.0,2946.0,115.0,3056.0,1918.0,273.0,5247.0,1801.0,544.0,27.0,2373.0,2021,1614.0,1400.0,462.0,0.5614636935391653,0.03763089005235602,0.5824280541261674,0.4708764289602613,0.40772999455634185,0.8786064235166031,0.11213935764833968,0.7589549093973873,0.2292456805731142,0.011378002528445006,0.22346368715083798,0.19469026548672566,0.129979035639413,3.763089005235602,58.24280541261674,False,False,False,False,False,False,False,False
POA5172,5172,4189.0,191.0,308.0,487.0,47.0,1809.0,2.6,568.0,537.0,137.0,3.0,1246.0,1515.0,100.0,62.0,175.0,3464.0,3.8,63.3,597.0,2110.0,83.0,2192.0,1103.0,164.0,3464.0,1229.0,274.0,13.0,1515.0,2021,1105.0,986.0,337.0,0.609122401847575,0.03786496350364964,0.6327944572748267,0.45585874799357945,0.43097913322632425,0.8868378812199037,0.10995184590690209,0.8112211221122112,0.18085808580858087,0.008580858085808581,0.2353783719264741,0.22244224422442244,0.17234411085450346,3.786496350364964,63.279445727482674,False,False,False,False,False,False,False,False
POA5173,5173,13213.0,704.0,1418.0,1741.0,40.0,1290.0,2.5,1365.0,1402.0,819.0,45.0,3628.0,5072.0,218.0,102.0,187.0,10534.0,6.0,58.6,1104.0,5797.0,374.0,6168.0,3803.0,563.0,10534.0,3560.0,1370.0,142.0,5072.0,2021,2767.0,3863.0,507.0,0.5503132713119423,0.060635538261997406,0.5855325612303018,0.3762403528114664,0.386438809261301,0.7626791620727673,0.22574421168687983,0.7018927444794952,0.2701104100946372,0.027996845425867507,0.29236358132142587,0.09996056782334385,0.10480349344978165,6.06355382619974,58.55325612303018,False,False,False,False,False,False,False,False
POA5174,5174,3004.0,164.0,361.0,368.0,42.0,1445.0,2.5,381.0,340.0,136.0,4.0,865.0,1143.0,47.0,37.0,71.0,2470.0,5.3,62.1,264.0,1453.0,82.0,1533.0,788.0,150.0,2470.0,849.0,256.0,34.0,1143.0,2021,721.0,893.0,155.0,0.5882591093117409,0.05348988910632746,0.6206477732793523,0.44046242774566474,0.3930635838150289,0.8335260115606936,0.15722543352601157,0.7427821522309711,0.22397200349956256,0.02974628171478565,0.29727030625832224,0.13560804899387577,0.10688259109311742,5.348988910632746,62.064777327935225,False,False,False,False,False,False,False,False
POA5201,5201,2305.0,101.0,294.0,301.0,41.0,1973.0,2.7,292.0,291.0,72.0,13.0,673.0,792.0,47.0,42.0,62.0,1853.0,3.0,66.8,236.0,1203.0,35.0,1240.0,480.0,137.0,1853.0,654.0,122.0,9.0,792.0,2021,583.0,696.0,151.0,0.6492174851592013,0.028225806451612902,0.6691851052347545,0.4338781575037147,0.4323922734026746,0.8662704309063893,0.10698365527488855,0.8257575757575758,0.15404040404040403,0.011363636363636364,0.3019522776572668,0.19065656565656566,0.1273610361575823,2.82258064516129,66.91851052347545,False,False,False,False,False,False,False,False
POA5202,5202,938.0,47.0,99.0,113.0,40.0,1537.0,2.7,105.0,121.0,23.0,0.0,256.0,323.0,18.0,18.0,18.0,733.0,3.7,66.1,56.0,466.0,18.0,486.0,203.0,46.0,733.0,250.0,65.0,11.0,323.0,2021,226.0,259.0,54.0,0.635743519781719,0.037037037037037035,0.6630286493860846,0.41015625,0.47265625,0.8828125,0.08984375,0.7739938080495357,0.20123839009287925,0.034055727554179564,0.27611940298507465,0.16718266253869968,0.07639836289222374,3.7037037037037033,66.30286493860847,False,False,False,False,False,False,False,False
POA5203,5203,1320.0,42.0,85.0,107.0,56.0,1069.0,2.2,205.0,118.0,39.0,0.0,363.0,555.0,16.0,3.0,16.0,1158.0,6.2,50.0,106.0,541.0,33.0,579.0,526.0,52.0,1158.0,360.0,192.0,11.0,555.0,2021,323.0,234.0,35.0,0.46718480138169255,0.05699481865284974,0.5,0.5647382920110193,0.325068870523416,0.8898071625344353,0.10743801652892562,0.6486486486486487,0.34594594594594597,0.01981981981981982,0.17727272727272728,0.06306306306306306,0.09153713298791019,5.699481865284974,50.0,False,False,False,False,False,False,False,False
POA5204,5204,3373.0,78.0,179.0,251.0,60.0,947.0,2.0,651.0,223.0,98.0,8.0,977.0,1505.0,26.0,14.0,49.0,2982.0,5.5,41.9,312.0,1180.0,72.0,1249.0,1552.0,181.0,2982.0,967.0,506.0,30.0,1505.0,2021,874.0,508.0,89.0,0.39570757880617036,0.057646116893514815,0.41884641180415827,0.6663254861821903,0.22824974411463664,0.8945752302968271,0.10030706243602866,0.6425249169435215,0.3362126245847176,0.019933554817275746,0.15060776756596503,0.05913621262458472,0.10462776659959759,5.764611689351481,41.88464118041583,False,False,False,False,False,False,False,False
POA5210,5210,1877.0,90.0,182.0,242.0,41.0,1647.0,2.7,233.0,242.0,49.0,6.0,534.0,642.0,48.0,12.0,36.0,1506.0,3.8,62.6,147.0,906.0,34.0,938.0,486.0,77.0,1506.0,522.0,105.0,19.0,642.0,2021,475.0,514.0,96.0,0.601593625498008,0.03624733475479744,0.6228419654714475,0.4363295880149813,0.45318352059925093,0.8895131086142322,0.09176029962546817,0.8130841121495327,0.16355140186915887,0.029595015576323987,0.27384123601491744,0.14953271028037382,0.09760956175298804,3.624733475479744,62.28419654714475,False,False,False,False,False,False,False,False
POA5211,5211,16845.0,501.0,1046.0,1336.0,60.0,994.0,2.1,2981.0,1234.0,683.0,56.0,4959.0,7446.0,181.0,94.0,247.0,14754.0,5.3,40.4,1579.0,5645.0,317.0,5964.0,8210.0,586.0,14754.0,4883.0,2419.0,141.0,7446.0,2021,4215.0,2883.0,522.0,0.38260810627626407,0.053152246814218644,0.40422936152907685,0.6011292599314378,0.24884049203468442,0.8499697519661222,0.1377293809235733,0.655788342734354,0.3248724147193124,0.01893634165995165,0.17114870881567232,0.07010475423045931,0.10702182458994171,5.315224681421864,40.42293615290768,False,False,False,False,False,False,False,False
POA5212,5212,2251.0,61.0,141.0,178.0,61.0,1073.0,2.1,425.0,163.0,78.0,5.0,668.0,954.0,32.0,16.0,36.0,1979.0,4.5,40.2,277.0,761.0,35.0,794.0,1124.0,62.0,1979.0,660.0,277.0,14.0,954.0,2021,588.0,380.0,84.0,0.38453764527539164,0.04408060453400504,0.4012127337038909,0.6362275449101796,0.2440119760479042,0.8802395209580839,0.11676646706586827,0.6918238993710691,0.29035639412997905,0.014675052410901468,0.1688138605064416,0.0880503144654088,0.13996968165740273,4.408060453400504,40.12127337038909,False,False,False,False,False,False,False,False
POA5213,5213,1298.0,53.0,100.0,142.0,49.0,1330.0,2.3,195.0,137.0,33.0,0.0,366.0,519.0,28.0,4.0,31.0,1090.0,3.1,56.0,177.0,595.0,19.0,612.0,435.0,43.0,1090.0,368.0,142.0,16.0,519.0,2021,332.0,295.0,63.0,0.5458715596330275,0.03104575163398693,0.5614678899082569,0.5327868852459017,0.3743169398907104,0.907103825136612,0.09016393442622951,0.7090558766859345,0.27360308285163776,0.030828516377649325,0.22727272727272727,0.12138728323699421,0.16238532110091744,3.104575163398693,56.14678899082569,False,False,False,False,False,False,False,False
POA5214,5214,9557.0,234.0,564.0,708.0,62.0,938.0,2.0,1816.0,596.0,336.0,40.0,2785.0,4326.0,90.0,48.0,132.0,8585.0,6.4,37.3,822.0,3001.0,205.0,3205.0,4959.0,422.0,8585.0,2751.0,1481.0,98.0,4326.0,2021,2412.0,1506.0,270.0,0.349563191613279,0.06396255850234009,0.37332556785090276,0.652064631956912,0.21400359066427288,0.8660682226211849,0.12064631956912028,0.6359223300970874,0.34234858992140543,0.022653721682847898,0.1575808308046458,0.06241331484049931,0.09574839836924869,6.3962558502340086,37.332556785090276,False,False,False,False,False,False,False,False
POA5220,5220,155.0,3.0,25.0,16.0,43.0,1100.0,2.3,17.0,8.0,11.0,0.0,36.0,59.0,0.0,0.0,0.0,123.0,5.5,59.8,8.0,66.0,5.0,76.0,36.0,15.0,123.0,37.0,17.0,5.0,59.0,2021,25.0,44.0,0.0,0.5365853658536586,0.06578947368421052,0.6178861788617886,0.4722222222222222,0.2222222222222222,0.6944444444444444,0.3055555555555556,0.6271186440677966,0.288135593220339,0.0847457627118644,0.2838709677419355,0.0,0.06504065040650407,6.578947368421052,61.78861788617886,False,False,False,False,False,False,False,False
POA5221,5221,331.0,8.0,19.0,20.0,62.0,861.0,1.8,67.0,14.0,11.0,0.0,90.0,154.0,3.0,0.0,0.0,302.0,5.6,41.9,33.0,115.0,10.0,127.0,154.0,19.0,302.0,90.0,67.0,3.0,154.0,2021,81.0,47.0,3.0,0.38079470198675497,0.07874015748031496,0.4205298013245033,0.7444444444444445,0.15555555555555556,0.9,0.12222222222222222,0.5844155844155844,0.43506493506493504,0.01948051948051948,0.1419939577039275,0.01948051948051948,0.10927152317880795,7.874015748031496,42.05298013245033,False,False,False,False,False,False,False,False
