postcode,ato_income_year,ato_table8_state,ato_table8_individual_count,ato_official_median_taxable_income,ato_official_average_taxable_income,ato_table8_available
5341,2021-22,SA,4606,45505,51326,True
5342,2021-22,SA,665,47641,52059,True
5343,2021-22,SA,2877,46367,53959,True
5344,2021-22,SA,506,43256,47584,True
5345,2021-22,SA,1976,45398,50597,True
5346,2021-22,SA,221,46781,49036,True
5350,2021-22,SA,347,55664,64803,True
5351,2021-22,SA,3795,55051,63551,True
5352,2021-22,SA,3302,53007,64241,True
5353,2021-22,SA,2409,45806,57395,True
5355,2021-22,SA,5040,51176,58674,True
5356,2021-22,SA,478,47595,50444,True
5357,2021-22,SA,225,32640,43375,True
5360,2021-22,SA,783,49023,60698,True
5371,2021-22,SA,928,49620,60173,True
5372,2021-22,SA,1533,54566,59717,True
5373,2021-22,SA,1955,49291,57498,True
5374,2021-22,SA,843,39634,54010,True
5381,2021-22,SA,,,,False
5400,2021-22,SA,634,52248,60185,True
5401,2021-22,SA,474,48180,55178,True
5412,2021-22,SA,670,45563,55198,True
5413,2021-22,SA,482,40205,49244,True
5417,2021-22,SA,839,42096,51766,True
5422,2021-22,SA,670,38406,44446,True
5431,2021-22,SA,505,41241,48247,True
5433,2021-22,SA,697,46944,57188,True
5434,2021-22,SA,246,47091,55922,True
5451,2021-22,SA,462,46403,58323,True
5452,2021-22,SA,317,45000,56934,True
5453,2021-22,SA,3178,49504,62846,True
5454,2021-22,SA,219,46531,49545,True
5460,2021-22,SA,422,45905,57540,True
5461,2021-22,SA,1447,44312,52576,True
5462,2021-22,SA,362,42648,51447,True
5464,2021-22,SA,322,49032,57711,True
5473,2021-22,SA,393,43952,54866,True
5480,2021-22,SA,473,44771,55076,True
5481,2021-22,SA,307,38672,50900,True
5482,2021-22,SA,318,38697,51326,True
5483,2021-22,SA,,,,False
5485,2021-22,SA,342,46129,57092,True
5491,2021-22,SA,1126,50348,65485,True
5495,2021-22,SA,282,45555,55010,True
5501,2021-22,SA,5204,52483,60698,True
5502,2021-22,SA,1002,49048,59702,True
5520,2021-22,SA,272,42642,48770,True
5522,2021-22,SA,767,45127,60489,True
5523,2021-22,SA,1048,50063,62385,True
5540,2021-22,SA,7723,47474,55713,True
5550,2021-22,SA,545,46217,48602,True
5554,2021-22,SA,3048,46097,54710,True
5555,2021-22,SA,312,46000,57087,True
5556,2021-22,SA,2161,40754,51849,True
5558,2021-22,SA,2558,42016,55360,True
5560,2021-22,SA,230,42209,56049,True
5570,2021-22,SA,249,39644,51151,True
5571,2021-22,SA,984,43793,55990,True
5573,2021-22,SA,1179,47572,62209,True
5575,2021-22,SA,1309,41619,51611,True
5576,2021-22,SA,628,43324,51831,True
5577,2021-22,SA,316,34226,44362,True
5580,2021-22,SA,226,43647,61182,True
5581,2021-22,SA,289,42403,51848,True
5582,2021-22,SA,294,41238,53493,True
5583,2021-22,SA,372,35821,46653,True
5600,2021-22,SA,3659,61411,74234,True
5602,2021-22,SA,755,45334,52508,True
5603,2021-22,SA,259,42138,50196,True
5605,2021-22,SA,1121,43536,54179,True
5606,2021-22,SA,8936,47950,59425,True
5607,2021-22,SA,2754,48058,57615,True
5608,2021-22,SA,6268,48800,59674,True
5609,2021-22,SA,1162,63616,73735,True
5631,2021-22,SA,754,54362,70722,True
5633,2021-22,SA,,,,False
5640,2021-22,SA,655,47247,53335,True
5641,2021-22,SA,627,42827,49597,True
5652,2021-22,SA,425,50559,59503,True
5670,2021-22,SA,281,44391,53696,True
5680,2021-22,SA,1424,44412,55618,True
5690,2021-22,SA,2188,51265,60459,True
5700,2021-22,SA,5806,50288,60461,True
5710,2021-22,SA,1354,58640,67490,True
5722,2021-22,SA,,,,False
5723,2021-22,SA,843,45028,53629,True
5725,2021-22,SA,2396,100806,108719,True
5731,2021-22,SA,,,,False
6000,2021-22,WA,11248,54990,81007,True
6003,2021-22,WA,3086,58531,78796,True
6004,2021-22,WA,8705,63229,86481,True
6005,2021-22,WA,4637,65648,95159,True
6006,2021-22,WA,6296,70367,95989,True
6007,2021-22,WA,5579,75239,111115,True
6008,2021-22,WA,10664,71444,114658,True
6009,2021-22,WA,11965,64919,175737,True
6010,2021-22,WA,12378,69182,139640,True
6011,2021-22,WA,6704,84217,295283,True
6012,2021-22,WA,5967,64747,146186,True
6014,2021-22,WA,14860,66712,110296,True
6015,2021-22,WA,4934,80918,176423,True
6016,2021-22,WA,6924,68171,93057,True
6017,2021-22,WA,3313,58229,67427,True
6018,2021-22,WA,27517,66532,90591,True
6019,2021-22,WA,16830,68935,93878,True
6020,2021-22,WA,14811,63394,99914,True
6021,2021-22,WA,13449,59215,77167,True
6022,2021-22,WA,3319,56443,68697,True
6023,2021-22,WA,10183,61044,82703,True
6024,2021-22,WA,8743,56944,69003,True
6025,2021-22,WA,20730,61040,81610,True
6026,2021-22,WA,14833,57558,74084,True
6027,2021-22,WA,28303,57794,74371,True
6028,2021-22,WA,16102,61293,82845,True
6029,2021-22,WA,2103,74147,118825,True
6030,2021-22,WA,25778,55297,70749,True
6031,2021-22,WA,11996,57480,68293,True
6033,2021-22,WA,358,51255,67504,True
6034,2021-22,WA,2673,61537,70015,True
6035,2021-22,WA,6576,55398,69458,True
6036,2021-22,WA,11250,56870,70412,True
6037,2021-22,WA,2306,54112,69762,True
6038,2021-22,WA,7022,61334,71702,True
6041,2021-22,WA,926,46319,65215,True
6044,2021-22,WA,802,50977,65821,True
6050,2021-22,WA,10737,66487,109522,True
6051,2021-22,WA,9378,60885,77648,True
6052,2021-22,WA,7563,65532,85311,True
6053,2021-22,WA,9953,65301,79284,True
6054,2021-22,WA,12695,57470,69784,True
6055,2021-22,WA,21680,62240,73177,True
6056,2021-22,WA,25765,55842,68083,True
6057,2021-22,WA,10563,59281,71745,True
6058,2021-22,WA,8450,57758,67778,True
6059,2021-22,WA,15472,55551,74345,True
6060,2021-22,WA,16993,60602,73402,True
6061,2021-22,WA,24658,50278,56471,True
6062,2021-22,WA,21577,52877,63457,True
6063,2021-22,WA,9217,50801,58566,True
6064,2021-22,WA,17663,48810,55697,True
6065,2021-22,WA,43282,58511,70896,True
6066,2021-22,WA,11408,51419,59993,True
6069,2021-22,WA,29287,59852,71616,True
6070,2021-22,WA,2385,62595,92008,True
6071,2021-22,WA,2336,57461,78889,True
6072,2021-22,WA,560,60243,75541,True
6073,2021-22,WA,2036,51683,71514,True
6074,2021-22,WA,650,55695,70331,True
6076,2021-22,WA,14045,56401,79074,True
6077,2021-22,WA,951,49177,72679,True
6078,2021-22,WA,552,56020,82324,True
6081,2021-22,WA,3206,60142,78518,True
6082,2021-22,WA,2083,58146,73583,True
6083,2021-22,WA,2447,58003,86615,True
6084,2021-22,WA,5915,59081,76246,True
6100,2021-22,WA,11173,61143,81499,True
6101,2021-22,WA,11512,62607,78446,True
6102,2021-22,WA,9181,47124,56469,True
6103,2021-22,WA,7650,60922,71989,True
6104,2021-22,WA,9865,58275,71453,True
6105,2021-22,WA,10657,54825,64265,True
6107,2021-22,WA,31070,51499,60169,True
6108,2021-22,WA,14248,50988,59002,True
6109,2021-22,WA,7753,50252,57964,True
6110,2021-22,WA,26678,53313,62805,True
6111,2021-22,WA,14258,52830,66506,True
6112,2021-22,WA,43374,57774,67790,True
6121,2021-22,WA,2077,59976,80418,True
6122,2021-22,WA,13988,61324,74365,True
6123,2021-22,WA,1486,58553,68573,True
6124,2021-22,WA,770,60473,74333,True
6125,2021-22,WA,2139,58056,75933,True
6147,2021-22,WA,9458,48972,57609,True
6148,2021-22,WA,11923,53829,79381,True
6149,2021-22,WA,12245,55673,76487,True
6150,2021-22,WA,8646,49675,73110,True
6151,2021-22,WA,11608,65021,106327,True
6152,2021-22,WA,17156,60212,85732,True
6153,2021-22,WA,15023,65262,114570,True
6154,2021-22,WA,6807,58119,90612,True
6155,2021-22,WA,34122,54414,69926,True
6156,2021-22,WA,11651,63923,97128,True
6157,2021-22,WA,9189,62928,87974,True
6158,2021-22,WA,5216,68594,111493,True
6159,2021-22,WA,2837,67695,122793,True
6160,2021-22,WA,6609,58785,85086,True
6162,2021-22,WA,7865,58699,87468,True
6163,2021-22,WA,35310,56809,71461,True
6164,2021-22,WA,44124,62060,74075,True
6166,2021-22,WA,7074,63441,80949,True
6167,2021-22,WA,16822,55790,65082,True
6168,2021-22,WA,13874,53560,64743,True
6169,2021-22,WA,21142,54376,68013,True
6170,2021-22,WA,11270,60106,68563,True
6171,2021-22,WA,23832,63362,75453,True
6172,2021-22,WA,8239,56474,69144,True
6173,2021-22,WA,8019,65171,82024,True
6174,2021-22,WA,3731,60265,73348,True
6175,2021-22,WA,2535,63186,78270,True
6176,2021-22,WA,1353,60008,74121,True
6180,2021-22,WA,4135,57066,70772,True
6181,2021-22,WA,314,65843,82698,True
6207,2021-22,WA,827,62084,79092,True
6208,2021-22,WA,7285,51620,69587,True
6209,2021-22,WA,1089,47495,70734,True
6210,2021-22,WA,44339,50003,70512,True
6211,2021-22,WA,5002,51820,73296,True
6213,2021-22,WA,421,49012,65445,True
6214,2021-22,WA,474,51122,70649,True
6215,2021-22,WA,2460,51260,69956,True
6218,2021-22,WA,322,45889,57866,True
6220,2021-22,WA,3006,54110,63907,True
6224,2021-22,WA,754,50882,64326,True
6225,2021-22,WA,5069,49801,65475,True
6226,2021-22,WA,631,64620,79023,True
6227,2021-22,WA,493,63066,74297,True
6230,2021-22,WA,27274,53600,68899,True
6231,2021-22,WA,,,,False
6232,2021-22,WA,6917,55931,67734,True
6233,2021-22,WA,12807,57966,72936,True
6236,2021-22,WA,1492,55341,73547,True
6237,2021-22,WA,1695,56398,70405,True
6239,2021-22,WA,2994,48696,61425,True
6244,2021-22,WA,1060,47770,69626,True
6251,2021-22,WA,237,49376,66689,True
6253,2021-22,WA,413,37096,58025,True
6254,2021-22,WA,283,52512,66138,True
6255,2021-22,WA,2669,47351,63085,True
6258,2021-22,WA,4122,45917,55347,True
6260,2021-22,WA,925,44649,63299,True
6262,2021-22,WA,480,38805,49891,True
6271,2021-22,WA,2202,50964,63908,True
6275,2021-22,WA,932,41952,55335,True
6280,2021-22,WA,19383,48444,63978,True
6281,2021-22,WA,6062,52173,77201,True
6282,2021-22,WA,1112,49104,90333,True
6284,2021-22,WA,1990,49296,68082,True
6285,2021-22,WA,7599,47443,63177,True
6286,2021-22,WA,731,44295,65548,True
6288,2021-22,WA,444,41468,55356,True
6290,2021-22,WA,1101,37518,53093,True
6302,2021-22,WA,2189,48578,63598,True
6304,2021-22,WA,979,48939,67861,True
6306,2021-22,WA,641,49089,66006,True
6308,2021-22,WA,945,50692,63625,True
6311,2021-22,WA,340,44709,54787,True
6312,2021-22,WA,2729,49767,60640,True
6315,2021-22,WA,1242,48556,59842,True
6316,2021-22,WA,212,53186,73894,True
6317,2021-22,WA,2421,50277,59272,True
6318,2021-22,WA,307,47008,63794,True
6320,2021-22,WA,370,50630,56593,True
6321,2021-22,WA,315,45011,50016,True
6323,2021-22,WA,638,42143,53699,True
6324,2021-22,WA,2269,44714,54138,True
6326,2021-22,WA,366,46503,53517,True
6328,2021-22,WA,279,49172,70491,True
6330,2021-22,WA,23262,47711,60134,True
6331,2021-22,WA,253,48192,69533,True
6333,2021-22,WA,3890,40529,55783,True
6335,2021-22,WA,477,56769,72812,True
6336,2021-22,WA,211,45873,53784,True
6337,2021-22,WA,386,52922,77274,True
6338,2021-22,WA,531,49281,63350,True
6346,2021-22,WA,511,57777,72349,True
6348,2021-22,WA,618,56545,74706,True
6350,2021-22,WA,260,53327,70196,True
6353,2021-22,WA,571,56417,66823,True
6355,2021-22,WA,372,56921,78621,True
6359,2021-22,WA,315,46675,72122,True
6365,2021-22,WA,352,58049,70493,True
6367,2021-22,WA,203,53817,68403,True
6369,2021-22,WA,460,52427,67501,True
6370,2021-22,WA,314,47614,59682,True
6375,2021-22,WA,634,57625,68740,True
6383,2021-22,WA,555,53122,73008,True
6390,2021-22,WA,976,68131,78598,True
6391,2021-22,WA,661,66606,83307,True
6392,2021-22,WA,350,61814,75878,True
6395,2021-22,WA,1317,55296,68509,True
6396,2021-22,WA,237,48404,62289,True
6398,2021-22,WA,337,35348,54104,True
6401,2021-22,WA,4270,51587,62042,True
6405,2021-22,WA,,,,False
6407,2021-22,WA,568,56097,67816,True
6409,2021-22,WA,266,46165,58150,True
6410,2021-22,WA,572,48314,59207,True
6415,2021-22,WA,1706,54629,65885,True
6418,2021-22,WA,433,49736,66555,True
6426,2021-22,WA,419,61431,72484,True
6429,2021-22,WA,424,59124,66820,True
6430,2021-22,WA,14333,77607,89920,True
6432,2021-22,WA,4219,66069,78308,True
6433,2021-22,WA,,,,False
6437,2021-22,WA,287,91841,99861,True
6438,2021-22,WA,332,57834,67862,True
6440,2021-22,WA,229,58747,68032,True
6442,2021-22,WA,1282,75240,89142,True
6443,2021-22,WA,350,51444,58932,True
6448,2021-22,WA,214,47382,62902,True
6450,2021-22,WA,8370,55230,71723,True
6460,2021-22,WA,422,50800,62917,True
6461,2021-22,WA,369,52936,71048,True
6468,2021-22,WA,,,,False
6475,2021-22,WA,217,49724,64022,True
6479,2021-22,WA,368,54109,69321,True
6485,2021-22,WA,279,54461,68550,True
6501,2021-22,WA,649,56047,69014,True
6502,2021-22,WA,819,50945,62433,True
6503,2021-22,WA,1465,48790,63589,True
6507,2021-22,WA,384,54205,69295,True
6510,2021-22,WA,1193,53162,66534,True
6511,2021-22,WA,319,46904,59746,True
6514,2021-22,WA,363,46780,59989,True
6515,2021-22,WA,224,57708,75675,True
6516,2021-22,WA,1368,46004,65948,True
6517,2021-22,WA,268,50896,60408,True
6519,2021-22,WA,314,49067,58854,True
6521,2021-22,WA,268,46580,62439,True
6522,2021-22,WA,318,57902,75061,True
6525,2021-22,WA,2135,49573,70562,True
6528,2021-22,WA,282,40355,73287,True
6530,2021-22,WA,20336,54838,68551,True
6531,2021-22,WA,289,51037,69354,True
6532,2021-22,WA,3852,60100,73120,True
6535,2021-22,WA,835,46171,61377,True
6536,2021-22,WA,877,46399,62856,True
6537,2021-22,WA,551,48016,60414,True
6556,2021-22,WA,1339,56531,73330,True
6558,2021-22,WA,541,51670,79290,True
6560,2021-22,WA,802,56512,63079,True
6562,2021-22,WA,830,56431,67276,True
6564,2021-22,WA,213,58432,67703,True
6566,2021-22,WA,2182,50113,65968,True
6569,2021-22,WA,,,,False
6603,2021-22,WA,682,54025,66470,True
6609,2021-22,WA,619,63599,79132,True
6620,2021-22,WA,,,,False
6623,2021-22,WA,326,50456,70341,True
6630,2021-22,WA,299,49249,63652,True
6638,2021-22,WA,245,50992,65076,True
6642,2021-22,WA,437,50383,62670,True
6701,2021-22,WA,2954,51900,63406,True
6707,2021-22,WA,2154,52796,72803,True
6710,2021-22,WA,499,80989,94557,True
6713,2021-22,WA,767,92488,113254,True
6714,2021-22,WA,10431,86822,102257,True
6716,2021-22,WA,353,129525,113676,True
6718,2021-22,WA,287,40545,54653,True
6720,2021-22,WA,1311,95823,101149,True
6721,2021-22,WA,2749,99772,120388,True
6722,2021-22,WA,6477,83222,95715,True
6725,2021-22,WA,7498,63024,72612,True
6726,2021-22,WA,2637,60133,72968,True
6728,2021-22,WA,2099,55775,63427,True
6740,2021-22,WA,486,47675,57419,True
6743,2021-22,WA,3716,59989,70568,True
6751,2021-22,WA,1734,102491,101523,True
6753,2021-22,WA,2739,86176,97364,True
6754,2021-22,WA,797,118093,109890,True
6765,2021-22,WA,980,40033,53392,True
6770,2021-22,WA,927,41888,52106,True
6798,2021-22,WA,838,83493,83949,True
6799,2021-22,WA,274,57409,62229,True
6919,2021-22,WA,,,,False
7000,2021-22,TAS,10441,53378,72388,True
7001,2021-22,TAS,425,3811,37657,True
7004,2021-22,TAS,5313,52637,78988,True
7005,2021-22,TAS,9634,48701,90459,True
7007,2021-22,TAS,2190,53013,86815,True
7008,2021-22,TAS,8595,54457,67520,True
7009,2021-22,TAS,8601,48790,54031,True
7010,2021-22,TAS,10727,47211,51212,True
7011,2021-22,TAS,9076,49507,53604,True
7012,2021-22,TAS,547,54913,59971,True
7015,2021-22,TAS,6976,52736,64359,True
7016,2021-22,TAS,1378,47029,48752,True
7017,2021-22,TAS,3998,56327,62595,True
7018,2021-22,TAS,14430,53088,64550,True
7019,2021-22,TAS,4415,50013,53040,True
7020,2021-22,TAS,1768,55905,67020,True
7021,2021-22,TAS,1635,55758,67170,True
7022,2021-22,TAS,592,51274,57385,True
7023,2021-22,TAS,236,50816,63676,True
7024,2021-22,TAS,368,62552,76566,True
7025,2021-22,TAS,1208,50248,62343,True
7026,2021-22,TAS,658,51378,55325,True
7030,2021-22,TAS,10577,48671,53540,True
7050,2021-22,TAS,9002,49449,59981,True
7051,2021-22,TAS,,,,False
7052,2021-22,TAS,4904,52965,66387,True
7053,2021-22,TAS,2307,55827,76385,True
7054,2021-22,TAS,5840,53772,86718,True
7055,2021-22,TAS,331,54984,59156,True
7109,2021-22,TAS,5859,46809,54847,True
7112,2021-22,TAS,1890,38573,50468,True
7113,2021-22,TAS,717,41459,50867,True
7116,2021-22,TAS,1337,42148,48694,True
7117,2021-22,TAS,535,41210,50609,True
7120,2021-22,TAS,1010,42692,49904,True
7140,2021-22,TAS,6582,46853,51698,True
7150,2021-22,TAS,1947,46980,57984,True
7155,2021-22,TAS,597,45141,65412,True
7162,2021-22,TAS,437,39192,60422,True
7163,2021-22,TAS,231,37104,54013,True
7170,2021-22,TAS,3801,60163,74595,True
7171,2021-22,TAS,2280,53743,58046,True
7172,2021-22,TAS,2616,49757,55062,True
7173,2021-22,TAS,4459,49488,56200,True
7177,2021-22,TAS,278,41168,48817,True
7179,2021-22,TAS,240,40939,48822,True
7184,2021-22,TAS,454,36771,48471,True
7190,2021-22,TAS,1938,40937,49915,True
7209,2021-22,TAS,242,45235,63286,True
7210,2021-22,TAS,558,44912,58969,True
7212,2021-22,TAS,1072,47237,65828,True
7214,2021-22,TAS,290,36614,42280,True
7215,2021-22,TAS,2311,38050,49716,True
7216,2021-22,TAS,1911,36566,47799,True
7248,2021-22,TAS,8975,42903,47442,True
7249,2021-22,TAS,7926,51428,59441,True
7250,2021-22,TAS,31475,51176,64362,True
7252,2021-22,TAS,1916,49683,65589,True
7253,2021-22,TAS,2447,43187,51779,True
7254,2021-22,TAS,335,45034,53195,True
7255,2021-22,TAS,519,46242,59136,True
7256,2021-22,TAS,1062,48786,61176,True
7258,2021-22,TAS,617,63431,96151,True
7259,2021-22,TAS,309,50843,57329,True
7260,2021-22,TAS,1829,44586,50123,True
7262,2021-22,TAS,1094,49096,115514,True
7263,2021-22,TAS,337,38163,46070,True
7264,2021-22,TAS,302,35405,45539,True
7267,2021-22,TAS,487,51527,61123,True
7268,2021-22,TAS,669,48038,57945,True
7270,2021-22,TAS,2280,41896,52843,True
7275,2021-22,TAS,2030,45619,54494,True
7276,2021-22,TAS,354,46788,53277,True
7277,2021-22,TAS,3976,52141,62048,True
7290,2021-22,TAS,1492,52881,57140,True
7291,2021-22,TAS,461,54179,61234,True
7292,2021-22,TAS,416,47235,53746,True
7300,2021-22,TAS,2372,52376,58339,True
7301,2021-22,TAS,2712,48792,56573,True
7302,2021-22,TAS,1101,48934,54983,True
7303,2021-22,TAS,1700,45441,50672,True
7304,2021-22,TAS,3634,41631,51683,True
7305,2021-22,TAS,665,45152,48920,True
7306,2021-22,TAS,2455,42519,49365,True
7307,2021-22,TAS,6701,48268,59524,True
7310,2021-22,TAS,16364,47322,55848,True
7315,2021-22,TAS,8685,47030,55980,True
7316,2021-22,TAS,3799,49093,59468,True
7320,2021-22,TAS,9779,49114,59680,True
7321,2021-22,TAS,2723,45908,57130,True
7322,2021-22,TAS,2122,49921,58506,True
7325,2021-22,TAS,4787,48000,57283,True
7330,2021-22,TAS,3929,48028,55132,True
7331,2021-22,TAS,392,48285,59396,True
7467,2021-22,TAS,883,45351,58984,True
7468,2021-22,TAS,414,54816,61415,True
7469,2021-22,TAS,390,51234,63289,True
7470,2021-22,TAS,338,49823,67937,True
9726,2021-22,QLD,,,,False
